id	name	reactions	parent
PWY-7279	aerobic respiration II (cytochrome c) (yeast)	CYTOCHROME-C-OXIDASE-RXN|SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN|RXN0-5330|1.10.2.2-RXN	AEROBIC-RESPIRATION|Electron-Transfer
PWY1YI0-8	succinate to plastoquinol oxidase	RXN1YI0-23|RXN1YI0-14	AEROBIC-RESPIRATION|Electron-Transfer
PWY-7545	pyruvate to cytochrome bd oxidase electron transfer	RXN0-5266|RXN-11496	AEROBIC-RESPIRATION|Electron-Transfer
PWY0-1334	NADH to cytochrome bd oxidase electron transfer I	RXN0-5266|NADH-DEHYDROG-A-RXN	AEROBIC-RESPIRATION|Electron-Transfer
PWY0-1544	proline to cytochrome bo oxidase electron transfer	RXN0-7008|RXN0-5268	AEROBIC-RESPIRATION|Electron-Transfer
PWY-3781	aerobic respiration I (cytochrome c)	CYTOCHROME-C-OXIDASE-RXN|SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN|NADH-DEHYDROG-A-RXN|1.10.2.2-RXN	AEROBIC-RESPIRATION|Electron-Transfer
PWY0-1567	NADH to cytochrome bo oxidase electron transfer II	RXN0-5268|RXN0-5330	AEROBIC-RESPIRATION|Electron-Transfer
PWY-5303	thiosulfate oxidation II (via tetrathionate)	RXN-17802|RXN-16433|RXN-16432|1.8.5.2-RXN	AEROBIC-RESPIRATION|Thiosulfate-Oxidation
PWY1YI0-3	succinate to cytochrome c oxidase via plastocyanin	RXN1YI0-14|RXN1YI0-22|PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	AEROBIC-RESPIRATION|Electron-Transfer
PWY-7544	pyruvate to cytochrome bo oxidase electron transfer	RXN0-5268|RXN-11496	AEROBIC-RESPIRATION|Electron-Transfer
PWY0-1329	succinate to cytochrome bo oxidase electron transfer	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN|RXN0-5268	AEROBIC-RESPIRATION|Electron-Transfer
PWY-6999	theophylline degradation	RXN-13113|RXN-13114|RXN-13115|XANTHINE-OXIDASE-RXN|RXN0-901|RXN-13111|RXN-13110|RXN-13109|RXN-13108	ALKALOIDS
PWY-5461	betanidin degradation	RXN-8635	ALKALOIDS
PWY18C3-5	alpha-tomatine degradation	RXN18C3-19|RXN18C3-18|RXN18C3-17|RXN18C3-16|RXN18C3-15|RXN18C3-14	ALKALOIDS
PWY-6412	ginsenoside degradation II	RXN-11132|RXN-11139	Ginsenoside-Degradation
PWY-6411	ginsenoside degradation I	RXN-14621|RXN-14723|RXN-11132|RXN-11133	Ginsenoside-Degradation
PWY-7102	bisabolene biosynthesis (engineered)	RXN-8429|RXN-8549|RXN-8550|FPPSYN-RXN|IPPISOM-RXN|GPPSYN-RXN	Sesquiterpenoid-Degradation
PWY-8300	D-cycloserine inhibition of pyridoxal 5'-phosphate	RXN-22543|RXN-22546|RXN-22545|RXN-22549|RXN-22548|RXN-22547|RXN-22544	Inactivation
PWY-5927	(4S)-carveol and (4S)-dihydrocarveol degradation	RXN-9432|RXN-9431|RXN-9430|RXN-9429|RXN-9428|RXN-9426|RXN-9425|RXN-9397|RXN-9401|RXN-9421|RXN-9420|RXN-9419|RXN-9422|RXN-9423	Carveol-Degradation
PWY-5922	(4R)-carveol and (4R)-dihydrocarveol degradation	RXN-9434|RXN-9433|RXN-9436|RXN-9435|RXN-9427|RXN-9392|RXN-9424|RXN-9406|RXN-9405|RXN-9404|RXN-9403|RXN-9394|RXN-9391|RXN-9400	Carveol-Degradation
PWY-5924	limonene degradation II (L-limonene)	RXN-9948|RXN-9423|RXN-9418|RXN-9416|RXN-9413|RXN-9411|RXN-9409	Limonene-Degradation
PWY-6297	tuberonate glucoside biosynthesis	RXN-10690|RXN-10450	Glycosylation-Pathways|Inactivation
PWY-5923	limonene degradation I (D-limonene)	RXN-9949|RXN-9406|RXN-9417|RXN-9415|3.3.2.8-RXN|RXN-9410|RXN-9407	Limonene-Degradation
PWY-8029	limonene degradation IV (anaerobic)	RXN-20145|RXN-20144|RXN-20143|PERILLYL-ALCOHOL-DEHYDROGENASE-RXN|RXN-14280|RXN-20141|RXN-20142	Limonene-Degradation
PWY-6526	limonene degradation III (to perillate)	RXN-15824|RXN-11493|RXN-11462	Limonene-Degradation
P601-PWY	(R)-camphor degradation	RXN-13045|R547-RXN|R546-RXN|R545-RXN|R544-RXN|R543-RXN|R542-RXN|R541-RXN	Camphor-Degradation
PWY-6989	(S)-camphor degradation	RXN-13045|RXN-13044|RXN-13043|RXN-13042|RXN-13041|R547-RXN|R546-RXN|R545-RXN	Camphor-Degradation
PWY-7859	jasmonoyl-L-isoleucine inactivation	RXN-10451|RXN-18482|RXN-18481|RXN-18480|RXN-18479|RXN-12421	Inactivation
PWY0-1535	D-serine degradation	RXN-15127|RXN-15124|RXN-15581	D-Amino-Acid-Degradation
PWY-6422	D-arginine degradation	RXN-15850|RXN-15849|RXN-11194	D-Amino-Acid-Degradation
PWY-8110	L-dopa degradation II (bacterial)	RXN-21082|RXN66-221	L-dopa-Degradation
PWY-6334	L-dopa degradation I (mammalian)	RXN-10877|RXN-10872|RXN-10871|RXN-10870	L-dopa-Degradation
PWY-1781	beta-alanine degradation II	RXN-2902|2.6.1.18-RXN	Beta-Alanine-Degradation
BETA-ALA-DEGRADATION-I-PWY	beta-alanine degradation I	RXN-2902|RXN-2901	Beta-Alanine-Degradation
PWY-8120	beta-alanine degradation III	RXN-8974|RXN-2901	Beta-Alanine-Degradation
HYDROXYPRODEG-PWY	trans-4-hydroxy-L-proline degradation I	RXN66-545|RXN-14472|RXN-14471|4OH2OXOGLUTARALDOL-RXN|4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN	Hydroxyprolines-Degradation
PWY-7515	trans-3-hydroxy-L-proline degradation	PYRROLINE-2-CARBOXYLATE-REDUCTASE-RXN|TRANS-L-3-HYDROXYPROLINE-DEHYDRATASE-RXN	Hydroxyprolines-Degradation
PWY-5159	trans-4-hydroxy-L-proline degradation II	25-DIOXOVALERATE-DEHYDROGENASE-RXN|RXN-8003|4-HYDROXYPROLINE-EPIMERASE-RXN|3.5.4.22-RXN	Hydroxyprolines-Degradation
PWY-8186	L-proline degradation II (reductive Stickland reaction)	1.21.4.1-RXN|RXN-20164|PROLINE-RACEMASE-RXN	PROLINE-DEG|Stickland-Reductive
PROUT-PWY	L-proline degradation I	RXN-14903|SPONTPRO-RXN|RXN-14116	PROLINE-DEG
PWY-4002	L-asparagine degradation II	RXN-6562|RXN-6561|2.6.1.14-RXN	ASPARAGINE-DEG
ASPARAGINE-DEG1-PWY-1	L-asparagine degradation III (mammalian)	ASPAMINOTRANS-RXN|3.5.1.26-RXN|ASPARAGHYD-RXN	ASPARAGINE-DEG
ASPARAGINE-DEG1-PWY	L-asparagine degradation I	ASPARAGHYD-RXN	ASPARAGINE-DEG
TRYPDEG-PWY	L-tryptophan degradation II (via pyruvate)	RXN-15578|RXN-15127|RXN-15124	TRYPTOPHAN-DEG
PWY-3181	L-tryptophan degradation VI (via tryptamine)	RXN-1401|INDOLE-3-ACETALDEHYDE-OXIDASE-RXN|AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN	ALKALOIDS-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|TRYPTOPHAN-DEG
TRPKYNCAT-PWY	L-tryptophan degradation IV (via indole-3-lactate)	INDOLELACTATE-DEHYDROGENASE-RXN|TRYPTOPHAN-AMINOTRANSFERASE-RXN	TRYPTOPHAN-DEG
PWY-3162	L-tryptophan degradation V (side chain pathway)	RXN-5603|RXN-5422|RXN-5442|RXN-5581|RXN-5443|RXN-5444|RXN-5445|RXN-5441|RXN-5424|RXN-5423|RXN-5421|RXN-5403|RXN-5402	TRYPTOPHAN-DEG
PWY-5651	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	RXN-8665|1.13.11.6-RXN|3-HYDROXY-KYNURENINASE-RXN|KYNURENINE-3-MONOOXYGENASE-RXN|ARYLFORMAMIDASE-RXN	TRYPTOPHAN-DEG
TRPCAT-PWY	L-tryptophan degradation I (via anthranilate)	RXN-8665|ARYLFORMAMIDASE-RXN|KYNURENINASE-RXN	TRYPTOPHAN-DEG
PWY-5081	L-tryptophan degradation VIII (to tryptophol)	2.6.1.28-RXN|1.1.1.190-RXN|4.1.1.74-RXN|TRYPTOPHAN-AMINOTRANSFERASE-RXN	TRYPTOPHAN-DEG
PWY-6307	L-tryptophan degradation X (mammalian, via tryptamine)	1.1.1.191-RXN|RXN-1401|RXN-10715|AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN	TRYPTOPHAN-DEG
PWY-8190	L-glutamate degradation XI (reductive Stickland reaction)	RXN-16834|RXN-19739|R11-RXN|RXN-1082|RXN-1083|KETOGLUTREDUCT-RXN|GLUTAMATE-DEHYDROGENASE-RXN	Acetyl-CoA-Butyrate|GLUTAMATE-DEG|Stickland-Reductive
PWY-5766	L-glutamate degradation X	GLUTAMATE-DEHYDROGENASE-NADP+-RXN	GLUTAMATE-DEG
PWY0-1305	L-glutamate degradation IX (via 4-aminobutanoate)	GLUTDECARBOX-RXN	Acid-Resistance|GLUTAMATE-DEG
GLUTDEG-PWY	L-glutamate degradation II	ASPARTASE-RXN|ASPAMINOTRANS-RXN	GLUTAMATE-DEG
GLUTAMATE-DEG1-PWY	L-glutamate degradation I	GLUTAMATE-DEHYDROGENASE-RXN	GLUTAMATE-DEG
PWY-5087	L-glutamate degradation VI (to pyruvate)	METHYLASPARTATE-MUTASE-RXN|METHYLASPARTATE-AMMONIA-LYASE-RXN|S-2-METHYLMALATE-DEHYDRATASE-RXN|CITRAMALATE-LYASE-RXN	GLUTAMATE-DEG
HISDEG-PWY	L-histidine degradation I	FORMIMINOGLUTAMASE-RXN|IMIDAZOLONEPROPIONASE-RXN|UROCANATE-HYDRATASE-RXN|HISTIDINE-AMMONIA-LYASE-RXN	HISTIDINE-DEG
PWY-5028	L-histidine degradation II	N-FORMYLGLUTAMATE-DEFORMYLASE-RXN|FORMIMINOGLUTAMATE-DEIMINASE-RXN|IMIDAZOLONEPROPIONASE-RXN|UROCANATE-HYDRATASE-RXN|HISTIDINE-AMMONIA-LYASE-RXN	HISTIDINE-DEG
HISTDEG-PWY	L-histidine degradation IV	IMILACTDEHYDROG-RXN|HISTTRANSAM-RXN	HISTIDINE-DEG
PWY-5031	L-histidine degradation V	RXN-7572|RXN-7571	HISTIDINE-DEG
HISHP-PWY	L-histidine degradation VI	RXN-7593|RXN-7594|RXN-7592|IMIDAZOLONEPROPIONASE-RXN|RXN-7587|IMIDHYD-RXN|UROCANATE-HYDRATASE-RXN|HISTIDINE-AMMONIA-LYASE-RXN	HISTIDINE-DEG
PWY-5030	L-histidine degradation III	METHENYLTHFCYCLOHYDRO-RXN|4.3.1.4-RXN|GLUTAMATE-FORMIMINOTRANSFERASE-RXN|IMIDAZOLONEPROPIONASE-RXN|UROCANATE-HYDRATASE-RXN|HISTIDINE-AMMONIA-LYASE-RXN	HISTIDINE-DEG
LEU-DEG2-PWY	L-leucine degradation I	RXN0-2301|HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN|METHYLGLUTACONYL-COA-HYDRATASE-RXN|METHYLCROTONYL-COA-CARBOXYLASE-RXN|2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN|BRANCHED-CHAINAMINOTRANSFERLEU-RXN	LEUCINE-DEG
PWY-7767	L-leucine degradation IV (reductive Stickland reaction)	RXN-16245|RXN-16247|RXN-17524|RXN-16246|BRANCHED-CHAINAMINOTRANSFERLEU-RXN	LEUCINE-DEG|Stickland-Reductive
PWY-5076	L-leucine degradation III	RXN-7692|RXN-7693|BRANCHED-CHAINAMINOTRANSFERLEU-RXN	LEUCINE-DEG
PWY-5075	L-leucine degradation II	LEUCINE-23-AMINOMUTASE-RXN|RXN-7691|RXN-7690	LEUCINE-DEG
PWY-8185	L-leucine degradation V (oxidative Stickland reaction)	RXN-21794|RXN-19534|BRANCHED-CHAINAMINOTRANSFERLEU-RXN	LEUCINE-DEG|Stickland-Oxidative
PWY-5079	L-phenylalanine degradation III	RXN-10814|2.6.1.58-RXN|RXN-7700|PHENYLPYRUVATE-DECARBOXYLASE-RXN	PHENYLALANINE-DEG
PWY-8014	L-phenylalanine degradation VI (reductive Stickland reaction)	RXN-10814|RXN-10816|RXN-19883|RXN-19882|2.8.3.17-RXN	PHENYLALANINE-DEG|Stickland-Reductive
PHENYLALANINE-DEG1-PWY	L-phenylalanine degradation I (aerobic)	RXN66-569	PHENYLALANINE-DEG
PWY-7158	L-phenylalanine degradation V	RXN-13907|RXN-13908|RXN-13909	PHENYLALANINE-DEG
ANAPHENOXI-PWY	L-phenylalanine degradation II (anaerobic)	RXN-10814|PHENDEHYD-RXN|PHENYLPYRUVATE-DECARBOXYLASE-RXN	PHENYLALANINE-DEG
PWY-6318	L-phenylalanine degradation IV (mammalian, via side chain)	RXN-10817|RXN-10814|RXN-10819|GLUTAMINE-N-PHENYLACETYLTRANSFERASE-RXN|PHENDEHYD-RXN|RXN-10816|RXN-10815|RXN-10821|PHENYLALANINE-DECARBOXYLASE-RXN	PHENYLALANINE-DEG
ARGDEG-V-PWY	L-arginine degradation X (arginine monooxygenase pathway)	ARGININE-2-MONOOXYGENASE-RXN|GUANIDINOBUTYRASE-RXN|GUANIDINOBUTANAMIDE-NH3-RXN	ARGININE-DEG
PWY-6344	L-arginine degradation XIV (oxidative Stickland reaction)	RXN-18499|ORNCARBAMTRANSFER-RXN|ARGININE-DEIMINASE-RXN|ORNMUTST-RXN|AKPTHIOL-RXN|ORNITHINE-RACEMASE-RXN	ARGININE-DEG|Stickland-Oxidative
PWY0-823	L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	AGMATIN-RXN|ARGDECARBOX-RXN	ARGININE-DEG
AST-PWY	L-arginine degradation II (AST pathway)	SUCCGLUDESUCC-RXN|SUCCGLUALDDEHYD-RXN|SUCCORNTRANSAM-RXN|SUCCARGDIHYDRO-RXN|ARGININE-N-SUCCINYLTRANSFERASE-RXN	ARGININE-DEG
PWY-5742	L-arginine degradation IX (arginine:pyruvate transaminase pathway)	RXN-8956|4.1.1.75-RXN|1.2.1.54-RXN|GUANIDINOBUTYRASE-RXN	ARGININE-DEG
PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	ORNCARBAMTRANSFER-RXN|ARGININE-DEIMINASE-RXN|PYRROLINECARBREDUCT-RXN|SPONTPRO-RXN|ORNITHINE-GLU-AMINOTRANSFERASE-RXN	ARGININE-DEG|Stickland-Reductive
ARG-PRO-PWY	L-arginine degradation VI (arginase 2 pathway)	SPONTPRO-RXN|ARGINASE-RXN|ORNITHINE-GLU-AMINOTRANSFERASE-RXN|PYRROLINECARBREDUCT-RXN	ARGININE-DEG
ARGDEG-IV-PWY	L-arginine degradation VIII (arginine oxidase pathway)	4.1.1.75-RXN|1.2.1.54-RXN|GUANIDINOBUTYRASE-RXN|ARG-OXIDATION-RXN	ARGININE-DEG
PWY-5024	L-arginine degradation XI	RXN-7565|RXN-7564	ARGININE-DEG
PWY-7523	L-arginine degradation XII	GUANIDINOBUTYRASE-RXN|RXN-15646|4.1.1.75-RXN|RXN-15645	ARGININE-DEG
ARG-GLU-PWY	L-arginine degradation VII (arginase 3 pathway)	ORNITHINE-CYCLODEAMINASE-RXN|ARGINASE-RXN	ARGININE-DEG
ARGDEG-III-PWY	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	N-CARBAMOYLPUTRESCINE-AMIDASE-RXN|AGMATINE-DEIMINASE-RXN|ARGDECARBOX-RXN	ARGININE-DEG
PWY66-428	L-threonine degradation V	RXN-7790|THREDEHYD-RXN	THREONINE-DEG
THREONINE-DEG2-PWY	L-threonine degradation II	AKBLIG-RXN|THREODEHYD-RXN	THREONINE-DEG
PWY-5437	L-threonine degradation I	RXN-15121|RXN-15123|RXN-15122|PROPKIN-RXN|PTAALT-RXN|KETOBUTFORMLY-RXN	THREONINE-DEG
PWY-5436	L-threonine degradation IV	ACETALD-DEHYDROG-RXN|THREONINE-ALDOLASE-RXN	THREONINE-DEG
THRDLCTCAT-PWY	L-threonine degradation III (to methylglyoxal)	AMACETOXID-RXN|THREOSPON-RXN|THREODEHYD-RXN	THREONINE-DEG
LCYSDEG-PWY	L-cysteine degradation II	RXN-15127|RXN-15124|RXN-15129	CYSTEINE-DEG
CYSTEINE-DEG-PWY	L-cysteine degradation I	3-SULFINYL-PYRUVATE-SPON-RXN|3-SULFINOALANINE-AMINOTRANSFERASE-RXN|CYSTEINE-DIOXYGENASE-RXN	CYSTEINE-DEG
PWY-5329	L-cysteine degradation III	MERCAPYSTRANS-RXN|CYSTEINE-AMINOTRANSFERASE-RXN	CYSTEINE-DEG|Hydrogen-Sulfide-Biosynthesis
PWY-5057	L-valine degradation II	RXN-7657|RXN-7643|BRANCHED-CHAINAMINOTRANSFERVAL-RXN	VALINE-DEG
VALDEG-PWY	L-valine degradation I	RXN-11213|2.6.1.22-RXN|1.2.1.25-RXN|3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN|3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN|METHYLACYLYLCOA-HYDROXY-RXN|MEPROPCOA-FAD-RXN|BRANCHED-CHAINAMINOTRANSFERVAL-RXN	VALINE-DEG
PWY-8183	L-valine degradation III (oxidative Stickland reaction)	1.2.7.7-RXN|RXN-21793|BRANCHED-CHAINAMINOTRANSFERVAL-RXN	Stickland-Oxidative|VALINE-DEG
GLYCLEAV-PWY	glycine cleavage	RXN-8629|GCVT-RXN|GCVP-RXN	GLYCINE-DEG
GLYCGREAT-PWY	creatine biosynthesis	GUANIDINOACETATE-N-METHYLTRANSFERASE-RXN|GLYCINE-AMIDINOTRANSFERASE-RXN	GLYCINE-DEG|Polyamine-Biosynthesis
PWY-8015	glycine degradation (reductive Stickland reaction)	ACETATEKIN-RXN|RXN-7566	GLYCINE-DEG|Stickland-Reductive
PWY-8184	L-isoleucine degradation III (oxidative Stickland reaction)	RXN-15031|RXN-19503|BRANCHED-CHAINAMINOTRANSFERILEU-RXN	ISOLEUCINE-DEG|Stickland-Oxidative
PWY-5078	L-isoleucine degradation II	RXN-7694|4.1.1.72-RXN|BRANCHED-CHAINAMINOTRANSFERILEU-RXN	ISOLEUCINE-DEG
ILEUDEG-PWY	L-isoleucine degradation I	2-METHYLACYL-COA-DEHYDROGENASE-RXN|2KETO-3METHYLVALERATE-RXN|METHYLACETOACETYLCOATHIOL-RXN|TIGLYLCOA-HYDROXY-RXN|1.1.1.178-RXN|BRANCHED-CHAINAMINOTRANSFERILEU-RXN	ISOLEUCINE-DEG
METHIONINE-DEG1-PWY	L-methionine degradation I (to L-homocysteine)	RXN-7605|ADENOSYLHOMOCYSTEINASE-RXN|S-ADENMETSYN-RXN	METHIONINE-DEG
PWY-701	L-methionine degradation II	RXN-15123|RXN-15121|RXN-14301	METHIONINE-DEG
PWY-5082	L-methionine degradation III	RXN-7708|RXN-7706|RXN-7704	METHIONINE-DEG
ALANINE-DEG3-PWY	L-alanine degradation III	ALANINE-AMINOTRANSFERASE-RXN	ALANINE-DEG
PWY1-2	L-alanine degradation IV	ALANINE-DEHYDROGENASE-RXN	ALANINE-DEG
ALADEG-PWY	L-alanine degradation I	DALADEHYDROG-RXN|ALARACECAT-RXN	ALANINE-DEG
PWY-8189	L-alanine degradation V (oxidative Stickland reaction)	PYRUFLAVREDUCT-RXN|ALANINE-AMINOTRANSFERASE-RXN	ALANINE-DEG|Stickland-Oxidative
ALACAT2-PWY	L-alanine degradation II (to D-lactate)	GLUTAMATE-DEHYDROGENASE-RXN|DLACTDEHYDROGNAD-RXN|ALANINE-AMINOTRANSFERASE-RXN	ALANINE-DEG
SERDEG-PWY	L-serine degradation	RXN-15127|RXN-15124|RXN-15125	SERINE-DEG
ASPARTATE-DEG1-PWY	L-aspartate degradation I	ASPAMINOTRANS-RXN	ASPARTATE-DEG
PWY-8294	L-aspartate degradation III (anaerobic)	GLUTAMINESYN-RXN|ASPARTASE-RXN|TRANS-RXN-106A	ASPARTATE-DEG
PWY-8291	L-aspartate degradation II (aerobic)	ASPARTASE-RXN|GLUTAMINESYN-RXN|TRANS-RXN-379	ASPARTATE-DEG
PWY-5151	L-tyrosine degradation II	TYROSINE-AMINOTRANSFERASE-RXN|1.2.3.13-RXN	TYROSINE-DEG
PWY3O-4108	L-tyrosine degradation III	TYROSINE-AMINOTRANSFERASE-RXN|RXN3O-4157|RXN3O-4113|4.1.1.80-RXN	TYROSINE-DEG
PWY-8016	L-tyrosine degradation V (reductive Stickland reaction)	RXN-19898|RXN-19897|RXN-19888|HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN|TYROSINE-AMINOTRANSFERASE-RXN	Stickland-Reductive|TYROSINE-DEG
PWY-7514	L-tyrosine degradation IV (to 4-methylphenol)	4.1.1.83-RXN|TYROSINE-AMINOTRANSFERASE-RXN|1.2.3.13-RXN	TYROSINE-DEG
TYRFUMCAT-PWY	L-tyrosine degradation I	TYROSINE-AMINOTRANSFERASE-RXN|FUMARYLACETOACETASE-RXN|MALEYLACETOACETATE-ISOMERASE-RXN|HOMOGENTISATE-12-DIOXYGENASE-RXN|4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	TYROSINE-DEG
GLUTAMINEFUM-PWY	L-glutamine degradation II	GLUTAMATESYN-RXN	GLUTAMINE-DEG
GLUTAMINDEG-PWY	L-glutamine degradation I	GLUTAMIN-RXN	GLUTAMINE-DEG
LYSINE-DEG1-PWY	L-lysine degradation XI	1.2.1.31-RXN|2-KETO-ADIPATE-DEHYDROG-RXN|2-AMINOADIPATE-AMINOTRANSFERASE-RXN|1.5.1.9-RXN|1.5.1.8-RXN	LYSINE-DEG
PWY-5283	L-lysine degradation V	RXN-14932|RXN-21282|RXN-8172|2-AMINOADIPATE-AMINOTRANSFERASE-RXN|RXN-8162|L-PIPECOLATE-OXIDASE-RXN|RXN-8166|RXN-8163|LYSINE-RACEMASE-RXN	LYSINE-DEG
PWY-5314	L-lysine degradation VIII	RXN-8173|RXN-8808	LYSINE-DEG
PWY-6328	L-lysine degradation X	RXN0-7318|RXN0-7317|RXN-14724|RXN-8182|VAGL-RXN|LYSDECARBOX-RXN	LYSINE-DEG
LYSDEGII-PWY	L-lysine degradation III	RXN-8182|VAGL-RXN|AMVAL-RXN|KETAMID-RXN|ACETCAPR-RXN|LYSACET-RXN	LYSINE-DEG
PWY-5280	L-lysine degradation IV	RXN-14724|VAGL-RXN|RXN-8182|5-AMINOPENTANAMIDASE-RXN|LYSINE-2-MONOOXYGENASE-RXN	LYSINE-DEG
PWY-5311	L-lysine degradation VII	RXN-8243|RXN-8172|L-LYSINE-OXIDASE-RXN	LYSINE-DEG
PWY66-425	L-lysine degradation II (L-pipecolate pathway)	L-LYSINE-OXIDASE-RXN|RXN-10855|RXN-16267|2-KETO-ADIPATE-DEHYDROG-RXN|2-AMINOADIPATE-AMINOTRANSFERASE-RXN|RXN66-565|RXN-8172|RXN-8166|L-PIPECOLATE-OXIDASE-RXN	LYSINE-DEG
PWY-5298	L-lysine degradation VI	RXN-8162|RXN-8173|L-LYSINE-AMINOTRANSFERASE-RXN	LYSINE-DEG
PWY-5324	L-lysine degradation IX	RXN-8173|LYSINE--PYRUVATE-6-AMINOTRANSFERASE-RXN	LYSINE-DEG
PWY0-461	L-lysine degradation I	RXN0-7319|RXN0-7316|VAGL-RXN|RXN-8182|RXN0-7318|RXN0-7317|LYSDECARBOX-RXN	LYSINE-DEG
FESULFOX-PWY	sulfur oxidation II (Fe+3-dependent)	SULFUR-DIOXYGENASE-RXN|FESO3OXI-RXN|SULFFEOXIDO-RXN	CHEMOAUTOTROPHIC-ENERGY-METABOLISM|Sulfur-Oxidation
SULFUROX-PWY	sulfur oxidation I (aerobic)	RXN-16574|SULFUR-DIOXYGENASE-RXN|FESGSHTHIO-RXN	CHEMOAUTOTROPHIC-ENERGY-METABOLISM|Sulfur-Oxidation
PWY-6675	sulfur oxidation IV (intracellular sulfur)	RXN-21586|RXN-17803|RXN-16435|RXN-16434|RXN-11940|RXN-11941|RXN-11942	Sulfur-Oxidation
PWY-6327	tetrathionate oxidation	RXN-10852	Tetrathionate-Oxidation
PWY-6047	dimethyl sulfide degradation I	METHANETHIOL-OXIDASE-RXN|RXN-9740	Dimethylsulfide-Degradation
PWY-6059	dimethyl sulfide degradation II (oxidation)	RXN-20073|RXN-18086|RXN-14709|RXN-14710|RXN-9767	Dimethylsulfide-Degradation
PWY-6057	dimethylsulfide to cytochrome c2 electron transfer	RXN-9763	Dimethylsulfide-Degradation|Electron-Transfer
PWY-6677	thiosulfate oxidation IV (multienzyme complex)	RXN-11955|RXN-11952|RXN-11951	Thiosulfate-Oxidation
PWY-5296	thiosulfate oxidation III (multienzyme complex)	RXN-18798|RXN-18797|RXN-18796|RXN-11952|RXN-11951	Thiosulfate-Oxidation
PWY-5278	sulfite oxidation III	RXN-23217|RXN-23218|SULFATE-ADENYLYLTRANS-RXN	Sulfite-Oxidation
PWY-5276	sulfite oxidation I	SULFITE-DEHYDROGENASE-RXN	CHEMOAUTOTROPHIC-ENERGY-METABOLISM|Sulfite-Oxidation
PWY-7457	sulfite oxidation V (SoeABC)	RXN-15349	CHEMOAUTOTROPHIC-ENERGY-METABOLISM|Sulfite-Oxidation
PWY-5279	sulfite oxidation II	RXN-23217|RXN-23218|SULFATE-ADENYLYLTRANSFERASE-ADP-RXN	Sulfite-Oxidation
PWY-5326	sulfite oxidation IV (sulfite oxidase)	SULFITE-OXIDASE-RXN	Sulfite-Oxidation
PWY-1263	taurine degradation I	TAURINE-AMINOTRANSFERASE-RXN	Taurine-degradation
PWY0-981	taurine degradation IV	RXN0-299	Taurine-degradation
PWY-1264	taurine degradation II	TAURINE-DEHYDROGENASE-RXN	Taurine-degradation
TAURINEDEG-PWY	taurine degradation III	RXN-2301	Taurine-degradation
PWY-8215	3-sulfopropanediol degradation III	RXN-22108	DHPS-Degradation
PWY-8214	3-sulfopropanediol degradation II	RXN-22110|RXN-22109	DHPS-Degradation
PWY-6634	3-sulfopropanediol degradation I	RXN-11727|RXN-11728|RXN-11729	DHPS-Degradation
PWY-5350	thiosulfate disproportionation IV (rhodanese)	THIOSULFATE-SULFURTRANSFERASE-RXN	Thiosulfate-Disproportionation
PWY-5285	sulfide oxidation III (to sulfite)	R17-RXN|RXN-20884|RXN-16574|FESGSHTHIO-RXN	CHEMOAUTOTROPHIC-ENERGY-METABOLISM|Sulfide-Oxidation
PWY-5274	sulfide oxidation II (flavocytochrome c)	RXN-8156	Sulfide-Oxidation
P222-PWY	sulfide oxidation I (to sulfur globules)	R17-RXN	CHEMOAUTOTROPHIC-ENERGY-METABOLISM|Sulfide-Oxidation
PWY-7927	sulfide oxidation IV (mitochondria)	RXN-16574|FESGSHTHIO-RXN|RXN-19040|RXN-19036|SULFITE-OXIDASE-RXN	Sulfide-Oxidation
PWY-6637	sulfolactate degradation II	RXN-11738|PHOSACETYLTRANS-RXN|RXN-2364|R231-RXN	Sulfolactate-Degradation
PWY-6616	sulfolactate degradation I	RXN-11691|RXN-11690|RXN-11689	Sulfolactate-Degradation
PWY-6638	sulfolactate degradation III	4.4.1.25-RXN|RXN-11737|RXN-11738	Sulfolactate-Degradation
PWY-5364	sulfur reduction II (via polysulfide)	RXN-8269|RXN-8380	Sulfur-reduction
PWY-5332	sulfur reduction I	H2SOXIREDPYRO-RXN	Sulfur-reduction
PWY-7976	sulfur reduction III	RXN-14537	Sulfur-reduction
