ModelSEED ID	External ID	External Name
RXN-12161	PWY-7575	superpathway of candicidin biosynthesis
RXN-12161	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-12162	Antibiotic-Biosynthesis	Antibiotic Biosynthesis
RXN-12162	PWY-6722	candicidin biosynthesis
RXN-12162	PWY-7575	superpathway of candicidin biosynthesis
RXN-12162	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-12165	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12165	Degradation	Degradation/Utilization/Assimilation
RXN-12165	L-rhamnose-Degradation	L-rhamnose Degradation
RXN-12165	PWY-6713	L-rhamnose degradation II
RXN-12165	Sugars-And-Polysaccharides-Degradation	Sugar Degradation
RXN-12168	Energy-Metabolism	Generation of Precursor Metabolite and Energy
RXN-12168	PWY-6728	methylaspartate cycle
RXN-12171	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12171	Degradation	Degradation/Utilization/Assimilation
RXN-12171	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12171	PWY-6731	starch degradation III
RXN-12171	PWY-6737	starch degradation V
RXN-12171	Polymer-Degradation	Polymeric Compound Degradation
RXN-12171	Starch-Degradation	Starch Degradation
RXN-12173	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12173	Degradation	Degradation/Utilization/Assimilation
RXN-12173	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12173	PWY-6771	rhamnogalacturonan type I degradation II (bacteria)
RXN-12173	Polymer-Degradation	Polymeric Compound Degradation
RXN-12173	Rhamnogalacturonan-Degradation	Rhamnogalacturonan Type I Degradation
RXN-12174	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12174	Degradation	Degradation/Utilization/Assimilation
RXN-12174	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12174	PWY-6771	rhamnogalacturonan type I degradation II (bacteria)
RXN-12174	Polymer-Degradation	Polymeric Compound Degradation
RXN-12174	Rhamnogalacturonan-Degradation	Rhamnogalacturonan Type I Degradation
RXN-12177	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12177	Degradation	Degradation/Utilization/Assimilation
RXN-12177	Glycosaminoglycan-Degradation	Glycosaminoglycan Degradation
RXN-12177	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12177	PWY-6572	chondroitin sulfate degradation I (bacterial)
RXN-12177	Polymer-Degradation	Polymeric Compound Degradation
RXN-12178	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12178	Degradation	Degradation/Utilization/Assimilation
RXN-12178	Glycosaminoglycan-Degradation	Glycosaminoglycan Degradation
RXN-12178	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12178	PWY-6572	chondroitin sulfate degradation I (bacterial)
RXN-12178	PWY-7646	dermatan sulfate degradation I (bacterial)
RXN-12178	Polymer-Degradation	Polymeric Compound Degradation
RXN-12181	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12181	Degradation	Degradation/Utilization/Assimilation
RXN-12181	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12181	PWY-6731	starch degradation III
RXN-12181	PWY-6735	starch degradation IV
RXN-12181	Polymer-Degradation	Polymeric Compound Degradation
RXN-12181	Starch-Degradation	Starch Degradation
RXN-12184	Cell-Structure-Biosynthesis	Cell Structure Biosynthesis
RXN-12184	Metabolic-Clusters	Metabolic Clusters
RXN-12184	PLANT-CELL-STRUCTURE	Plant Cell Structures
RXN-12184	PWY-6733	sporopollenin precursors biosynthesis
RXN-12186	Cell-Structure-Biosynthesis	Cell Structure Biosynthesis
RXN-12186	Metabolic-Clusters	Metabolic Clusters
RXN-12186	PLANT-CELL-STRUCTURE	Plant Cell Structures
RXN-12186	PWY-6733	sporopollenin precursors biosynthesis
RXN-12188	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12188	Degradation	Degradation/Utilization/Assimilation
RXN-12188	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12188	PWY-6735	starch degradation IV
RXN-12188	Polymer-Degradation	Polymeric Compound Degradation
RXN-12188	Starch-Degradation	Starch Degradation
RXN-12189	Degradation	Degradation/Utilization/Assimilation
RXN-12189	Metabolic-Clusters	Metabolic Clusters
RXN-12189	Noncarbon-Nutrients	Inorganic Nutrient Metabolism
RXN-12189	PWY-6736	sulfur volatiles biosynthesis
RXN-12189	Sulfur-Metabolism	Sulfur Compound Metabolism
RXN-12190	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12190	Degradation	Degradation/Utilization/Assimilation
RXN-12190	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12190	PWY-6737	starch degradation V
RXN-12190	Polymer-Degradation	Polymeric Compound Degradation
RXN-12190	Starch-Degradation	Starch Degradation
RXN-12193	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12193	Degradation	Degradation/Utilization/Assimilation
RXN-12193	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12193	PWY-6737	starch degradation V
RXN-12193	Polymer-Degradation	Polymeric Compound Degradation
RXN-12193	Starch-Degradation	Starch Degradation
RXN-12195	Deoxyribonucleotide-Biosynthesis	2'-Deoxyribonucleotide Biosynthesis
RXN-12195	Metabolic-Clusters	Metabolic Clusters
RXN-12195	Nucleotide-Biosynthesis	Nucleoside and Nucleotide Biosynthesis
RXN-12195	PWY-6545	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III
RXN-12195	PWY-7184	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I
RXN-12195	PWY-7198	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV
RXN-12195	PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP
RXN-12195	PWY-7211	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis
RXN-12195	PWY0-166	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli)
RXN-12195	PYR-NUC-SYN	Pyrimidine Nucleotide Biosynthesis
RXN-12195	Pyrimid-Deoxyribonucleot-De-Novo-Biosyn	Pyrimidine Deoxyribonucleotide <i>De Novo</i> Biosynthesis
RXN-12195	Pyrimidine-De-Novo-Biosyn	Pyrimidine Nucleotide <i>De Novo</i> Biosynthesis
RXN-12195	Pyrimidine-Nucleotide-Salvage	Pyrimidine Nucleotide Salvage
RXN-12199	Degradation	Degradation/Utilization/Assimilation
RXN-12199	NUCLEO-DEG	Nucleoside and Nucleotide Degradation
RXN-12199	PWY-7177	UTP and CTP dephosphorylation II
RXN-12199	PWY-7185	UTP and CTP dephosphorylation I
RXN-12199	Pyrimidine-Degradation	Pyrimidine Nucleotide Degradation
RXN-12199	Pyrimidine-Ribonucleosides-Degradation	Pyrimidine Ribonucleoside Degradation
RXN-12199	UTP-CTP-Dephosphorylation	UTP and CTP Dephosphorylation
RXN-12200	Degradation	Degradation/Utilization/Assimilation
RXN-12200	NUCLEO-DEG	Nucleoside and Nucleotide Degradation
RXN-12200	PWY-7177	UTP and CTP dephosphorylation II
RXN-12200	PWY-7185	UTP and CTP dephosphorylation I
RXN-12200	Pyrimidine-Degradation	Pyrimidine Nucleotide Degradation
RXN-12200	Pyrimidine-Ribonucleosides-Degradation	Pyrimidine Ribonucleoside Degradation
RXN-12200	UTP-CTP-Dephosphorylation	UTP and CTP Dephosphorylation
RXN-12203	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12203	Degradation	Degradation/Utilization/Assimilation
RXN-12203	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12203	PWY-6724	starch degradation II
RXN-12203	Polymer-Degradation	Polymeric Compound Degradation
RXN-12203	Starch-Degradation	Starch Degradation
RXN-12204	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12204	Degradation	Degradation/Utilization/Assimilation
RXN-12204	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12204	PWY-6724	starch degradation II
RXN-12204	Polymer-Degradation	Polymeric Compound Degradation
RXN-12204	Starch-Degradation	Starch Degradation
RXN-12205	Activation	Activation
RXN-12205	Activation-Inactivation-Interconversion	Activation/Inactivation/Interconversion
RXN-12205	Degradation	Degradation/Utilization/Assimilation
RXN-12205	GLUCOSINOLATE-DEG	Glucosinolate Activation
RXN-12205	N-CONTAINING-GLUCOSIDE-DEG	Nitrogen Containing Glucoside Degradation
RXN-12205	N-CONTAINING-SECONDARY-CMPD-DEG	Nitrogen Containing Secondary Compound Degradation
RXN-12205	PWYQT-4476	indole glucosinolate activation (herbivore attack)
RXN-12205	SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolite Degradation
RXN-12206	Activation	Activation
RXN-12206	Activation-Inactivation-Interconversion	Activation/Inactivation/Interconversion
RXN-12206	Degradation	Degradation/Utilization/Assimilation
RXN-12206	GLUCOSINOLATE-DEG	Glucosinolate Activation
RXN-12206	N-CONTAINING-GLUCOSIDE-DEG	Nitrogen Containing Glucoside Degradation
RXN-12206	N-CONTAINING-SECONDARY-CMPD-DEG	Nitrogen Containing Secondary Compound Degradation
RXN-12206	PWYQT-4476	indole glucosinolate activation (herbivore attack)
RXN-12206	SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolite Degradation
RXN-12208	Cyclitols-Biosynthesis	Cyclitol Biosynthesis
RXN-12208	PWY-6738	pinitol biosynthesis I
RXN-12208	Pinitol-Biosynthesis	Pinitol Biosynthesis
RXN-12208	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-12208	SUGAR-DERIVS	Sugar Derivative Biosynthesis
RXN-12208	Sugar-Alcohols-Biosynthesis	Sugar Alcohol Biosynthesis
RXN-12209	Cyclitols-Biosynthesis	Cyclitol Biosynthesis
RXN-12209	PWY-6739	pinitol biosynthesis II
RXN-12209	Pinitol-Biosynthesis	Pinitol Biosynthesis
RXN-12209	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-12209	SUGAR-DERIVS	Sugar Derivative Biosynthesis
RXN-12209	Sugar-Alcohols-Biosynthesis	Sugar Alcohol Biosynthesis
RXN-12215	Energy-Metabolism	Generation of Precursor Metabolite and Energy
RXN-12215	Hydrogen-Production	Hydrogen Production
RXN-12215	PWY-6744	hydrogen production I
RXN-12219	C1-COMPOUNDS	C1 Compound Utilization and Assimilation
RXN-12219	Degradation	Degradation/Utilization/Assimilation
RXN-12219	Methane-Oxidation	methane oxidation to methanol
RXN-12219	PWY-6742	methane oxidation to methanol II
RXN-12220	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12220	Degradation	Degradation/Utilization/Assimilation
RXN-12220	Glycan-Pathways	Glycan Pathways
RXN-12220	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12220	PWY-862	fructan degradation
RXN-12220	Polymer-Degradation	Polymeric Compound Degradation
RXN-12223	C30-Carotenoids-Biosynthesis	C<sub>30</sub> Carotenoid Biosynthesis
RXN-12223	CAROTENOID-SYN	Carotenoid Biosynthesis
RXN-12223	PWY-6767	4,4'-diapolycopenedioate biosynthesis
RXN-12223	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-12223	TRITERPENOID-SYN	Triterpenoid Biosynthesis
RXN-12223	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RXN-12225	C30-Carotenoids-Biosynthesis	C<sub>30</sub> Carotenoid Biosynthesis
RXN-12225	CAROTENOID-SYN	Carotenoid Biosynthesis
RXN-12225	PWY-6767	4,4'-diapolycopenedioate biosynthesis
RXN-12225	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-12225	TRITERPENOID-SYN	Triterpenoid Biosynthesis
RXN-12225	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RXN-12229	Lipid-Biosynthesis	Fatty Acid and Lipid Biosynthesis
RXN-12229	PWY-7835	superpathway of glycosphingolipids biosynthesis
RXN-12229	PWY-7841	neolacto-series glycosphingolipids biosynthesis
RXN-12229	Sphingolipid-Biosynthesis	Sphingolipid Biosynthesis
RXN-1223	Lipid-Biosynthesis	Fatty Acid and Lipid Biosynthesis
RXN-1223	PWYQT-4427	sulfoquinovosyl diacylglycerol biosynthesis
RXN-12231	CARBO-BIOSYNTHESIS	Sugar Biosynthesis
RXN-12231	CMP-Legionaminate-Biosynthesis	CMP-legionaminate biosynthesis
RXN-12231	CMP-Sugar-Biosynthesis	CMP-sugar Biosynthesis
RXN-12231	Carbohydrates-Biosynthesis	Carbohydrate Biosynthesis
RXN-12231	PWY-6749	CMP-legionaminate biosynthesis I
RXN-12231	SUGAR-NUCLEOTIDES	Sugar Nucleotide Biosynthesis
RXN-12232	CARBO-BIOSYNTHESIS	Sugar Biosynthesis
RXN-12232	CMP-Legionaminate-Biosynthesis	CMP-legionaminate biosynthesis
RXN-12232	CMP-Sugar-Biosynthesis	CMP-sugar Biosynthesis
RXN-12232	Carbohydrates-Biosynthesis	Carbohydrate Biosynthesis
RXN-12232	PWY-6749	CMP-legionaminate biosynthesis I
RXN-12232	SUGAR-NUCLEOTIDES	Sugar Nucleotide Biosynthesis
RXN-12233	CARBO-BIOSYNTHESIS	Sugar Biosynthesis
RXN-12233	CMP-Legionaminate-Biosynthesis	CMP-legionaminate biosynthesis
RXN-12233	CMP-Sugar-Biosynthesis	CMP-sugar Biosynthesis
RXN-12233	Carbohydrates-Biosynthesis	Carbohydrate Biosynthesis
RXN-12233	PWY-6749	CMP-legionaminate biosynthesis I
RXN-12233	SUGAR-NUCLEOTIDES	Sugar Nucleotide Biosynthesis
RXN-12234	CARBO-BIOSYNTHESIS	Sugar Biosynthesis
RXN-12234	CMP-Legionaminate-Biosynthesis	CMP-legionaminate biosynthesis
RXN-12234	CMP-Sugar-Biosynthesis	CMP-sugar Biosynthesis
RXN-12234	Carbohydrates-Biosynthesis	Carbohydrate Biosynthesis
RXN-12234	PWY-6749	CMP-legionaminate biosynthesis I
RXN-12234	SUGAR-NUCLEOTIDES	Sugar Nucleotide Biosynthesis
RXN-12235	CARBO-BIOSYNTHESIS	Sugar Biosynthesis
RXN-12235	CMP-Legionaminate-Biosynthesis	CMP-legionaminate biosynthesis
RXN-12235	CMP-Sugar-Biosynthesis	CMP-sugar Biosynthesis
RXN-12235	Carbohydrates-Biosynthesis	Carbohydrate Biosynthesis
RXN-12235	PWY-6749	CMP-legionaminate biosynthesis I
RXN-12235	SUGAR-NUCLEOTIDES	Sugar Nucleotide Biosynthesis
RXN-12236	CARBO-BIOSYNTHESIS	Sugar Biosynthesis
RXN-12236	CMP-Legionaminate-Biosynthesis	CMP-legionaminate biosynthesis
RXN-12236	CMP-Sugar-Biosynthesis	CMP-sugar Biosynthesis
RXN-12236	Carbohydrates-Biosynthesis	Carbohydrate Biosynthesis
RXN-12236	PWY-6749	CMP-legionaminate biosynthesis I
RXN-12236	SUGAR-NUCLEOTIDES	Sugar Nucleotide Biosynthesis
RXN-12238	CARBO-BIOSYNTHESIS	Sugar Biosynthesis
RXN-12238	CMP-Legionaminate-Biosynthesis	CMP-legionaminate biosynthesis
RXN-12238	CMP-Sugar-Biosynthesis	CMP-sugar Biosynthesis
RXN-12238	Carbohydrates-Biosynthesis	Carbohydrate Biosynthesis
RXN-12238	PWY-6749	CMP-legionaminate biosynthesis I
RXN-12238	PWY-7131	CMP-legionaminate biosynthesis II
RXN-12238	SUGAR-NUCLEOTIDES	Sugar Nucleotide Biosynthesis
RXN-12239	CARBO-BIOSYNTHESIS	Sugar Biosynthesis
RXN-12239	CMP-Legionaminate-Biosynthesis	CMP-legionaminate biosynthesis
RXN-12239	CMP-Sugar-Biosynthesis	CMP-sugar Biosynthesis
RXN-12239	Carbohydrates-Biosynthesis	Carbohydrate Biosynthesis
RXN-12239	PWY-6749	CMP-legionaminate biosynthesis I
RXN-12239	PWY-7131	CMP-legionaminate biosynthesis II
RXN-12239	SUGAR-NUCLEOTIDES	Sugar Nucleotide Biosynthesis
RXN-1224	Lipid-Biosynthesis	Fatty Acid and Lipid Biosynthesis
RXN-1224	PWYQT-4427	sulfoquinovosyl diacylglycerol biosynthesis
RXN-12240	CYANOGENIC-GLUCOSIDE-SYN	Cyanogenic Glucoside Biosynthesis
RXN-12240	N-CONTAINING-GLUCOSIDE-SYN	Nitrogen-Containing Glucoside Biosynthesis
RXN-12240	N-CONTAINING-SECONDARY-CMPD-SYN	Nitrogen-Containing Secondary Compound Biosynthesis
RXN-12240	PWY-7088	taxiphyllin biosynthesis
RXN-12240	PWY-861	dhurrin biosynthesis
RXN-12240	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-12241	Degradation	Degradation/Utilization/Assimilation
RXN-12241	Methylthioadenosine-Degradation	<i>S</i>-methyl-5'-thioadenosine Degradation
RXN-12241	NUCLEO-DEG	Nucleoside and Nucleotide Degradation
RXN-12241	PWY-6753	<i>S</i>-methyl-5'-thioadenosine degradation III
RXN-12243	C40-Carotenoids-Biosynthesis	C<sub>40</sub> Carotenoid Biosynthesis
RXN-12243	CAROTENOID-PWY	superpathway of carotenoid biosynthesis in plants
RXN-12243	CAROTENOID-SYN	Carotenoid Biosynthesis
RXN-12243	Lycopene-Biosynthesis	Lycopene Biosynthesis
RXN-12243	PWY-6475	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)
RXN-12243	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-12243	TETRATERPENOID-SYN	Tetraterpenoid Biosynthesis
RXN-12243	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RXN-12244	C40-Carotenoids-Biosynthesis	C<sub>40</sub> Carotenoid Biosynthesis
RXN-12244	CAROTENOID-PWY	superpathway of carotenoid biosynthesis in plants
RXN-12244	CAROTENOID-SYN	Carotenoid Biosynthesis
RXN-12244	Lycopene-Biosynthesis	Lycopene Biosynthesis
RXN-12244	PWY-6475	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)
RXN-12244	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-12244	TETRATERPENOID-SYN	Tetraterpenoid Biosynthesis
RXN-12244	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RXN-12246	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12246	Degradation	Degradation/Utilization/Assimilation
RXN-12246	PWY-5257	superpathway of pentose and pentitol degradation
RXN-12246	PWY-6760	D-xylose degradation III
RXN-12246	PWY-7294	D-xylose degradation IV
RXN-12246	PWY-8020	D-xylose degradation V
RXN-12246	SECONDARY-METABOLITE-DEGRADATION	Secondary Metabolite Degradation
RXN-12246	SUGAR-ALCOHOLS-DEG	Sugar Alcohol Degradation
RXN-12246	Sugar-Derivatives	Sugar Derivative Degradation
RXN-12246	Sugars-And-Polysaccharides-Degradation	Sugar Degradation
RXN-12246	Xylose-Degradation	Xylose Degradation
RXN-1225	Glycolipids-Biosynthesis	Glycolipid Biosynthesis
RXN-1225	Lipid-Biosynthesis	Fatty Acid and Lipid Biosynthesis
RXN-1225	PWY-401	galactolipid biosynthesis I
RXN-1225	PWY-7666	galactolipid biosynthesis II
RXN-12250	AROMATIC-COMPOUNDS-BIOSYN	Aromatic Compound Biosynthesis
RXN-12250	Benzoate-Biosynthesis	Benzoate Biosynthesis
RXN-12250	PWY-6763	salicortin biosynthesis
RXN-12251	AROMATIC-COMPOUNDS-BIOSYN	Aromatic Compound Biosynthesis
RXN-12251	Benzoate-Biosynthesis	Benzoate Biosynthesis
RXN-12251	PWY-6763	salicortin biosynthesis
RXN-12253	AROMATIC-COMPOUNDS-BIOSYN	Aromatic Compound Biosynthesis
RXN-12253	Benzoate-Biosynthesis	Benzoate Biosynthesis
RXN-12253	PWY-6763	salicortin biosynthesis
RXN-12254	AROMATIC-COMPOUNDS-BIOSYN	Aromatic Compound Biosynthesis
RXN-12254	Benzoate-Biosynthesis	Benzoate Biosynthesis
RXN-12254	PWY-6766	salicin biosynthesis
RXN-12255	AROMATIC-COMPOUNDS-BIOSYN	Aromatic Compound Biosynthesis
RXN-12255	Benzoate-Biosynthesis	Benzoate Biosynthesis
RXN-12255	PWY-6763	salicortin biosynthesis
RXN-12256	AROMATIC-COMPOUNDS-BIOSYN	Aromatic Compound Biosynthesis
RXN-12256	Benzoate-Biosynthesis	Benzoate Biosynthesis
RXN-12256	PWY-6766	salicin biosynthesis
RXN-12257	AROMATIC-COMPOUNDS-BIOSYN	Aromatic Compound Biosynthesis
RXN-12257	Benzoate-Biosynthesis	Benzoate Biosynthesis
RXN-12257	PWY-6763	salicortin biosynthesis
RXN-12258	C30-Carotenoids-Biosynthesis	C<sub>30</sub> Carotenoid Biosynthesis
RXN-12258	CAROTENOID-SYN	Carotenoid Biosynthesis
RXN-12258	PWY-6767	4,4'-diapolycopenedioate biosynthesis
RXN-12258	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-12258	TRITERPENOID-SYN	Triterpenoid Biosynthesis
RXN-12258	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RXN-12259	AROMATIC-COMPOUNDS-BIOSYN	Aromatic Compound Biosynthesis
RXN-12259	Benzoate-Biosynthesis	Benzoate Biosynthesis
RXN-12259	PWY-6763	salicortin biosynthesis
RXN-1226	Glycolipids-Biosynthesis	Glycolipid Biosynthesis
RXN-1226	Lipid-Biosynthesis	Fatty Acid and Lipid Biosynthesis
RXN-1226	PWY-401	galactolipid biosynthesis I
RXN-12260	C30-Carotenoids-Biosynthesis	C<sub>30</sub> Carotenoid Biosynthesis
RXN-12260	CAROTENOID-SYN	Carotenoid Biosynthesis
RXN-12260	PWY-6767	4,4'-diapolycopenedioate biosynthesis
RXN-12260	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-12260	TRITERPENOID-SYN	Triterpenoid Biosynthesis
RXN-12260	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RXN-12261	AROMATIC-COMPOUNDS-BIOSYN	Aromatic Compound Biosynthesis
RXN-12261	Benzoate-Biosynthesis	Benzoate Biosynthesis
RXN-12261	PWY-6766	salicin biosynthesis
RXN-12263	C30-Carotenoids-Biosynthesis	C<sub>30</sub> Carotenoid Biosynthesis
RXN-12263	CAROTENOID-SYN	Carotenoid Biosynthesis
RXN-12263	PWY-5875	staphyloxanthin biosynthesis
RXN-12263	PWY-6105	botryococcenes and methylated squalene biosynthesis
RXN-12263	PWY-6767	4,4'-diapolycopenedioate biosynthesis
RXN-12263	PWY-7072	hopanoid biosynthesis (bacteria)
RXN-12263	SECONDARY-METABOLITE-BIOSYNTHESIS	Secondary Metabolite Biosynthesis
RXN-12263	TRITERPENOID-SYN	Triterpenoid Biosynthesis
RXN-12263	Terpenoid-Biosynthesis	Terpenoid Biosynthesis
RXN-12268	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12268	Degradation	Degradation/Utilization/Assimilation
RXN-12268	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12268	PWY-6771	rhamnogalacturonan type I degradation II (bacteria)
RXN-12268	Polymer-Degradation	Polymeric Compound Degradation
RXN-12268	Rhamnogalacturonan-Degradation	Rhamnogalacturonan Type I Degradation
RXN-12269	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12269	Degradation	Degradation/Utilization/Assimilation
RXN-12269	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12269	PWY-6827	gellan degradation
RXN-12269	Polymer-Degradation	Polymeric Compound Degradation
RXN-12270	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12270	Degradation	Degradation/Utilization/Assimilation
RXN-12270	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12270	PWY-6827	gellan degradation
RXN-12270	Polymer-Degradation	Polymeric Compound Degradation
RXN-12274	Energy-Metabolism	Generation of Precursor Metabolite and Energy
RXN-12274	Hydrogen-Production	Hydrogen Production
RXN-12274	PWY-6772	hydrogen production V
RXN-12275	Energy-Metabolism	Generation of Precursor Metabolite and Energy
RXN-12275	Hydrogen-Production	Hydrogen Production
RXN-12275	PWY-6772	hydrogen production V
RXN-12276	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12276	Degradation	Degradation/Utilization/Assimilation
RXN-12276	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12276	PWY-6724	starch degradation II
RXN-12276	Polymer-Degradation	Polymeric Compound Degradation
RXN-12276	Starch-Degradation	Starch Degradation
RXN-12277	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12277	Degradation	Degradation/Utilization/Assimilation
RXN-12277	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12277	PWY-6724	starch degradation II
RXN-12277	Polymer-Degradation	Polymeric Compound Degradation
RXN-12277	Starch-Degradation	Starch Degradation
RXN-12278	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12278	Degradation	Degradation/Utilization/Assimilation
RXN-12278	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12278	PWY-6724	starch degradation II
RXN-12278	Polymer-Degradation	Polymeric Compound Degradation
RXN-12278	Starch-Degradation	Starch Degradation
RXN-12279	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12279	Degradation	Degradation/Utilization/Assimilation
RXN-12279	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12279	PWY-6724	starch degradation II
RXN-12279	Polymer-Degradation	Polymeric Compound Degradation
RXN-12279	Starch-Degradation	Starch Degradation
RXN-12280	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12280	Degradation	Degradation/Utilization/Assimilation
RXN-12280	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12280	PWY-6724	starch degradation II
RXN-12280	Polymer-Degradation	Polymeric Compound Degradation
RXN-12280	Starch-Degradation	Starch Degradation
RXN-12281	Detoxification	Detoxification
RXN-12281	Metabolic-Clusters	Metabolic Clusters
RXN-12281	PWY-6786	detoxification of reactive carbonyls in chloroplasts
RXN-12292	Detoxification	Detoxification
RXN-12292	Metabolic-Clusters	Metabolic Clusters
RXN-12292	PWY-6786	detoxification of reactive carbonyls in chloroplasts
RXN-12293	Detoxification	Detoxification
RXN-12293	Metabolic-Clusters	Metabolic Clusters
RXN-12293	PWY-6786	detoxification of reactive carbonyls in chloroplasts
RXN-12294	Carbohydrates-Degradation	Carbohydrate Degradation
RXN-12294	Cellulose-Degradation	Cellulose Degradation
RXN-12294	Degradation	Degradation/Utilization/Assimilation
RXN-12294	Metabolic-Clusters	Metabolic Clusters
RXN-12294	POLYSACCHARIDES-DEG	Polysaccharide Degradation
RXN-12294	PWY-6784	cellulose and hemicellulose degradation (cellulolosome)
RXN-12294	Polymer-Degradation	Polymeric Compound Degradation
RXN-12295	Detoxification	Detoxification
RXN-12295	Metabolic-Clusters	Metabolic Clusters
RXN-12295	PWY-6786	detoxification of reactive carbonyls in chloroplasts
RXN-12296	Detoxification	Detoxification
RXN-12296	Metabolic-Clusters	Metabolic Clusters
RXN-12296	PWY-6786	detoxification of reactive carbonyls in chloroplasts
RXN-12297	Detoxification	Detoxification
RXN-12297	Metabolic-Clusters	Metabolic Clusters
RXN-12297	PWY-6786	detoxification of reactive carbonyls in chloroplasts
RXN-12299	Detoxification	Detoxification
RXN-12299	FATTY-ACID-DERIVATIVE-SYN	Fatty Acid Derivative Biosynthesis
RXN-12299	Metabolic-Clusters	Metabolic Clusters
RXN-12299	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis
RXN-12299	PWY-5433	superpathway of lipoxygenase
RXN-12299	PWY-6786	detoxification of reactive carbonyls in chloroplasts
