CHEBI:7	 (+)-car-3-ene
CHEBI:78646	 N-(hexadecanoyl)-sphing-4-enine-1-phosphocholine
CHEBI:78647	 N-hexadecanoyl-sphinganine-1-phosphocholine
CHEBI:78650	 N-hexadecanoyl-(4R)-hydroxysphinganine-phosphocholine
CHEBI:78651	 an N-acyl-(4R)-4-hydroxysphinganine-phosphocholine
CHEBI:78654	 N-hexadecanoyl-sphinganine-1-phosphoethanolamine
CHEBI:78655	 an N-acylsphinganine-1-phosphoethanolamine
CHEBI:78656	 N-hexadecanoyl-(4R)-hydroxysphinganine-1-phosphoethanolamine
CHEBI:78657	 an N-acyl-(4R)-4-hydroxysphinganine-1-phosphoethanolamine
CHEBI:78663	 (5Z,11Z,14Z)-eicosatrienoyl-CoA
CHEBI:78664	 (5Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA
CHEBI:78666	 20alpha-hydroxy-5beta-pregnan-3-one
CHEBI:78670	 (8Z,11Z)-eicosadienoyl-CoA
CHEBI:78673	 cumene hydroperoxide
CHEBI:78680	 (9Z,12Z)-tetradecadienoyl-CoA
CHEBI:78684	 (9Z,12Z)-pentadecadienoyl-CoA
CHEBI:78690	 (9Z,12Z)-heptadecadienoyl-CoA
CHEBI:78717	 UDP-alpha-D-galactosamine
CHEBI:78718	 UDP-alpha-D-glucosamine
CHEBI:78762	 1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1D-myo-inositol)
CHEBI:78765	 1-(9Z-octadecenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho-1D-myo-inositol
CHEBI:78768	 1-heptadecanoyl-2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phosphate
CHEBI:78795	 pentadecanoate
CHEBI:78796	 nonadecanoate
CHEBI:78810	 1-(9Z)-octadecenoyl-2-(9Z)-hexadecenoyl-sn-glycero-3-phosphoethanolamine
CHEBI:78811	 heptanoyl-CoA
CHEBI:78813	 1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphoethanolamine
CHEBI:78814	 1-(9Z)-octadecenoyl-2-tetradecanoyl-sn-glycero-3-phosphoethanolamine
CHEBI:78832	 15-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate
CHEBI:78836	 (11R)-hydroxy-(5Z,8Z,12E,14Z)-eicosatetraenoate
CHEBI:78837	 (15R)-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate
CHEBI:78847	 UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine
CHEBI:78884	 4-terpineol
CHEBI:78902	 L-canavanine
CHEBI:78904	 4,4-dimethyl-8,14-cholestadien-3beta-ol
CHEBI:78907	 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol-3'-phosphate)
CHEBI:78911	 1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol-5-phosphate)
CHEBI:78930	 a 1-acyl-2-hexanoyl-sn-glycero-3-phospho-(1D-myo-inositol-5-phosphate)
CHEBI:78931	 a 1-acyl-2-hexanoyl-sn-glycero-3-phospho-(1D-myo-inositol)
CHEBI:78934	 1,2-dioctanoyl-sn-glycero-3-phospho-(1-D-myo-inositol-3-phosphate)
CHEBI:78948	 (2S)-2-amino-3-oxobutanoate
CHEBI:78981	 UDP-2-acetamido-3-dehydro-2-deoxy-alpha-D-glucopyranose
CHEBI:78994	 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-phosphate)
CHEBI:78995	 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate)
CHEBI:79007	 tricosanoate
CHEBI:79008	 (R)-nicotine
CHEBI:79010	 prostaglandin D1
CHEBI:79021	 3-oxo-(11Z)-hexadecenoyl-CoA
CHEBI:79031	 dihydromonacolin L carboxylate
CHEBI:79034	 monacolin J
CHEBI:79035	 monacolin J carboxylate
CHEBI:79036	 3alpha-hydroxy-3,5-dihydromonacolin L carboxylate
CHEBI:79038	 lovastatin carboxylate
CHEBI:79044	 monacolin L carboxylate
CHEBI:79063	 all-trans-4,4'-diapolycopene-4,4'-dioate
CHEBI:79064	 4,4'-diaponeurosporenoate
CHEBI:79065	 4,4'-diaponeurosporenal
CHEBI:79066	 4-O-(beta-D-glucosyl)-trans-4-coumarate
CHEBI:79068	 bis(beta-D-gentiobiosyl) crocetin
CHEBI:79071	 selnoneine thione
CHEBI:79072	 15-oxoprostaglandin F1alpha
CHEBI:79080	 lactose 6-phosphate
CHEBI:79081	 cyclic (2R)-2,3-bisphosphoglycerate
CHEBI:79172	 2-hydroxy-6-(2-hydroxyphenyl)-6-oxo-cis,cis-hexa-2,4-dienoate
CHEBI:79174	 2,2',3-trihydroxydiphenyl ether
CHEBI:79186	 3'-N-debenzoyl-2'-deoxytaxol
CHEBI:79188	 (3R)-3-amino-3-phenylpropanoyl-CoA
CHEBI:79191	 2-(L-cystein-S-yl)-2-(1H-indol-3-yl)-acetonitrile
CHEBI:79192	 6-acetamido-2-oxohexanoate
CHEBI:79193	 5-acetamidopentanoate
CHEBI:79200	 (R)-dihydrocamalexate
CHEBI:79208	 beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide
CHEBI:79210	 ganglioside GM3
CHEBI:79214	 ganglioside GD3
CHEBI:79218	 ganglioside GM2
CHEBI:79220	 ganglioside GD2
CHEBI:79284	 trehalulose
CHEBI:79380	 2-hydroxy-7-methyl-6-oxo-(2E,4E)-octadienoate
CHEBI:79834	 3beta-hydroxy-5alpha-androstane-7,17-dione
CHEBI:79985	 flavanone 7-O-[alpha-L-rhamnosyl-(1->2)-beta-D-glucoside]
CHEBI:80024	 aureothin
CHEBI:80029	 epothilone C
CHEBI:80133	 1'-hydroxy-gamma-carotene
CHEBI:80134	 1'-hydroxytorulene
CHEBI:80217	 all-trans-adonixanthin
CHEBI:80291	 an aliphatic nitrile
CHEBI:80401	 (22R,23R)-22,23-dihydroxycampesterol
CHEBI:80402	 (22R,23R)-22,23-dihydroxycampest-4-en-3-one
CHEBI:80427	 7,8-dihydro-beta-carotene
CHEBI:80535	 methyl (2E,6E)-farnesoate
CHEBI:80651	 1,2-ditetradecanoyl-sn-glycerol
CHEBI:80728	 pyriculol
CHEBI:80729	 toxoflavin
CHEBI:80749	 alpha-cadinene
CHEBI:80751	 goitrin
CHEBI:80788	 1,4-cineole
CHEBI:80946	 octan-3-one
CHEBI:81013	 7alpha,25-dihydroxy-4-cholesten-3-one
CHEBI:81200	 (S)-corytuberine
CHEBI:81321	 1-O-[(E)-feruloyl]-beta-D-glucose
CHEBI:81377	 (+)-nootkatone
CHEBI:81467	 7alpha-hydroxypregnenolone
CHEBI:81471	 3beta,7alpha-dihydroxyandrost-5-en-17-one
CHEBI:81481	 11beta,17beta-dihydroxyandrost-4-ene-3-one
CHEBI:81484	 isoscopoletin
CHEBI:81485	 osthenol
CHEBI:81666	 4-methyl-5-nitrocatechol
CHEBI:81810	 1-naphthaleneacetamide
CHEBI:81981	 chlorotoluron
CHEBI:82012	 fluometuron
CHEBI:82334	 (E,E)-2,4-hexadienal
CHEBI:82420	 1-chloro-3-nitrobenzene
CHEBI:82605	 1,2-dibutyryl-sn-glycero-3-phospho-(1D-myo-inositol-5-phosphate)
CHEBI:82606	 1,2-dibutyryl-sn-glycero-3-phospho-(1D-myo-inositol)
CHEBI:82626	 (15R)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate
CHEBI:82628	 11R-hydroperoxy-(5Z,8Z,12E,14Z)-eicosatetraenoate
CHEBI:82629	 prostaglandin G2
CHEBI:82637	 ganglioside GD1a
CHEBI:82639	 ganglioside GM1
CHEBI:82643	 N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1<->1')-ceramide
CHEBI:82685	 thio-Mo-molybdopterin
CHEBI:82703	 gamma-L-glutamyl-hercynylcysteine S-oxide
CHEBI:82705	 hercynylselenocysteine
CHEBI:82706	 S-(hercyn-2-yl)-L-cysteine S-oxide
CHEBI:82710	 an S-alkyl-L-cysteine
CHEBI:82728	 L-alanin-3-yl L-histidin-5-yl sulfoxide
CHEBI:82744	 an aliphatic aldoxime
CHEBI:82750	 cholesteryl octadecanoate
CHEBI:82751	 cholesteryl (5Z,8Z,11Z,14Z)-eicosatetraenoate
CHEBI:82757	 2-hydroxy-5-methyl-1-naphthoate
CHEBI:82759	 (S)-3-acetyloctanal
CHEBI:82765	 1,2-dioctanoyl-sn-glycero-3-diphosphate
CHEBI:82766	 2-O-(alpha-D-glucopyranosyl)glycerol
CHEBI:82767	 4-(beta-D-ribofuranosyl)phenol 5'-phosphate
CHEBI:82769	 caldopentamine
CHEBI:82770	 N(4)-aminopropylspermidine
CHEBI:82771	 N(4)-bis(aminopropyl)spermidine
CHEBI:82772	 N(4)-aminopropylspermine
CHEBI:82773	 (R)-3-phosphomevalonate
CHEBI:82774	 (R)-3,5-bisphosphomevalonate
CHEBI:82775	 5'-deoxyinosine
CHEBI:82798	 cembrene C
CHEBI:82799	 (R)-nephthenol
CHEBI:82800	 (R)-cembrene A
CHEBI:82801	 (1S,4E,8E,12E)-2,2,5,9,13-pentamethylcyclopentadeca-4,8,12-trien-1-ol
CHEBI:82810	 N-hexadecanoylhexadecasphinganine
CHEBI:82811	 N-octadecanoylhexadecasphinganine
CHEBI:82815	 3-(methylsulfanyl)propanoyl-CoA
CHEBI:82827	 oleanolic aldehyde
CHEBI:82828	 oleanolate
CHEBI:82841	 N-octanoylsphinganine
CHEBI:82842	 N-octanoyl-4-hydroxysphinganine
CHEBI:82869	 (24S)-24-hydroxycholesterol ester
CHEBI:82875	 (24S)-hydroxycholesterol 3-linoleoate
CHEBI:82881	 N-acylhexadecasphinganine
CHEBI:82894	 (R)-miconazole
CHEBI:82897	 (S)-miconazole
CHEBI:82904	 isatinate
CHEBI:82916	 3-(1H-indol-3-yl)propanoate
CHEBI:82919	 an N-acyl-beta-D-glucosyl-(1<->1')-sphinganine
CHEBI:82921	 1,2-dioctadecanoyl-sn-glycero-3-phosphate
CHEBI:82924	 1,2-di-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphate
CHEBI:82925	 1,2-di-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol
CHEBI:82927	 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycerol
CHEBI:82928	 1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphate
CHEBI:82929	 1,2-dihexadecanoyl-sn-glycerol
CHEBI:82939	 ganglioside GD1b
CHEBI:82940	 ganglioside GT1b
CHEBI:82943	 1-hexadecanoyl-2-eicosanoyl-sn-glycero-3-phosphocholine
CHEBI:82945	 ganglioside GalNAc-GD1a
CHEBI:82949	 1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycerol
CHEBI:82950	 N-acetyl-beta-D-galactosaminyl-(1->4)-[alpha-N-glycoloylneuraminosyl-(2->3)]-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide
CHEBI:82951	 alpha-N-glycoloylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1')-ceramide
CHEBI:82953	 1-(3-O-sulfo-beta-D-galactosyl)-ceramide
CHEBI:82959	 N-hexanoylsphing-4-enine 1-phosphate
CHEBI:82961	 17beta-estradiol 17-O-(beta-D-glucuronate)
CHEBI:82982	 glycodeoxycholate
CHEBI:82983	 1-(9Z-octadecenoyl)-2-acyl-sn-3-glycerol
CHEBI:82984	 (9Z,12Z)-octadecadienamide
CHEBI:83020	 decyl sulfate
CHEBI:83021	 octyl sulfate
CHEBI:83025	 2alpha,17beta-dihydroxyandrost-4-en-3-one
CHEBI:83027	 16beta,17beta-dihydroxyandrost-4-en-3-one
CHEBI:83088	 (R)-lipoate
CHEBI:83091	 (R)-lipoyl-5'-AMP
CHEBI:83094	 (R)-lipoamide
CHEBI:83096	 (R)-S(6)-acetyldihydrolipoamide
CHEBI:83139	 a long-chain fatty acyl-CoA
CHEBI:83175	 (4R)-hydroxysphing-(8E)-enine
CHEBI:83203	 1-octadecanoylglycerone 3-phosphate
CHEBI:83223	 L-erythro-N-acylsphing-4-enine
CHEBI:83224	 beta-D-glucosyl-L-erythro-N-acylsphing-4-enine
CHEBI:83234	 beta-D-galactosyl-(1<->1')-sphinganine
CHEBI:83241	 1D-myo-inositol 3,4-bisphosphate
CHEBI:83242	 1D-myo-inositol 1,3-bisphosphate
CHEBI:83243	 1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phospho-(1D-myo-inositol 3,4,5-triphosphate)
CHEBI:83244	 N-(2-hydroxy-hexanoyl)-sphing-4-enine
CHEBI:83245	 N-(2-hydroxyacyl)-beta-D-galactosyl-sphing-4-enine
CHEBI:83246	 N-(2-hydroxy-hexanoyl)-beta-D-galactosyl-sphing-4-enine
CHEBI:83247	 an N-(2-hydroxyacyl)-sphinganine
CHEBI:83248	 N-(2-hydroxy-hexanoyl)-sphinganine
CHEBI:83249	 an N-(2-hydroxyacyl)-beta-D-galactosyl-sphinganine
CHEBI:83257	 N-(2-hydroxyhexanoyl)-beta-D-galactosylsphinganine
CHEBI:83259	 beta-D-galactosyl-(1<->1')-N-hexadecanoylsphingosine
CHEBI:83264	 beta-D-glucosylceramide
CHEBI:83273	 an N-acyl-sphingoid base
CHEBI:83274	 juvenile hormone III carboxylate
CHEBI:83276	 (2E,6E)-farnesoate
CHEBI:83334	 (8Z,10E,14Z)-12-hydroperoxyeicosatrienoate
CHEBI:83336	 14-hydroperoxy-(4Z,7Z,10Z,12E,16Z,19Z)-docosahexaenoate
CHEBI:83342	 10-hydroperoxy-(6Z,8E,12Z)-octadecatrienoate
CHEBI:83343	 (12R)-hydroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate
CHEBI:83344	 1-O-methyl-8-hydroperoxy-(5Z,9E,11Z,14Z)-eicosatetraenoate
CHEBI:83348	 chlorophyllide a
CHEBI:83349	 3,8-divinyl chlorophyllide a
CHEBI:83350	 protochlorophyllide a
CHEBI:83356	 chlorophyllide b
CHEBI:83357	 7(1)-hydroxychlorophyllide a
CHEBI:83358	 N-(octadecanoyl)-sphing-4-enine-1-phosphocholine
CHEBI:83360	 N-(tetracosanoyl)-sphing-4-enine-1-phosphocholine
CHEBI:83373	 3-deacetyl-3-vinylbacteriochlorophyllide a
CHEBI:83377	 7(1)-hydroxychlorophyll a
CHEBI:83383	 D-galactaro-1,5-lactone
CHEBI:83384	 D-glucaro-1,5-lactone
CHEBI:83385	 2,5-diformylfuran
CHEBI:83386	 2-(dihydroxymethyl)-5-formylfuran
CHEBI:83387	 2-carboxy-5-formylfuran
CHEBI:83388	 2-carboxy-5-(dihydroxymethyl)furan
CHEBI:83389	 2,5-dicarboxyfuran
CHEBI:83402	 a ribonucleoside 3',5'-bisphosphate
CHEBI:83407	 4-(hydroxymethyl)-2-furancarboxaldehyde phosphate
CHEBI:83408	 a sn-glycero-3-phosphodiester
CHEBI:83410	 an alpha-amino acid ester
CHEBI:83411	 a beta-D-glucuronoside
CHEBI:83412	 N(5)-acyl-L-ornithine ester
CHEBI:83414	 an alkyl sulfate
CHEBI:83416	 1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4,5-trisphosphate)
CHEBI:83417	 1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4-bisphosphate)
CHEBI:83419	 1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)
CHEBI:83420	 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4,5-trisphosphate)
CHEBI:83422	 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4-bisphosphate)
CHEBI:83423	 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)
CHEBI:83425	 gamma-L-glutamyltyramine
CHEBI:83431	 [5-(aminomethyl)-3-furyl]methyl phosphate
CHEBI:83433	 3,6-anhydro-alpha-L-galactopyranose
CHEBI:83435	 3,6-anhydro-L-galactonate
CHEBI:83436	 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-4-phosphate)
CHEBI:83439	 iminoarginine
CHEBI:83466	 3-(3,4-dichlorophenyl)-1-methylurea
CHEBI:83468	 1-methyl-3-[4-(propan-2-yl)phenyl]urea
CHEBI:83550	 1,2-ditetradecanoyl-sn-glycero-3-phosphate
CHEBI:83563	 a long-chain alkane
CHEBI:83568	 sphinga-4E,14Z-dienine
CHEBI:83577	 2-carboxytetracosanoyl-CoA
CHEBI:83578	 2-carboxyhexacosanoyl-CoA
CHEBI:83580	 1'-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-3'-[1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-glycerol
CHEBI:83581	 1',3'-bis-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-glycerol
CHEBI:83582	 1'-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-3'-[1-(9Z,12Z-octadecadienoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phospho]-glycerol
CHEBI:83583	 1'-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-3'-[1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-sn-glycero-3-phospho]-glycerol
CHEBI:83622	 a fatty acyl-AMP
CHEBI:83623	 dodecanoyl-AMP
CHEBI:83626	 tetradecanoyl-AMP
CHEBI:83627	 hexadecanoyl-AMP
CHEBI:83628	 a monocarboxylic acid amide
CHEBI:83641	 juvenile hormone I
CHEBI:83670	 9-hexadecanoyloxy-octadecanoate
CHEBI:83677	 12-hexadecanoyloxy-octadecanoate
CHEBI:83714	 1'-[1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-3'-[2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-glycerol
CHEBI:83715	 1'-[1-(9Z,12Z-octadecadienoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phospho]-3'-[1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho]-glycerol
CHEBI:83717	 1,2-di-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine
CHEBI:83718	 1,2-dioctadecanoyl-sn-glycero-3-phosphocholine
CHEBI:83721	 a long-chain 2,3-saturated fatty acyl-CoA
CHEBI:83723	 a medium-chain 2,3-saturated fatty acyl-CoA
CHEBI:83724	 a very-long-chain 2,3-saturated fatty acyl-CoA
CHEBI:83725	 an alkylmercury
CHEBI:83726	 a medium-chain trans-(2E)-enoyl-CoA
CHEBI:83727	 a long-chain (2E)-enoyl-CoA
CHEBI:83728	 a very-long-chain (2E)-enoyl-CoA
CHEBI:83736	 5-hydroxy-3-[(3aS,4S,5R,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate
CHEBI:83738	 3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]propanoyl-CoA
CHEBI:83767	 2''-O-acetyl-ADP-D-ribose
CHEBI:83777	 3-oxochol-4-en-22-oate
CHEBI:83783	 (25S)-3beta-hydroxy-5-cholestenoyl-CoA
CHEBI:83792	 3-oxochol-4-en-22-oyl-CoA
CHEBI:83793	 3-oxochola-1,4-dien-22-oyl-CoA
CHEBI:83794	 3-hydroxy-9-oxo-9,10-seco-chola-1,3,5-trien-22-oyl-CoA
CHEBI:83795	 3-oxo-dotriacontanoyl-CoA
CHEBI:83797	 3-hydroxy-9-oxo-9,10-seco-chola-1,3,5-trien-22-oate
CHEBI:83819	 (25S)-3-oxocholest-4-en-26-oyl-CoA
CHEBI:83836	 UDP-beta-L-rhamnose
CHEBI:83856	 dalpatein
CHEBI:83859	 dalnigrein
CHEBI:83860	 (25S)-3-oxocholest-4-en-26-ol
CHEBI:83861	 (25R)-3-oxocholest-4-en-26-ol
CHEBI:83862	 (25R)-3-oxocholest-4-en-26-al
CHEBI:83863	 (25S)-3-oxocholest-4-en-26-al
CHEBI:83865	 androst-5-ene-3,17-dione
CHEBI:83866	 N-acyl-D-galactosylsphing-4-enine
CHEBI:83898	 UDP-N-acetyl-alpha-D-muramoyl-L-alanine
CHEBI:83900	 UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate
CHEBI:83903	 UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-L-lysine
CHEBI:83905	 UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate
CHEBI:83912	 N(6)-(UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl)-D-lysine
CHEBI:83914	 omega-hydroxy-15-methyl-hexadecanoate
CHEBI:83916	 omega-hydroxy-3,7,11,15-tetramethyl-hexadecanoate
CHEBI:83936	 15-hydroxyhexadecanoate
CHEBI:83938	 14-hydroxyhexadecanoate
CHEBI:83939	 a 1-acyl-2-octadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol)
CHEBI:83940	 1-octadecanoyl-2-acyl-sn-glycero-3-phospho-(1D-myo-inositol)
CHEBI:83941	 N-acetyl-D-muramoyl-L-alanine
CHEBI:83951	 (2E,6E)-omega-hydroxy-farnesol
CHEBI:83952	 (2E,6E,10E)-geranylgeranate
CHEBI:83953	 16-hydroxy-(2E,6E,10E)-geranylgeraniol
CHEBI:83955	 a 1,2-saturated fatty acid
CHEBI:83957	 1-O-(1,2-saturated-alkyl)-sn-glycerol
CHEBI:83958	 (2E,6E)-omega-hydroxy-farnesyl diphosphate
CHEBI:83963	 4-deoxy-beta-D-gluc-4-enuronosyl-(1->3)-N-acetyl-D-galactosamine 4-sulfate
CHEBI:83968	 a 3-methyl fatty acyl-CoA
CHEBI:83969	 3-methylhexadecanoyl-CoA
CHEBI:83972	 3-methyl fatty acid
CHEBI:83976	 a 2-methyl fatty acid
CHEBI:83992	 beta-D-glucosyl-(1<->1)-sphing-4-enine
CHEBI:84023	 9,10-epoxy-(12Z)-octadecenoate
CHEBI:84024	 14,15-epoxy-(5Z,8Z,11Z)-eicosatrienoate
CHEBI:84025	 8,9-epoxy-(5Z,11Z,14Z)-eicosatrienoate
CHEBI:84026	 12,13-epoxy-(9Z)-octadecenoate
CHEBI:84027	 9,10-dihydroxy-(12Z)-octadecenoate
CHEBI:84028	 12,13-dihydroxy-(9Z)-octadecenoate
CHEBI:84029	 14,15-dihydroxy-(5Z,8Z,11Z)-eicosatrienoate
CHEBI:84031	 11,12-dihydroxy-(5Z,8Z,14Z)-eicosatrienoate
CHEBI:84032	 8,9-dihydroxy-(5Z,11Z,14Z)-eicosatrienoate
CHEBI:84041	 2-O-hexadecanoyl-alpha,alpha-trehalose
CHEBI:84042	 2-O,3-O-dihexadecanoyl-alpha,alpha-trehalose
CHEBI:84059	 octyl hexadecanoyl
CHEBI:84062	 nonyl hexadecanoate
CHEBI:84063	 decanyl hexadecanoate
CHEBI:84064	 tetradecanyl hexadecanoate
CHEBI:84065	 eicosanyl hexadecanoate
CHEBI:84066	 octadecanyl hexadecanoate
CHEBI:84067	 tetradecanal
CHEBI:84069	 pentanal
CHEBI:84072	 hexadecanyl (9E)-octadecenoate
CHEBI:84080	 hexadecanyl dodecanoate
CHEBI:84138	 D-beta-lysine
CHEBI:84139	 a myo-inositol phosphate
CHEBI:84141	 1D-myo-inositol 5-phosphate
CHEBI:84142	 1D-myo-inositol 2-phosphate
CHEBI:84145	 (3beta)-hydroxy-cholest-5-en-26-al
CHEBI:84146	 (3beta)-hydroxy-cholest-5-en-26-oate
CHEBI:84149	 4-hydroxy-6-undecylpyran-2-one
CHEBI:84150	 4-hydroxy-6-(2-oxotridecyl)pyran-2-one
CHEBI:84163	 an anthocyanidin 3-O-(6-O-malonyl-beta-D-glucoside)
CHEBI:84168	 4-hydroxy-6-pentadecylpyran-2-one
CHEBI:84169	 4-hydroxy-6-heptadecylpyran-2-one
CHEBI:84170	 4-hydroxy-6-nonadecylpyran-2-one
CHEBI:84171	 4-hydroxy-6-(2-oxoheptadecyl)pyran-2-one
CHEBI:84172	 4-hydroxy-6-(2-oxononadecyl)pyran-2-one
CHEBI:84173	 4-hydroxy-6-(2-oxohenicosyl)pyran-2-one
CHEBI:84175	 2-methylhexadecanoate
CHEBI:84176	 12-methyloctadecanoate
CHEBI:84181	 12-methyloctadecanoyl-CoA
CHEBI:84182	 2-methylhexadecanoyl-CoA
CHEBI:84183	 3-methylundecanoyl-CoA
CHEBI:84184	 3-methylundecanoate
CHEBI:84187	 2-epi-5-epi-valiolone
CHEBI:84193	 12-methyltridecanoate
CHEBI:84195	 12-methyltridecanoyl-CoA
CHEBI:84196	 3-hydroxy fatty acid
CHEBI:84197	 3-hydroxytetradecanoate
CHEBI:84198	 3-hydroxytetradecanoyl-CoA
CHEBI:84201	 12-hydroxyoctadecanoate
CHEBI:84202	 12-hydroxyoctadecanoyl-CoA
CHEBI:84203	 15-hydroxypentadecanoate
CHEBI:84205	 15-hydroxypentadecanoyl-CoA
CHEBI:84207	 16-hydroxyhexadecanoyl-CoA
CHEBI:84214	 9-decenoyl-CoA
CHEBI:84234	 1-(9Z-octadecenoyl)-2-octadecanoyl-sn-glycero-3-phosphoethanolamine
CHEBI:84235	 2-butyloctan-1-ol
CHEBI:84246	 4-hydroxy-6-heptylpyran-2-one
CHEBI:84253	 4-hydroxy-5-methyl-6-pentadecylpyran-2-one
CHEBI:84255	 4-hydroxy-5-methyl-6-heptadecylpyran-2-one
CHEBI:84268	 nonanal
CHEBI:84274	 (2E)-dodecenoate
CHEBI:84299	 1-tetradecanoyl-sn-glycero-3-phosphoethanolamine
CHEBI:84300	 1-tetradecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:84310	 L-anticapsin
CHEBI:84311	 bacilysin
CHEBI:84315	 L-arginyl-L-alpha-amino acid
CHEBI:84320	 dapdiamide A
CHEBI:84321	 dapdiamide B
CHEBI:84322	 dapdiamide C
CHEBI:84323	 cholesteryl (9Z)-hexadecenoate
CHEBI:84330	 N(3)-fumaroyl-(S)-2,3-diaminopropanoate
CHEBI:84331	 N(3)-fumaramoyl-(S)-2,3-diaminopropanoate
CHEBI:84341	 (9Z,12Z,15Z-octadecatrienoyl)-cholesterol
CHEBI:84342	 nogalaviketone
CHEBI:84345	 methyl nogalonate
CHEBI:84346	 cholesteryl (8Z,11Z,14Z)-eicosatrienoate
CHEBI:84354	 3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate
CHEBI:84355	 3-[(1E,4R)-4-hydroxycyclohex-2-en-1-ylidene]pyruvate
CHEBI:84358	 L-dihydroanticapsin
CHEBI:84359	 3-hydroxy-2,4-dioxopentyl phosphate
CHEBI:84361	 5-epi-valiolone
CHEBI:84362	 2-epi-5-epi-valiolone 7-phosphate
CHEBI:84363	 acarbose
CHEBI:84404	 an N-acylsphingoid base 1-phosphate
CHEBI:84410	 a sphingoid base
CHEBI:84417	 1,2-di-(9Z-hexadecenoyl)-sn-glycerol
CHEBI:84423	 3-demethylubiquinol-9
CHEBI:84424	 ubiquinol-9
