id	name	abbreviation	formula	charge	isCofactor
cpd16752	Medium-chain length Polyhydroxyalkanoate growing.	mclPHAg	R	0	0
cpd16753	(R)-Hydroxydodecanoyl-5-en-CoA	R-3hcddec5ecoa	C33H52N7O18P3S	-4	0
cpd16754	(R)-3-hydroxy-cis-myristol-7-eoyl-CoA	R-3hcmrs7ecoa	C35H56N7O18P3S	-4	0
cpd16755	(R)-Hydroxydecanoyl-CoA	R-3hdcoa	C31H50N7O18P3S	-4	0
cpd16756	(R)-3-Hydroxydodecanoyl-CoA	R-3hddcoa	C33H54N7O18P3S	-4	0
cpd16757	(R)-Hydroxyhexanoyl-CoA	R-3hhcoa	C27H42N7O18P3S	-4	0
cpd16758	(R)-3-hydroxytetradecanoyl-coa	R-3hmrscoa	C35H58N7O18P3S	-4	0
cpd16759	(R)-Hydroxyoctanoyl-CoA	R-3hocoa	C29H46N7O18P3S	-4	0
cpd16760	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl-trihydrogen-diphosphate	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl-trihydrogen-diphosphate	unknown	10000000	0
cpd16761	1-phosphatidyl-P-myo-inositol	1-phosphatidyl-P-myo-inositol	unknown	10000000	0
cpd16763	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-ol	unknown	10000000	0
cpd16764	2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	C53H80O3	0	0
cpd16765	2-nonaprenyl-6-hydroxyphenol	2-nonaprenyl-6-hydroxyphenol	C51H78O2	0	0
cpd16766	2-nonaprenyl-6-methoxy-1,4-benzoquinone	2-nonaprenyl-6-methoxy-1,4-benzoquinone	C52H78O3	0	0
cpd16767	2-nonaprenyl-6-methoxyphenol	2-nonaprenyl-6-methoxyphenol	unknown	10000000	0
cpd16768	2-nonaprenylphenol	2-nonaprenylphenol	C51H78O	0	0
cpd16769	3-hydroxy-C14-CoA	3-hydroxy-C14-CoA	unknown	10000000	0
cpd16770	3-hydroxy-C16-CoA	3-hydroxy-C16-CoA	unknown	10000000	0
cpd16771	3-hydroxy-C18-CoA	3-hydroxy-C18-CoA	unknown	10000000	0
cpd16772	3-hydroxy-C20-CoA	3-hydroxy-C20-CoA	unknown	10000000	0
cpd16773	3-hydroxy-C22-CoA	3-hydroxy-C22-CoA	unknown	10000000	0
cpd16774	3-hydroxy-C24-CoA	3-hydroxy-C24-CoA	unknown	10000000	0
cpd16775	3-hydroxy-C26-CoA	3-hydroxy-C26-CoA	unknown	10000000	0
cpd16776	3-hydroxydecanoyl-CoA	3-hydroxydecanoyl-CoA	unknown	10000000	0
cpd16777	3-hydroxyhexanoyl-CoA	3-hydroxyhexanoyl-CoA	unknown	10000000	0
cpd16778	3-hydroxylauroyl-CoA	3-hydroxylauroyl-CoA	unknown	10000000	0
cpd16779	3-hydroxyoctanoyl-CoA	3-hydroxyoctanoyl-CoA	unknown	10000000	0
cpd16780	3-keto-butanoyl-CoA	3-keto-butanoyl-CoA	unknown	10000000	0
cpd16781	3-keto-C14-CoA	3-keto-C14-CoA	unknown	10000000	0
cpd16782	3-keto-C16-CoA	3-keto-C16-CoA	unknown	10000000	0
cpd16783	3-keto-C18-CoA	3-keto-C18-CoA	unknown	10000000	0
cpd16784	3-keto-C20-CoA	3-keto-C20-CoA	unknown	10000000	0
cpd16785	3-keto-C22-CoA	3-keto-C22-CoA	unknown	10000000	0
cpd16786	3-keto-C24-CoA	3-keto-C24-CoA	unknown	10000000	0
cpd16787	3-keto-C26-CoA	3-keto-C26-CoA	unknown	10000000	0
cpd16788	3-keto-decanoyl-CoA	3-keto-decanoyl-CoA	unknown	10000000	0
cpd16789	3-keto-dodecanoyl-CoA	3-keto-dodecanoyl-CoA	unknown	10000000	0
cpd16790	3-keto-octanoyl-CoA	3-keto-octanoyl-CoA	unknown	10000000	0
cpd16791	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	unknown	10000000	0
cpd16792	5alpha-ergosta-7,22-dien-3beta-ol	5alpha-ergosta-7,22-dien-3beta-ol	unknown	10000000	0
cpd16794	2-Aceto-2-hydroxybutanoate (dup2)	2-Aceto-2-hydroxybutanoate (dup2)	C6H9O4	-1	0
cpd16795	C20-CoA	C20-CoA	unknown	10000000	0
cpd16796	C22-CoA	C22-CoA	unknown	10000000	0
cpd16797	C24-acid	C24-acid	unknown	10000000	0
cpd16798	C24-CoA	C24-CoA	unknown	10000000	0
cpd16799	C26-acid	C26-acid	unknown	10000000	0
cpd16800	D-tagatofuranose-1,6-bisphosphate	D-tagatofuranose-1,6-bisphosphate	unknown	10000000	0
cpd16801	D-tagatofuranose-6-phosphate	D-tagatofuranose-6-phosphate	unknown	10000000	0
cpd16803	ergosterol-ester	ergosterol-ester	unknown	10000000	0
cpd16804	free-fatty-acids-diene-even-CoA	free-fatty-acids-diene-even-CoA	unknown	10000000	0
cpd16805	glycerophosphatidyl-D-myo-inositol	glycerophosphatidyl-D-myo-inositol	unknown	10000000	0
cpd16806	glycerophosphatidylcholine	glycerophosphatidylcholine	unknown	10000000	0
cpd16807	hexadecanoyl-9-ene-acid	hexadecanoyl-9-ene-acid	unknown	10000000	0
cpd16808	hexadecanoyl-9-ene-CoA	hexadecanoyl-9-ene-CoA	unknown	10000000	0
cpd16809	inositol-mannose-P-inositol-P-D-ceramide	inositol-mannose-P-inositol-P-D-ceramide	unknown	10000000	0
cpd16810	inositol-mannose-P-inositol-P-P-ceramide	inositol-mannose-P-inositol-P-P-ceramide	unknown	10000000	0
cpd16811	inositol-phosphoryl-D-ceramide	inositol-phosphoryl-D-ceramide	unknown	10000000	0
cpd16812	inositol-phosphoryl-P-ceramide	inositol-phosphoryl-P-ceramide	unknown	10000000	0
cpd16817	lipids	lipids	unknown	10000000	0
cpd16818	lysophosphatidylcholine	lysophosphatidylcholine	unknown	10000000	0
cpd16819	mannose-inositol-P-D-ceramide	mannose-inositol-P-D-ceramide	unknown	10000000	0
cpd16820	mannose-inositol-P-P-ceramide	mannose-inositol-P-P-ceramide	unknown	10000000	0
cpd16821	methylglucoside	methylglucoside	unknown	10000000	0
cpd16822	N-acetyl-L-gamma-glutamyl-phosphate	N-acetyl-L-gamma-glutamyl-phosphate	unknown	10000000	0
cpd16823	octadecanoyl-9-ene-acid	octadecanoyl-9-ene-acid	unknown	10000000	0
cpd16824	octadecanoyl-9-ene-CoA	octadecanoyl-9-ene-CoA	unknown	10000000	0
cpd16825	octadecanoyl-CoA	octadecanoyl-CoA	unknown	10000000	0
cpd16826	p-Hydroxybenzyl alcohol (dup2)	p-Hydroxybenzyl alcohol (dup2)	C7H8O2	0	0
cpd16827	R-3-hydroxylhe-3-Keto-C22-CoA	R-3-hydroxylhe-3-Keto-C22-CoA	unknown	10000000	0
cpd16828	Octadecanoyl-[acyl-carrier protein] (dup2)	Octadecanoyl-[acyl-carrier protein] (dup2)	C18H35ORS	10000000	0
cpd16829	tetradecanoyl-9-ene-acid	tetradecanoyl-9-ene-acid	unknown	10000000	0
cpd16830	tetradecanoyl-9-ene-CoA	tetradecanoyl-9-ene-CoA	unknown	10000000	0
cpd16831	thioredoxin-dithiol	thioredoxin-dithiol	unknown	10000000	0
cpd16832	trans-2-C14-CoA	trans-2-C14-CoA	unknown	10000000	0
cpd16833	trans-2-C141-CoA	trans-2-C141-CoA	unknown	10000000	0
cpd16834	trans-2-C16-CoA	trans-2-C16-CoA	unknown	10000000	0
cpd16835	trans-2-C161-CoA	trans-2-C161-CoA	unknown	10000000	0
cpd16836	trans-2-C18-CoA	trans-2-C18-CoA	unknown	10000000	0
cpd16837	trans-2-C181-CoA	trans-2-C181-CoA	unknown	10000000	0
cpd16838	trans-2-C20-CoA	trans-2-C20-CoA	unknown	10000000	0
cpd16839	trans-2-C22-CoA	trans-2-C22-CoA	unknown	10000000	0
cpd16840	trans-2-C24-CoA	trans-2-C24-CoA	unknown	10000000	0
cpd16841	trans-2-C26-CoA	trans-2-C26-CoA	unknown	10000000	0
cpd16842	trans-2-decaenoyl-CoA	trans-2-decaenoyl-CoA	unknown	10000000	0
cpd16843	trans-2-dodecaenoyl-CoA	trans-2-dodecaenoyl-CoA	unknown	10000000	0
cpd16844	trans-3-C14-CoA	trans-3-C14-CoA	unknown	10000000	0
cpd16845	trans-3-C16-CoA	trans-3-C16-CoA	unknown	10000000	0
cpd16846	trans-3-C18-CoA	trans-3-C18-CoA	unknown	10000000	0
cpd16847	trans-but-2-enoyl-ACP	trans-but-2-enoyl-ACP	unknown	10000000	0
cpd16848	trans-delta2-butaenoyl-CoA	trans-delta2-butaenoyl-CoA	unknown	10000000	0
cpd16849	trans-delta2-decaenoyl-CoA	trans-delta2-decaenoyl-CoA	unknown	10000000	0
cpd16850	trans-delta2-dodecaenoyl-CoA	trans-delta2-dodecaenoyl-CoA	unknown	10000000	0
cpd16851	trans-delta2-hexaenoyl-CoA	trans-delta2-hexaenoyl-CoA	unknown	10000000	0
cpd16852	trans-delta2-octaenoyl-CoA	trans-delta2-octaenoyl-CoA	unknown	10000000	0
cpd16853	3-hydroxybutanoyl-acp	3-hydroxybutanoyl-acp	unknown	10000000	0
cpd16854	3-hydroxydodecanoyl-acp	3-hydroxydodecanoyl-acp	unknown	10000000	0
cpd16855	3-hydroxydecanoyl-acp	3-hydroxydecanoyl-acp	unknown	10000000	0
cpd16856	3-hydroxyhexanoyl-acp	3-hydroxyhexanoyl-acp	unknown	10000000	0
cpd16857	3-hydroxyoctanoyl-acp	3-hydroxyoctanoyl-acp	unknown	10000000	0
cpd16858	3-hydroxypalmitoyl-acp	3-hydroxypalmitoyl-acp	unknown	10000000	0
cpd16859	3-hydroxytetradecanoyl-acp	3-hydroxytetradecanoyl-acp	unknown	10000000	0
cpd16863	acyl-acid	acyl-acid	unknown	10000000	0
cpd16864	C16-aldehyde	C16-aldehyde	unknown	10000000	0
cpd16865	trans-2,4-C14-CoA	trans-2,4-C14-CoA	unknown	10000000	0
cpd16866	trans-2,4-C16-CoA	trans-2,4-C16-CoA	unknown	10000000	0
cpd16867	trans-2,4-C18-CoA	trans-2,4-C18-CoA	unknown	10000000	0
cpd16868	trans-3,5-C14-CoA	trans-3,5-C14-CoA	unknown	10000000	0
cpd16869	trans-3,5-C16-CoA	trans-3,5-C16-CoA	unknown	10000000	0
cpd16870	trans-3,5-C18-CoA	trans-3,5-C18-CoA	unknown	10000000	0
cpd16871	1-Acyl-sn-glycerol-3-phosphocholine, yeast-specific	1-Acyl-sn-glycerol-3-phosphocholine, yeast-specific	C2420H4922N100O700P100	0	0
cpd16872	2-methylbutyl acetate	2-methylbutyl acetate	C7H14O2	0	0
cpd16873	2-methyl-1-butanol	2-methyl-1-butanol	C5H12O	0	0
cpd16874	2-methylpropanal	2-methylpropanal	C4H8O	0	0
cpd16875	3-isopropylmalate-methyl-ester	3-isopropylmalate-methyl-ester	C8H13O5	-1	0
cpd16876	4-hydroxybenoyl-CoA	4-hydroxybenoyl-CoA	C28H36N7O18P3S	-4	0
cpd16877	N,N-bisformyl-dityrosine	N,N-bisformyl-dityrosine	C20H22N2O8	-2	0
cpd16878	N-Formyl-L-tyrosine	N-Formyl-L-tyrosine	C10H10NO4	-1	0
cpd16879	E-3-carboxyl-2-pentenedioate 5-methyl ester	E-3-carboxyl-2-pentenedioate 5-methyl ester	C7H6O6	-2	0
cpd16880	episterol ester, yeast-specific	episterol ester, yeast-specific	unknown	10000000	0
cpd16881	ergosterol 3-beta-D-glucoside	ergosterol 3-beta-D-glucoside	C34H54O6	0	0
cpd16883	fecosterol ester, yeast-specific	fecosterol ester, yeast-specific	C1695H2995O101	0	0
cpd16884	isobutyl acetate	isobutyl acetate	C6H12O2	0	0
cpd16885	lanosterol ester, yeast-specific	lanosterol ester, yeast-specific	C1697H2999O101	0	0
cpd16886	Mannose-(inositol-P)2	Mannose-(inositol-P)2	C18H31O22P2	-3	0
cpd16887	mannose-1D-myo-Inositol 1-phosphate	mannose-1D-myo-Inositol 1-phosphate	C12H21O14P1	-2	0
cpd16888	octadecadienoate (n-C18:2) (dup2)	octadecadienoate (n-C18:2) (dup2)	C18H31O2	-1	0
cpd16891	Diphosphoinositol tetrakisphosphate	Diphosphoinositol tetrakisphosphate	C6H7O24P6	-11	0
cpd16896	zymosterol ester, yeast-specific	zymosterol ester, yeast-specific	C1694H2993O101	0	0
cpd16897	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA (dup2)	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA (dup2)	C26H40N7O18P3S	-4	0
cpd16898	3-Hydroxybutanoyl-CoA (dup3)	3-Hydroxybutanoyl-CoA (dup3)	C25H38N7O18P3S	-4	0
cpd16899	alpha-meroacyl-1-mycolate	alpha-meroacyl-1-mycolate	C80H155O3	-1	0
cpd16900	alpha-meroacyl-1-mycolate-ppm	alpha-meroacyl-1-mycolate-ppm	C91H174O14P2	-2	0
cpd16901	alpha1-trehalose-monomyclolate	alpha1-trehalose-monomyclolate	C92H176O13	0	0
cpd16902	alpha1-trehalose-monomyclolate-phosphate	alpha1-trehalose-monomyclolate-phosphate	C92H176O16P	-1	0
cpd16903	alpha-meroacyl-3-mycolate	alpha-meroacyl-3-mycolate	C79H153O3	-1	0
cpd16904	alpha-meroacyl-3-mycolate-ppm	alpha-meroacyl-3-mycolate-ppm	C90H172O14P2	-2	0
cpd16905	alpha-meroacyl-1-ACP-2-cyclopropane-rings	alpha-meroacyl-1-ACP-2-cyclopropane-rings	C65H123N2O8PRS	-1	0
cpd16906	alpha-meroacyl-1-AMP	alpha-meroacyl-1-AMP	C64H115N5O8P	-1	0
cpd16907	alpha-meroacyl-3-ACP-2-cyclopropane-rings	alpha-meroacyl-3-ACP-2-cyclopropane-rings	C64H121N2O8PRS	-1	0
cpd16908	alpha-meroacyl-3-AMP	alpha-meroacyl-3-AMP	C63H113N5O8P	-1	0
cpd16909	docosanoyl-ACP	docosanoyl-ACP	C33H63N2O8PRS	-1	0
cpd16910	Butyrate-Coa (dup2)	Butyrate-Coa (dup2)	C25H39N7O17P3S	-3	0
cpd16911	cis-19-docosanoyl-ACP	cis-19-docosanoyl-ACP	C33H61N2O8PRS	-1	0
cpd16912	cis-19-cis-37-C38oyl-ACP	cis-19-cis-37-C38oyl-ACP	C51H95N2O8PRS	-1	0
cpd16913	cis-19-cis-37-C56oyl-ACP	cis-19-cis-37-C56oyl-ACP	C67H127N2O8PRS	-1	0
cpd16914	cis-19-cis-37-C58oyl-ACP	cis-19-cis-37-C58oyl-ACP	C69H131N2O8PRS	-1	0
cpd16915	cis-C38oyl-ACP	cis-C38oyl-ACP	C49H93N2O8PRS	-1	0
cpd16916	cis-19-cis-39-C42oyl-ACP	cis-19-cis-39-C42oyl-ACP	C53H99N2O8PRS	-1	0
cpd16917	cis-19-cis-39-C56oyl-ACP	cis-19-cis-39-C56oyl-ACP	C67H127N2O8PRS	-1	0
cpd16918	cis-19-cis-39-C58oyl-ACP	cis-19-cis-39-C58oyl-ACP	C69H131N2O8PRS	-1	0
cpd16919	cis-19-C40oyl-ACP	cis-19-C40oyl-ACP	C51H97N2O8PRS	-1	0
cpd16920	cis-19-cis-41-C44oyl-ACP	cis-19-cis-41-C44oyl-ACP	C55H103N2O8PRS	-1	0
cpd16921	cis-19-cis-41-C56oyl-ACP	cis-19-cis-41-C56oyl-ACP	C67H127N2O8PRS	-1	0
cpd16922	cis-19-C42oyl-ACP	cis-19-C42oyl-ACP	C53H101N2O8PRS	-1	0
cpd16923	cis-21-cis-37--C38oyl-ACP	cis-21-cis-37--C38oyl-ACP	C51H95N2O8PRS	-1	0
cpd16924	cis-21-cis-37--C52oyl-ACP	cis-21-cis-37--C52oyl-ACP	C63H119N2O8PRS	-1	0
cpd16925	cis-21-C38oyl-ACP	cis-21-C38oyl-ACP	C49H93N2O8PRS	-1	0
cpd16926	cis-21-tetracosanoyl-ACP	cis-21-tetracosanoyl-ACP	C35H65N2O8PRS	-1	0
cpd16927	cis-37-C57oyl-ACP	cis-37-C57oyl-ACP	C68H131N2O9PRS	-1	0
cpd16928	cis-37-C58oyl-ACP	cis-37-C58oyl-ACP	C69H133N2O9PRS	-1	0
cpd16929	cis-37-C59oyl-ACP	cis-37-C59oyl-ACP	C70H135N2O9PRS	-1	0
cpd16930	cis-37-C60oyl-ACP	cis-37-C60oyl-ACP	C71H137N2O9PRS	-1	0
cpd16931	cis-39-C57oyl-ACP	cis-39-C57oyl-ACP	C68H131N2O9PRS	-1	0
cpd16932	cis-39-C59oyl-ACP	cis-39-C59oyl-ACP	C70H135N2O9PRS	-1	0
cpd16933	cis-41-C57oyl-ACP	cis-41-C57oyl-ACP	C68H131N2O9PRS	-1	0
cpd16934	cis-41-C58oyl-ACP	cis-41-C58oyl-ACP	C69H133N2O9PRS	-1	0
cpd16935	cis-cyclopropane-keto-meroacid-1-mycolate	cis-cyclopropane-keto-meroacid-1-mycolate	C84H163O4	-1	0
cpd16936	cis-cyclopropane-keto-meroacid-1-mycolate-ppm	cis-cyclopropane-keto-meroacid-1-mycolate-ppm	C95H182O15P2	-2	0
cpd16937	cis-keto1-trehalose-monomyclolate	cis-keto1-trehalose-monomyclolate	C96H184O14	0	0
cpd16938	cis-keto1-trehalose-monomyclolate-phosphate	cis-keto1-trehalose-monomyclolate-phosphate	C96H184O17P	-1	0
cpd16939	cis-cyclopropane-keto-meroacid-1-ACP	cis-cyclopropane-keto-meroacid-1-ACP	C69H131N2O9PRS	-1	0
cpd16940	cis-cyclopropane-keto-meroacid-1-AMP	cis-cyclopropane-keto-meroacid-1-AMP	C68H123N5O9P	-1	0
cpd16941	cis-cyclopropane-methoxy-meroacid-1-mycolate	cis-cyclopropane-methoxy-meroacid-1-mycolate	C85H167O4	-1	0
cpd16942	cis-cyclopropane-methoxy-meroacid-1-mycolate-ppm	cis-cyclopropane-methoxy-meroacid-1-mycolate-ppm	C96H186O15P2	-2	0
cpd16943	cis-methoxy1-trehalose-monomyclolate	cis-methoxy1-trehalose-monomyclolate	C97H188O14	0	0
cpd16944	cis-methoxy1-trehalose-monomyclolate-phosphate	cis-methoxy1-trehalose-monomyclolate-phosphate	C97H188O17P	-1	0
cpd16945	carboxymycobactin-T--R8-carbon--final-carbon-is-carboxyl-group (dup2)	carboxymycobactin-T--R8-carbon--final-carbon-is-carboxyl-group (dup2)	C33H46N5O12	-1	0
cpd16946	cis-cyclopropane-methoxy-meroacid-1-ACP	cis-cyclopropane-methoxy-meroacid-1-ACP	C70H135N2O9PRS	-1	0
cpd16947	cis-cyclopropane-methoxy-meroacid-1-AMP	cis-cyclopropane-methoxy-meroacid-1-AMP	C69H127N5O9P	-1	0
cpd16948	iron-III--chelated-carboxymycobactin-T--R8-carbon--final-carbon-is-carboxyl-group (dup2)	iron-III--chelated-carboxymycobactin-T--R8-carbon--final-carbon-is-carboxyl-group (dup2)	C33H44N5O12	-1	0
cpd16949	19-keto-cis-39-C59oyl-ACP	19-keto-cis-39-C59oyl-ACP	C70H133N2O9PRS	-1	0
cpd16950	19-keto-cis-41-C57oyl-ACP	19-keto-cis-41-C57oyl-ACP	C68H129N2O9PRS	-1	0
cpd16951	keto-meroacid-2-mycolate	keto-meroacid-2-mycolate	C84H163O4	-1	0
cpd16952	keto-meroacid-2-mycolate-ppm	keto-meroacid-2-mycolate-ppm	C95H182O15P2	-2	0
cpd16953	keto-meroacid-3-mycolate	keto-meroacid-3-mycolate	C83H161O4	-1	0
cpd16954	keto-meroacid-3-mycolate-ppm	keto-meroacid-3-mycolate-ppm	C94H180O15P2	-2	0
cpd16955	keto-meroacid-2-ACP	keto-meroacid-2-ACP	C69H131N2O9PRS	-1	0
cpd16956	keto-meroacid-2-AMP	keto-meroacid-2-AMP	C68H123N5O9P	-1	0
cpd16957	keto-meroacid-3-ACP	keto-meroacid-3-ACP	C68H129N2O9PRS	-1	0
cpd16958	keto-meroacid-3-AMP	keto-meroacid-3-AMP	C67H121N5O9P	-1	0
cpd16959	Methyl-isoaconitate	Methyl-isoaconitate	C7H5O6	-3	0
cpd16960	Methyl-Citrate	Methyl-Citrate	C7H7O7	-3	0
cpd16961	methoxy-meroacid-2-mycolate	methoxy-meroacid-2-mycolate	C85H167O4	-1	0
cpd16962	methoxy-meroacid-2-mycolate-ppm	methoxy-meroacid-2-mycolate-ppm	C96H186O15P2	-2	0
cpd16963	methoxy-meroacid-3-mycolate	methoxy-meroacid-3-mycolate	C84H165O4	-1	0
cpd16964	methoxy-meroacid-3-mycolate-ppm	methoxy-meroacid-3-mycolate-ppm	C95H184O15P2	-2	0
cpd16965	methoxy-meroacyl-ACP-2	methoxy-meroacyl-ACP-2	C70H135N2O9PRS	-1	0
cpd16966	methoxy-meroacyl-AMP-2	methoxy-meroacyl-AMP-2	C69H127N5O9P	-1	0
cpd16967	cis-39-C58oyl-ACP	cis-39-C58oyl-ACP	C69H133N2O9PRS	-1	0
cpd16968	cis-39-C58oyl-AMP	cis-39-C58oyl-AMP	C68H125N5O9P	-1	0
cpd16969	1-2-sn-glycerol-3-phosphate-C16-C19	1-2-sn-glycerol-3-phosphate-C16-C19	C38H74O8P	-1	0
cpd16970	1-2-sn-glycerol-3-phosphate-C19-C19 (dup2)	1-2-sn-glycerol-3-phosphate-C19-C19 (dup2)	C41H80O8P	-1	0
cpd16971	peptidoglycan-subunit--for-Mycobacterium-tuberculosis-TB1	peptidoglycan-subunit--for-Mycobacterium-tuberculosis-TB1	C39H64N8O19	-2	0
cpd16972	peptidoglycan-subunit--for-Mycobacterium-tuberculosis-TB2 (dup2)	peptidoglycan-subunit--for-Mycobacterium-tuberculosis-TB2 (dup2)	C39H64N8O19	-2	0
cpd16973	Polyprenyl-mannose (dup2)	Polyprenyl-mannose (dup2)	C11H20O12P2	-2	0
cpd16974	phosphatidyl-1D-myo-inositol-C160	phosphatidyl-1D-myo-inositol-C160	C41H78O13P	-1	0
cpd16975	(R)-2-methyl-3-oxopropanoate (dup2)	(R)-2-methyl-3-oxopropanoate (dup2)	C4H5O3	-1	0
cpd16976	tetra-mycolyl-hexa-arabinose-compounds--all	tetra-mycolyl-hexa-arabinose-compounds--all	C86H167O4	-1	0
cpd16977	tetra-methyl-lignoceric-acid (dup2)	tetra-methyl-lignoceric-acid (dup2)	C28H55O2	-1	0
cpd16978	trehalose-dimycolate--alpha-mycolate--methoxymycolate-tdm1	trehalose-dimycolate--alpha-mycolate--methoxymycolate-tdm1	C177H342O16	0	0
cpd16979	trehalose-dimycolate--alpha-mycolate--methoxymycolate-tdm2	trehalose-dimycolate--alpha-mycolate--methoxymycolate-tdm2	C179H346O16	0	0
cpd16980	trehalose-dimycolate--alpha-mycolate--ketomycolate-tdm3 (dup2)	trehalose-dimycolate--alpha-mycolate--ketomycolate-tdm3 (dup2)	C176H338O16	0	0
cpd16981	trehalose-dimycolate--alpha-mycolate--methoxymycolate-tdm4 (dup2)	trehalose-dimycolate--alpha-mycolate--methoxymycolate-tdm4 (dup2)	C178H342O16	0	0
cpd16982	trans-cyclopropane-keto-meroacid-1-mycolate	trans-cyclopropane-keto-meroacid-1-mycolate	C86H167O4	-1	0
cpd16983	trans-cyclopropane-keto-meroacid-1-mycolate-ppm	trans-cyclopropane-keto-meroacid-1-mycolate-ppm	C97H186O15P2	-2	0
cpd16984	trans-keto-1-trehalose-monomyclolate	trans-keto-1-trehalose-monomyclolate	C98H188O14	0	0
cpd16985	trans-keto-1-trehalose-monomyclolate-phosphate	trans-keto-1-trehalose-monomyclolate-phosphate	C98H188O17P	-1	0
cpd16986	trans-cyclopropane-keto-meroacid-1-ACP	trans-cyclopropane-keto-meroacid-1-ACP	C71H135N2O9PRS	-1	0
cpd16987	trans-cyclopropane-keto-meroacid-1-AMP	trans-cyclopropane-keto-meroacid-1-AMP	C70H127N5O9P	-1	0
cpd16988	trans-cyclopropane-methoxy-meroacid-1-mycolate	trans-cyclopropane-methoxy-meroacid-1-mycolate	C87H171O4	-1	0
cpd16989	trans-cyclopropane-methoxy-meroacid-1-mycolate-ppm	trans-cyclopropane-methoxy-meroacid-1-mycolate-ppm	C98H190O15P2	-2	0
cpd16990	trans-methoxy-1-trehalose-monomyclolate	trans-methoxy-1-trehalose-monomyclolate	C99H192O14	0	0
cpd16991	trans-methoxy-1-trehalose-monomyclolate-phosphate	trans-methoxy-1-trehalose-monomyclolate-phosphate	C99H192O17P	-1	0
cpd16992	tetramycolyl-hexaarabinoside--tdm1--tdm2-tre---Mtb (dup2)	tetramycolyl-hexaarabinoside--tdm1--tdm2-tre---Mtb (dup2)	C368H706O41	0	0
cpd16993	tetramycolyl-hexaarabinoside--tdm1--tdm3--tre---Mtb (dup2)	tetramycolyl-hexaarabinoside--tdm1--tdm3--tre---Mtb (dup2)	C365H698O41	0	0
cpd16994	tetramycolyl-hexaarabinoside--tdm1--tdm4--tre---Mtb (dup2)	tetramycolyl-hexaarabinoside--tdm1--tdm4--tre---Mtb (dup2)	C367H702O41	0	0
cpd16995	tetramycolyl-hexaarabinoside--tdm2--tdm3--tre---Mtb (dup2)	tetramycolyl-hexaarabinoside--tdm2--tdm3--tre---Mtb (dup2)	C367H702O41	0	0
cpd16996	tetramycolyl-hexaarabinoside--tdm2--tdm4--tre---Mtb (dup2)	tetramycolyl-hexaarabinoside--tdm2--tdm4--tre---Mtb (dup2)	C369H706O41	0	0
cpd16997	tetramycolyl-hexaarabinoside--tdm3--tdm4--tre---Mtb (dup2)	tetramycolyl-hexaarabinoside--tdm3--tdm4--tre---Mtb (dup2)	C366H698O41	0	0
cpd16998	tri-methyl-lignoceric-acid-TB	tri-methyl-lignoceric-acid-TB	C27H53O2	-1	0
cpd16999	trans-cyclopropane-methoxy-meroacid-1-ACP	trans-cyclopropane-methoxy-meroacid-1-ACP	C72H139N2O9PRS	-1	0
cpd17000	trans-cyclopropane-methoxy-meroacid-1-AMP	trans-cyclopropane-methoxy-meroacid-1-AMP	C71H131N5O9P	-1	0
cpd17001	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroypterin	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroypterin	C9H14N4O3	0	0
cpd17002	5'-deoxyribose (dup2)	5'-deoxyribose (dup2)	C5H10O4	0	0
cpd17003	Cr(OH)3	Cr(OH)3	CrO3H3	0	0
cpd17004	CMP-8-amino-3,8-dideoxy-D-manno-oct-2-ulosonic acid	CMP-8-amino-3,8-dideoxy-D-manno-oct-2-ulosonic acid	C17H26N4O14P	-1	0
cpd17005	Co3+	Co3+	Co	3	0
cpd17006	DNA, Shewanella oneidensis MR-1	DNA, Shewanella oneidensis MR-1	C977H1127N373O600P100	-100	0
cpd17007	Iso-C17:0 ACP	Iso-C17:0 ACP	C17H33O1X	0	0
cpd17008	Iso-C13:0	Iso-C13:0	C13H25O2	-1	0
cpd17009	Iso-C13:0 ACP	Iso-C13:0 ACP	C13H25OX	0	0
cpd17010	Fatty Acid (n-C5:0 ACP)	Fatty Acid (n-C5:0 ACP)	C5H9OX	0	0
cpd17011	Iso-C14:0 ACP	Iso-C14:0 ACP	C14H27OX	0	0
cpd17012	iso-C15:0 ACP	iso-C15:0 ACP	C15H29OX	0	0
cpd17013	Iso-C16:0 ACP	Iso-C16:0 ACP	C16H31OX	0	0
cpd17014	Iso-C7:0 ACP	Iso-C7:0 ACP	C7H13OX	0	0
