id	name	abbreviation	direction	thermoReversibility	status	defaultProtons	equation
rxn06335	(S)-2-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine	S-(2-methylbutanoyl)transferase	=	=	OK	0	(1) cpd00449[c] + (1) cpd00760[c] <=> (1) cpd00010[c] + (1) cpd14703[c]
rxn06336	rxn06336	rxn06336	=	=	MI:C-26/N-7/O-17/P-3/S-1|CI:3|HI:41	0	(1) cpd00760[c] <=> (1) cpd12803[c]
rxn06337	rxn06337	rxn06337	=	=	MI:N-1/R-1|CI:2|HI:-1	0	(1) cpd00766[c] + (1) cpd11609[c] <=> (1) cpd00335[c] + (1) cpd11610[c]
rxn06338	UDPglucose:phosphopolyprenol D-glucosyltransferase	UDPglucose:phosphopolyprenol D-glucosyltransferase	=	=	OK	0	(1) cpd00026[c] + (1) cpd11804[c] <=> (1) cpd00014[c] + (1) cpd12391[c]
rxn06339	rxn06339	rxn06339	=	=	MI:N-1/R-1|CI:6	0	(1) cpd00774[c] + (1) cpd11609[c] <=> (6) cpd00067[c] + (1) cpd01624[c] + (1) cpd11610[c]
rxn06340	rxn06340	rxn06340	=	=	MI:C-30/O-1|HI:50	0	(1) cpd00776[c] <=> (1) cpd12825[c]
rxn06341	11beta-Hydroxysteroid:NADP+ 11-oxidoreductase	11beta-Hydroxysteroid:NADP+ 11-oxidoreductase	=	=	OK	0	(1) cpd00006[c] + (1) cpd11805[c] <=> (1) cpd00005[c] + (1) cpd00067[c] + (1) cpd11987[c]
rxn06342	2-Hydroxypyridine, hydrogen-donor:oxygen oxidoreductase	(5-hydroxylating)	=	=	MI:N1/R1|HI:-2	0	(1) cpd00007[c] + (1) cpd01645[c] + (1) cpd11610[c] <=> (1) cpd00001[c] + (1) cpd00778[c] + (1) cpd11609[c]
rxn06343	3-Hydroxycyclohexanone:acceptor 1-oxidoreductase	3-Hydroxycyclohexanone:acceptor 1-oxidoreductase	=	=	MI:N-1/R-1|HI:2	0	(1) cpd02066[c] + (1) cpd11609[c] <=> (1) cpd00784[c] + (1) cpd11610[c]
rxn06344	Formate:ferricytochrome-c-553 oxidoreductase	Formate:ferricytochrome-c-553 oxidoreductase	=	=	CI:1	0	(1) cpd00047[c] + (1) cpd00109[c] <=> (1) cpd00011[c] + (1) cpd00067[c] + (1) cpd00110[c]
rxn06345	Procollagen-L-proline,2-oxoglutarate:oxygen oxidoreductase	(3-hydroxylating)	=	>	OK	0	(1) cpd00007[c] + (1) cpd00024[c] + (1) cpd11811[c] <=> (1) cpd00011[c] + (1) cpd00036[c] + (1) cpd12539[c]
rxn06346	Procollagen-L-proline,2-oxoglutarate:oxygen oxidoreductase	(4-hydroxylating)	=	>	OK	0	(1) cpd00007[c] + (1) cpd00024[c] + (1) cpd11811[c] <=> (1) cpd00011[c] + (1) cpd00036[c] + (1) cpd12540[c]
rxn06347	(3R)-3-Hydroxyacyl-CoA hydro-lyase	(3R)-3-Hydroxyacyl-CoA hydro-lyase	=	=	OK	0	(1) cpd11812[c] <=> (1) cpd00001[c] + (1) cpd11813[c]
rxn06348	Protein-N(pai)-phosphohistidine:sugar N(pai)-phosphotransferase	Protein-N(pai)-phosphohistidine:sugar N(pai)-phosphotransferase	=	>	OK	0	(1) cpd00067[c] + (1) cpd00082[c] + (1) cpd12508[c] <=> (1) cpd00802[c] + (1) cpd11712[c]
rxn06349	6-Phospho-beta-D-galactoside 6-phosphogalactohydrolase	6-Phospho-beta-D-galactoside 6-phosphogalactohydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd12403[c] <=> (1) cpd00057[c] + (1) cpd00818[c]
rxn06350	rxn06350	rxn06350	=	=	MI:N-1/R-1|HI:2	0	(1) cpd00820[c] + (1) cpd11609[c] <=> (1) cpd03853[c] + (1) cpd11610[c]
rxn06351	Corticosterone,reduced-adrenal-ferredoxin:oxygen oxidoreductase	(18-hydroxylating)	=	=	OK	0	(1) cpd00007[c] + (1) cpd01450[c] + (1) cpd11723[c] <=> (1) cpd00001[c] + (1) cpd00827[c] + (1) cpd11724[c]
rxn06352	rxn06352	rxn06352	=	=	MI:N-1/R-1|CI:2	0	(1) cpd00827[c] + (1) cpd11609[c] <=> (2) cpd00067[c] + (1) cpd01228[c] + (1) cpd11610[c]
rxn06353	UDP-D-xylose:flavonol-3-O-glycoside D-xylosyltransferase	UDP-D-xylose:flavonol-3-O-glycoside D-xylosyltransferase	=	=	OK	0	(1) cpd00163[c] + (1) cpd14487[c] <=> (1) cpd00014[c] + (1) cpd02517[c]
rxn06355	ATP:[acetyl-CoA carboxylase] phosphotransferase	ATP:[acetyl-CoA carboxylase] phosphotransferase	=	=	OK	0	(1) cpd00002[c] + (1) cpd11816[c] <=> (1) cpd00008[c] + (1) cpd11832[c]
rxn06356	[Acetyl-CoA carboxylase] phosphate phosphohydrolase	[Acetyl-CoA carboxylase] phosphate phosphohydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd11832[c] <=> (1) cpd00009[c] + (1) cpd00067[c] + (1) cpd11816[c]
rxn06357	ATP:beta-adrenergic-receptor phosphotransferase	ATP:beta-adrenergic-receptor phosphotransferase	=	=	OK	0	(1) cpd00002[c] + (1) cpd11817[c] <=> (1) cpd00008[c] + (1) cpd12474[c]
rxn06358	trans-4-Hydroxy-L-proline:(acceptor) oxidoreductase	trans-4-Hydroxy-L-proline:(acceptor) oxidoreductase	=	=	MI:N-1/R-1|HI:2	0	(1) cpd00851[c] + (1) cpd11609[c] <=> (1) cpd02625[c] + (1) cpd11610[c]
rxn06359	4-chlorophenylacetate,NADH:oxygen oxidoreductase (3,4-hydroxylating,	dechlorinating)	=	=	OK	0	(1) cpd00004[c] + (1) cpd00007[c] + (1) cpd01972[c] <=> (1) cpd00003[c] + (1) cpd00099[c] + (1) cpd00854[c]
rxn06361	17alpha-Hydroxyprogesterone,hydrogen-donor:oxygen oxidoreductase	(21-hydroxylating)	=	=	MI:N1/R1|HI:-2	0	(1) cpd00007[c] + (1) cpd00866[c] + (1) cpd11610[c] <=> (1) cpd00001[c] + (1) cpd03268[c] + (1) cpd11609[c]
rxn06362	1-Phosphatidyl-D-myo-inositol inositolphosphohydrolase	1-Phosphatidyl-D-myo-inositol inositolphosphohydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd11822[c] <=> (1) cpd00867[c] + (1) cpd11423[c]
rxn06363	Dolichyl-D-xylosyl-phosphate:protein D-xylosyltransferase	Dolichyl-D-xylosyl-phosphate:protein D-xylosyltransferase	=	>	MI:C-10|HI:16	0	(1) cpd00067[c] + (1) cpd11463[c] + (1) cpd11821[c] <=> (1) cpd11619[c] + (1) cpd12092[c]
rxn06364	1-Phosphatidyl-D-myo-inositol 2-acylhydrolase	1-Phosphatidyl-D-myo-inositol 2-acylhydrolase	=	=	OK	0	(1) cpd00001[c] + (1) cpd11822[c] <=> (1) cpd00049[c] + (1) cpd00067[c] + (1) cpd12399[c]
rxn06365	ATP:1-Phosphatidyl-1D-myo-inositol 4-phosphotransferase	STT4	=	=	OK	0	(1) cpd00002[c] + (1) cpd11822[c] <=> (1) cpd00008[c] + (1) cpd11837[c]
rxn06366	ATP:1-phosphatidyl-1D-myo-inositol 3-phosphotransferase	TOR2	=	=	OK	0	(1) cpd00002[c] + (1) cpd11822[c] <=> (1) cpd00008[c] + (1) cpd12572[c]
rxn06367	1-Phosphatidyl-1D-myo-inositol 3-phosphate 3-phosphohydrolase	1-Phosphatidyl-1D-myo-inositol 3-phosphate 3-phosphohydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd12572[c] <=> (1) cpd00009[c] + (1) cpd00067[c] + (1) cpd11822[c]
rxn06368	1-Phosphatidyl-D-myo-inositol inositolphosphohydrolase	(cyclic-phosphate-forming)	=	=	OK	0	(1) cpd11822[c] <=> (1) cpd02639[c] + (1) cpd11423[c]
rxn06369	Acyl-[acyl-carrier-protein],hydrogen-donor:oxygen oxidoreductase	Acyl-[acyl-carrier-protein],hydrogen-donor:oxygen oxidoreductase	=	=	MI:O7/C11/R1/N3/P1|CI:-1|HI:-22	0	(1) cpd00007[c] + (1) cpd11610[c] + (1) cpd12458[c] <=> (2) cpd00001[c] + (1) cpd11609[c] + (1) cpd11825[c]
rxn06370	Protein lysine,2-oxoglutarate:oxygen oxidoreductase	(5-hydroxylating)	=	=	MI:O1/C-1/N-1/R-2|CI:1|HI:-4	0	(1) cpd00007[c] + (1) cpd00024[c] + (1) cpd12043[c] <=> (1) cpd00001[c] + (1) cpd00011[c] + (1) cpd00036[c] + (1) cpd00889[c]
rxn06372	S-Adenosyl-L-methionine:unsaturated-phospholipid methyltransferase	(methenylating)	=	>	OK	0	(1) cpd00017[c] + (1) cpd11827[c] <=> (1) cpd00019[c] + (1) cpd00067[c] + (1) cpd12496[c]
rxn06373	S-Adenosyl-L-methionine:unsaturated-phospholipid methyltransferase	(cyclizing)	=	>	OK	0	(1) cpd00017[c] + (1) cpd11827[c] <=> (1) cpd00019[c] + (1) cpd00067[c] + (1) cpd12523[c]
rxn06374	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine aldehydohydrolase	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine aldehydohydrolase	=	>	MI:C-1|CI:1|HI:1	0	(1) cpd00001[c] + (1) cpd02822[c] <=> (1) cpd00908[c] + (1) cpd11616[c]
rxn06375	1-Acyl-sn-glycero-3-phosphoethanolamine aldehydohydrolase	1-Acyl-sn-glycero-3-phosphoethanolamine aldehydohydrolase	=	=	MI:C-17/R1|CI:-1|HI:34	0	(1) cpd00001[c] + (1) cpd12547[c] <=> (1) cpd00049[c] + (1) cpd00908[c]
rxn06376	S-Adenosyl-L-methionine:phosphatidyl-N-methylethanolamine	OPI3_1	=	=	OK	0	(1) cpd00017[c] + (1) cpd11829[c] <=> (1) cpd00019[c] + (1) cpd12514[c]
rxn06377	glycine:lipoylprotein oxidoreductase (decarboxylating and	GCCa	=	>	OK	0	(1) cpd00033[c] + (1) cpd00067[c] + (1) cpd12005[c] <=> (1) cpd00011[c] + (1) cpd11830[c]
rxn06378	1-Phosphatidyl-1D-myo-inositol-4,5-bisphosphate	PLC1	=	>	OK	0	(1) cpd00001[c] + (1) cpd12582[c] <=> (1) cpd00916[c] + (1) cpd11423[c]
rxn06379	Acyl-CoA:1-alkyl-sn-glycero-3-phosphocholine O-acyltransferase	Acyl-CoA:1-alkyl-sn-glycero-3-phosphocholine O-acyltransferase	=	>	OK	0	(1) cpd02649[c] + (1) cpd11611[c] <=> (1) cpd00010[c] + (1) cpd12678[c]
rxn06380	Kynurenate,acceptor:oxygen oxidoreductase (hydroxylating)	Kynurenate,acceptor:oxygen oxidoreductase (hydroxylating)	=	=	MI:N1/R1|HI:-2	0	(1) cpd00007[c] + (1) cpd01182[c] + (1) cpd11610[c] <=> (1) cpd00917[c] + (1) cpd11609[c]
rxn06381	ADP-D-ribosyl-[dinitrogen reductase] ADPribosylhydrolase	ADP-D-ribosyl-[dinitrogen reductase] ADPribosylhydrolase	=	=	OK	0	(1) cpd00001[c] + (1) cpd11833[c] <=> (1) cpd01296[c] + (1) cpd12292[c]
rxn06382	NAD+:[dinitrogen reductase](ADP-D-ribosyl)transferase	NAD+:[dinitrogen reductase](ADP-D-ribosyl)transferase	=	=	OK	0	(1) cpd00003[c] + (1) cpd12292[c] <=> (1) cpd00067[c] + (1) cpd00133[c] + (1) cpd11833[c]
rxn06383	ATP:[pyruvate dehydrogenase (lipoamide)] phosphotransferase	ATP:[pyruvate dehydrogenase (lipoamide)] phosphotransferase	=	=	OK	0	(1) cpd00002[c] + (1) cpd11834[c] <=> (1) cpd00008[c] + (1) cpd11840[c]
rxn06384	[Pyruvate dehydrogenase (lipoamide)]-phosphate phosphohydrolase	[Pyruvate dehydrogenase (lipoamide)]-phosphate phosphohydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd11840[c] <=> (1) cpd00009[c] + (1) cpd00067[c] + (1) cpd11834[c]
rxn06385	1-Alkyl-2-acetyl-sn-glycero-3-phosphate phosphohydrolase	1-Alkyl-2-acetyl-sn-glycero-3-phosphate phosphohydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd11835[c] <=> (1) cpd00009[c] + (1) cpd00067[c] + (1) cpd12400[c]
rxn06386	Acetyl-CoA:1-alkyl-sn-glycero-3-phosphate 2-O-acetyltransferase	Acetyl-CoA:1-alkyl-sn-glycero-3-phosphate 2-O-acetyltransferase	=	>	OK	0	(1) cpd00022[c] + (1) cpd12438[c] <=> (1) cpd00010[c] + (1) cpd11835[c]
rxn06387	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol acylhydrolase	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol acylhydrolase	=	>	OK	0	(2) cpd00001[c] + (1) cpd12371[c] <=> (2) cpd00049[c] + (2) cpd00067[c] + (1) cpd03197[c]
rxn06388	CMP-N-acetylneuraminate:1,2-diacyl-3-beta-D-galactosyl-sn-glycerol	N-acetylneuraminyltransferase	=	=	OK	0	(1) cpd00112[c] + (1) cpd12371[c] <=> (1) cpd00046[c] + (1) cpd12636[c]
rxn06389	ATP:1-phosphatidyl-1D-myo-inositol-4-phosphate 5-phosphotransferase	MSS4	=	=	OK	0	(1) cpd00002[c] + (1) cpd11837[c] <=> (1) cpd00008[c] + (1) cpd12582[c]
rxn06390	ATP:[L-glutamate:ammonia ligase (ADP-forming)] adenylyltransferase	ATP:[L-glutamate:ammonia ligase (ADP-forming)] adenylyltransferase	=	>	OK	0	(1) cpd00002[c] + (1) cpd11838[c] <=> (1) cpd00012[c] + (1) cpd11841[c]
rxn06391	Adenylyl-[L-glutamate:ammonia ligase (ADP-forming)]	adenylylhydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd11841[c] <=> (1) cpd00018[c] + (1) cpd11838[c]
rxn06392	N-Acetyl-D-glucosaminylphosphatidylinositol acetyhydrolase	N-Acetyl-D-glucosaminylphosphatidylinositol acetyhydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd11839[c] <=> (1) cpd00029[c] + (1) cpd00067[c] + (1) cpd12500[c]
rxn06393	CMP-N-acetylneuraminate:lactosylceramide	alpha-2,3-N-acetylneuraminyltransferase	=	=	OK	0	(1) cpd00112[c] + (1) cpd00947[c] <=> (1) cpd00046[c] + (1) cpd12599[c]
rxn06394	rxn06394	rxn06394	=	<	OK	0	(1) cpd00232[c] + (1) cpd00947[c] <=> (1) cpd00001[c] + (1) cpd12599[c]
rxn06395	Phylloquinone, hydrogen-donor:oxygen oxidoreductase	(2,3-epoxidizing)	=	=	MI:N1/R1|HI:-2	0	(1) cpd00007[c] + (1) cpd01401[c] + (1) cpd11610[c] <=> (1) cpd00001[c] + (1) cpd03477[c] + (1) cpd11609[c]
rxn06396	UDP-N-acetyl-D-glucosamine:O-glycosyl-glycoprotein	beta-1,3-N-acetyl-D-glucosaminyltransferase	=	=	OK	0	(1) cpd00037[c] + (1) cpd12472[c] <=> (1) cpd00014[c] + (1) cpd11842[c]
rxn06397	UDP-N-acetyl-D-glucosamine:O-oligosaccharide-glycoprotein	beta-1,6-N-acetyl-D-glucosaminyltransferase	=	=	OK	0	(1) cpd00037[c] + (1) cpd11842[c] <=> (1) cpd00014[c] + (1) cpd02992[c]
rxn06398	[3-Methyl-2-oxobutanoate dehydrogenase (lipoamide)]-phosphate	phosphohydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd11843[c] <=> (1) cpd00009[c] + (1) cpd00067[c] + (1) cpd12596[c]
rxn06399	ATP:[3-methyl-2-oxobutanoate dehydrogenase (lipoamide)]	phosphotransferase	=	=	OK	0	(1) cpd00002[c] + (1) cpd12596[c] <=> (1) cpd00008[c] + (1) cpd11843[c]
rxn06400	GDP-L-fucose:1,4-beta-D-galactosyl-N-acetyl-D-glucosaminyl-R	3-L-fucosyltransferase	=	=	OK	0	(1) cpd00272[c] + (1) cpd12584[c] <=> (1) cpd00031[c] + (1) cpd00959[c]
rxn06401	RX:glutathione R-transferase	RX:glutathione R-transferase	=	=	MI:R1|CI:-1|HI:2	0	(1) cpd00042[c] + (1) cpd11846[c] <=> (1) cpd11844[c] + (1) cpd12076[c]
rxn06402	UDPglucose:phenol beta-D-glucosyltransferase	UDPglucose:phenol beta-D-glucosyltransferase	=	=	OK	0	(1) cpd00026[c] + (1) cpd11848[c] <=> (1) cpd00014[c] + (1) cpd01240[c]
rxn06403	D-Glucoside glucohydrolase	D-Glucoside glucohydrolase	=	>	OK	0	(1) cpd00001[c] + (1) cpd01240[c] <=> (1) cpd00027[c] + (1) cpd11848[c]
rxn06404	RS-CH2-CH(NH3+)COO- thiol-lyase (deaminating)	RS-CH2-CH(NH3+)COO- thiol-lyase (deaminating)	=	>	OK	0	(1) cpd00001[c] + (1) cpd00067[c] + (1) cpd12213[c] <=> (1) cpd00013[c] + (1) cpd00020[c] + (1) cpd11849[c]
rxn06405	RHg+ mercuric-lyase	RHg+ mercuric-lyase	=	=	CI:1	0	(1) cpd00975[c] <=> (1) cpd00531[c] + (1) cpd11855[c]
rxn06406	donor:hydrogen-peroxide oxidoreductase	donor:hydrogen-peroxide oxidoreductase	=	=	OK	0	(1) cpd00025[c] + (1) cpd11850[c] <=> (2) cpd00001[c] + (1) cpd12040[c]
rxn06407	Sulfur oxidoreductase	Sulfur oxidoreductase	=	=	OK	0	(1) cpd00074[c] + (1) cpd11850[c] <=> (1) cpd00239[c] + (1) cpd12040[c]
rxn06408	Alkanal,reduced-FMN:oxygen oxidoreductase (1-hydroxylating,	luminescing)	=	=	CI:-1	0	(1) cpd00007[c] + (1) cpd01270[c] + (1) cpd11616[c] <=> (1) cpd00001[c] + (1) cpd00049[c] + (1) cpd00050[c] + (1) cpd11632[c]
rxn06409	Iodide:hydrogen-peroxide oxidoreductase	Iodide:hydrogen-peroxide oxidoreductase	=	=	OK	0	(1) cpd00067[c] + (1) cpd01654[c] + (1) cpd12742[c] <=> (1) cpd00069[c] + (1) cpd00994[c]
rxn06410	Acetyl-CoA:histone acetyltransferase	Acetyl-CoA:histone acetyltransferase	=	=	MI:C7/N3/O2/R2|HI:-13	0	(1) cpd00022[c] + (1) cpd11866[c] <=> (1) cpd00010[c] + (1) cpd11990[c]
rxn06411	3'-Phosphoadenylylsulfate:keratan 6'-sulfotransferase	3'-Phosphoadenylylsulfate:keratan 6'-sulfotransferase	=	<	MI:O-3/S-1|CI:1|HI:-1	0	(1) cpd00044[c] <=> (1) cpd00045[c]
rxn06412	R-CHOH-R':NADP+ oxidoreductase	R-CHOH-R':NADP+ oxidoreductase	=	=	OK	0	(1) cpd00006[c] + (1) cpd11901[c] <=> (1) cpd00005[c] + (1) cpd00067[c] + (1) cpd11872[c]
rxn06413	rxn06413	rxn06413	=	=	MI:Fe-2/R-4/S-6|CI:-6|HI:2	0	(1) cpd00001[c] + (1) cpd01042[c] + (1) cpd11621[c] <=> (1) cpd00007[c] + (1) cpd01034[c] + (1) cpd11935[c]
rxn06414	ADP-sugar sugarphosphohydrolase	ADP-sugar sugarphosphohydrolase	=	<	MI:O-5/C-6|HI:10	0	(1) cpd00001[c] + (1) cpd11875[c] <=> (1) cpd00018[c] + (1) cpd11794[c]
rxn06415	Chlorite:acceptor oxidoreductase	Chlorite:acceptor oxidoreductase	=	=	MI:N1/R1|HI:-2	0	(1) cpd01053[c] + (1) cpd11610[c] <=> (1) cpd00001[c] + (1) cpd01054[c] + (1) cpd11609[c]
rxn06416	L-glycol:NAD+ oxidoreductase	L-glycol:NAD+ oxidoreductase	=	=	OK	0	(1) cpd00003[c] + (1) cpd11881[c] <=> (1) cpd00004[c] + (1) cpd00067[c] + (1) cpd12366[c]
rxn06417	L-glycol:NADP+ oxidoreductase	L-glycol:NADP+ oxidoreductase	=	=	OK	0	(1) cpd00006[c] + (1) cpd11881[c] <=> (1) cpd00005[c] + (1) cpd00067[c] + (1) cpd12366[c]
rxn06418	Hydrogen selenide:NADP+ oxidoreductase	Hydrogen selenide:NADP+ oxidoreductase	=	=	CI:14	0	(3) cpd00001[c] + (3) cpd00005[c] + (1) cpd01078[c] <=> (3) cpd00006[c] + (9) cpd00067[c] + (1) cpd03387[c]
rxn06419	Hydrogen-selenide:(acceptor) oxidoreductase	Hydrogen-selenide:(acceptor) oxidoreductase	=	=	MI:O2/N-1/R-1|CI:2|HI:2	0	(1) cpd00001[c] + (1) cpd01078[c] + (1) cpd11609[c] <=> (1) cpd03387[c] + (1) cpd11610[c]
rxn06420	L-Selenocysteine reductase	L-Selenocysteine reductase	=	=	MI:N1/R1|HI:-2	0	(1) cpd01608[c] + (1) cpd11610[c] <=> (1) cpd00035[c] + (1) cpd01078[c] + (1) cpd11609[c]
rxn06421	Selenocysteine reductase	Selenocysteine reductase	=	=	MI:N1/R1|HI:-2	0	(1) cpd03389[c] + (1) cpd11610[c] <=> (1) cpd00035[c] + (1) cpd01078[c] + (1) cpd11609[c]
rxn06422	Hydrogen-sulfide:ferredoxin oxidoreductase	Hydrogen-sulfide:ferredoxin oxidoreductase	=	=	MI:O3	0	(1) cpd01078[c] + (1) cpd11621[c] <=> (1) cpd03387[c] + (1) cpd11620[c]
rxn06423	(gamma-L-Glutamyl)-N1-(4-hydroxymethylphenyl)hydrazine:(aaceptor)	gamma-glutamyltransferase	=	=	OK	0	(1) cpd01091[c] + (1) cpd11609[c] <=> (1) cpd00067[c] + (1) cpd02290[c] + (1) cpd02477[c]
rxn06424	rxn06424	rxn06424	=	=	OK	0	(1) cpd00001[c] + (1) cpd01099[c] + (1) cpd11621[c] <=> (1) cpd00007[c] + (2) cpd00067[c] + (1) cpd03226[c] + (1) cpd11620[c]
rxn06425	Diphthine:ammonia ligase (ADP-forming)	Diphthine:ammonia ligase (ADP-forming)	=	>	OK	0	(1) cpd00002[c] + (1) cpd00013[c] + (1) cpd11893[c] <=> (1) cpd00008[c] + (1) cpd00009[c] + (1) cpd00067[c] + (1) cpd11953[c]
rxn06426	flavonoid,NADPH:oxygen oxidoreductase (3'-hydroxylating)	flavonoid,NADPH:oxygen oxidoreductase (3'-hydroxylating)	=	>	CI:2	0	(1) cpd00005[c] + (1) cpd00007[c] + (1) cpd11896[c] <=> (1) cpd00001[c] + (1) cpd00006[c] + (1) cpd00067[c] + (1) cpd12187[c]
rxn06427	Substrate,reduced-flaboprotein:oxygen oxidoreductase	(RH-hydroxylating or -epoxidizing)	=	=	OK	0	(1) cpd00007[c] + (1) cpd01124[c] + (1) cpd12238[c] <=> (1) cpd00001[c] + (1) cpd03354[c] + (1) cpd12264[c]
rxn06428	ATP:protamine O-phosphotransferase	ATP:protamine O-phosphotransferase	=	=	MI:O-3/P-1|CI:1	0	(1) cpd00002[c] + (1) cpd11900[c] <=> (1) cpd00008[c] + (1) cpd12167[c]
rxn06429	NADH:(quinone-acceptor) oxidoreductase	NADH:(quinone-acceptor) oxidoreductase	=	=	MI:C20/R-1|HI:-39	0	(1) cpd00004[c] + (1) cpd00067[c] + (1) cpd11904[c] <=> (1) cpd00003[c] + (1) cpd02111[c]
rxn06430	rxn06430	rxn06430	=	=	MI:O-2/C9/R-1|CI:1|HI:-32	0	(1) cpd00012[c] + (1) cpd11904[c] <=> (1) cpd00067[c] + (1) cpd03214[c] + (1) cpd12727[c]
rxn06431	Vitamin K:oxidized-dithiothreitol oxidoreductase	Vitamin K:oxidized-dithiothreitol oxidoreductase	=	=	MI:C20/R-1|HI:-39	0	(1) cpd00001[c] + (1) cpd00823[c] + (1) cpd11904[c] <=> (1) cpd00228[c] + (1) cpd03477[c]
rxn06432	L-Arginine:tRNA(Arg) ligase (AMP-forming)	ARGTRS	=	>	OK	0	(1) cpd00002[c] + (1) cpd00051[c] + (1) cpd00067[c] + (1) cpd11907[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12036[c]
rxn06433	L-Aspartate:tRNAAsp ligase (AMP-forming)	ASPARTATE--TRNAASN-LIGASE-RXN	=	=	MI:C5/N-5/O13/P2/R2|CI:-2|HI:-11	0	(1) cpd00002[c] + (1) cpd00041[c] + (1) cpd11908[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12829[c]
rxn06434	L-Asparagine:tRNA(Asn) ligase (AMP-forming)	ASNTRS	=	>	OK	0	(1) cpd00002[c] + (1) cpd00067[c] + (1) cpd00132[c] + (1) cpd11908[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12313[c]
rxn06435	L-Cysteine:tRNA(Cys) ligase (AMP-forming)	CYSTRS	=	>	OK	0	(1) cpd00002[c] + (1) cpd00067[c] + (1) cpd00084[c] + (1) cpd11910[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12255[c]
rxn06436	L-Glutamate:tRNA(Gln) ligase (AMP-forming)	rbs_390	=	=	MI:C10/O13/P2/R1|CI:-2|HI:-15	0	(1) cpd00002[c] + (1) cpd00023[c] + (1) cpd11911[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12828[c]
rxn06437	L-Glutamine:tRNA(Gln) ligase (AMP-forming)	GLNTRS	=	>	OK	0	(1) cpd00002[c] + (1) cpd00053[c] + (1) cpd00067[c] + (1) cpd11911[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12060[c]
rxn06438	Glycine:tRNA(Gly) ligase (AMP-forming)	GLYTRS	=	>	OK	0	(1) cpd00002[c] + (1) cpd00033[c] + (1) cpd00067[c] + (1) cpd11913[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12100[c]
rxn06439	L-Histidine:tRNA(His) ligase (AMP-forming)	HISTRS	=	>	OK	0	(1) cpd00002[c] + (1) cpd00067[c] + (1) cpd00119[c] + (1) cpd11914[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12228[c]
rxn06440	L-Isoleucine:tRNA(Ile) ligase (AMP-forming)	ILETRS	=	>	OK	0	(1) cpd00002[c] + (1) cpd00067[c] + (1) cpd00322[c] + (1) cpd11915[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12256[c]
rxn06441	L-Leucine:tRNA(Leu) ligase (AMP-forming)	LEUTRS	=	>	OK	0	(1) cpd00002[c] + (1) cpd00067[c] + (1) cpd00107[c] + (1) cpd11916[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12003[c]
rxn06442	L-Lysine:tRNALys ligase (AMP-forming)	LYSTRS	=	>	MI:C-10/N-5/O-2|CI:-1|HI:12	0	(1) cpd00002[c] + (1) cpd00039[c] + (1) cpd11917[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd01326[c]
rxn06443	L-Methionine:tRNAMet ligase (AMP-forming)	METTRS	=	>	OK	0	(1) cpd00002[c] + (1) cpd00060[c] + (1) cpd00067[c] + (1) cpd11918[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12105[c]
rxn06444	L-Phenylalanine:tRNA(Ala) ligase (AMP-forming)	PHETRS	=	>	OK	0	(1) cpd00002[c] + (1) cpd00066[c] + (1) cpd00067[c] + (1) cpd11919[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12335[c]
rxn06445	L-Proline:tRNA(Pro) ligase (AMP-forming)	PROTRS	=	>	OK	0	(1) cpd00002[c] + (1) cpd00067[c] + (1) cpd00129[c] + (1) cpd11920[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12164[c]
rxn06446	L-Serine:tRNA(Ser) ligase (AMP-forming)	SERTRS	=	>	OK	0	(1) cpd00002[c] + (1) cpd00054[c] + (1) cpd11921[c] <=> (1) cpd00012[c] + (1) cpd00018[c] + (1) cpd12132[c]
