id	primary_name	equation	definition	status	paired reactions
rxn06506	11beta,21-Dihydroxy-5beta-pregnane-3,20-dione:(acceptor)	(1) cpd03256[0] + (1) cpd11609[0] <=> (1) cpd01450[0] + (1) cpd11610[0]	(1) 5beta-Pregnane-11beta,21-diol-3,20-dione[c] + (1) A[c] <=> (1) AH2[c] + (1) Corticosterone[c]	MI:N-1/R-1|HI:2	
rxn06507	11-Deoxycorticosterone,reduced ferredoxin:oxygen oxidoreductase	(1) cpd00007[0] + (2) cpd00067[0] + (1) cpd02047[0] + (1) cpd11620[0] <=> (1) cpd00001[0] + (1) cpd01450[0] + (1) cpd11621[0]	(1) DOC[c] + (2) H+[c] + (1) O2[c] + (1) Reducedferredoxin[c] <=> (1) Corticosterone[c] + (1) H2O[c] + (1) Oxidizedferredoxin[c]	OK	
rxn06509	2,2-Dialkylglycine carboxylyase(amino-transferring)	(1) cpd00020[0] + (2) cpd00067[0] + (1) cpd12149[0] <=> (1) cpd00011[0] + (1) cpd00035[0] + (1) cpd12033[0]	(1) 2,2-Dialkylglycine[c] + (2) H+[c] + (1) Pyruvate[c] <=> (1) CO2[c] + (1) Dialkyl ketone[c] + (1) L-Alanine[c]	OK	
rxn06510	Lauroyl-CoA:acetyl-CoA C-acyltransferase	(1) cpd00022[0] + (1) cpd01260[0] <=> (1) cpd00010[0] + (1) cpd12689[0]	(1) Acetyl-CoA[c] + (1) Lauroyl-CoA[c] <=> (1) 3-Oxotetradecanoyl-CoA[c] + (1) CoA[c]	OK	
rxn06511	L-Arginyl-tRNA:protein arginyltransferase	(1) cpd11463[0] + (1) cpd12036[0] <=> (1) cpd11615[0] + (1) cpd11710[0]	(1) L-Arginyl-tRNA[c] + (1) Protein[c] <=> (1) L-Arginyl-protein[c] + (1) tRNA[c]	MI:C2/N-6/O11/R2/P2|CI:-2|HI:-6	
rxn06512	5-Methylbarbiturate amidohydrolase	(1) cpd00001[0] + (1) cpd12692[0] <=> (1) cpd00073[0] + (1) cpd01468[0]	(1) 5-Methylbarbiturate[c] + (1) H2O[c] <=> (1) Methylmalonate[c] + (1) Urea[c]	MI:O1|CI:-2	
rxn06513	N-Acetylindoxyl:oxygen oxidoreductase	(1) cpd01470[0] <=> (1) cpd00007[0] + (1) cpd01547[0]	(1) N-Acetylisatin[c] <=> (1) Acetylindoxyl[c] + (1) O2[c]	MI:O1|HI:-2	
rxn06514	Peptidylamidoglycolate peptidylamide-lyase	(1) cpd12288[0] <=> (1) cpd00040[0] + (1) cpd12041[0]	(1) Peptidylamidoglycolate[c] <=> (1) Glyoxalate[c] + (1) Peptidyl amide[c]	OK	
rxn06515	rxn06515	(1) cpd00017[0] + (1) cpd12043[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd12736[0]	(1) Protein lysine[c] + (1) S-Adenosyl-L-methionine[c] <=> (1) H+[c] + (1) Protein N6-methyl-L-lysine[c] + (1) S-Adenosyl-homocysteine[c]	OK	
rxn06516	Ubiquitin:protein-lysine N -ligase (AMP-forming)	(1) cpd00002[0] + (1) cpd11689[0] + (1) cpd12043[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd12359[0]	(1) ATP[c] + (1) Protein lysine[c] + (1) Ubiquitin[c] <=> (1) AMP[c] + (1) PPi[c] + (1) Protein N-ubiquityllysine[c]	MI:C-7/N-3/O-1/R-2|HI:11	
rxn06517	S-Alkyl-L-cysteine S-oxide alkyl-sulfenate-lyase	(1) cpd12379[0] <=> (1) cpd01495[0] + (1) cpd12050[0]	(1) S-Alkyl-L-cysteine S-oxide[c] <=> (1) Alkyl sulfenate[c] + (1) Dehydroalanine[c]	OK	
rxn06519	dATP:depurinated-DNA purinetransferase	(1) cpd00115[0] + (1) cpd12058[0] <=> (1) cpd09118[0] + (1) cpd11461[0]	(1) Depurinated DNA[c] + (1) dATP[c] <=> (1) DNA[c] + (1) Deoxyribose triphosphate[c]	MI:C-5/N-5/O-3/P-1/R1|CI:1|HI:4	
rxn06520	Glu-tRNA(Gln):L-glutamine amido-ligase(ADP-forming)	(1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00023[0] + (1) cpd12060[0] <=> (1) cpd00002[0] + (1) cpd00053[0] + (1) cpd12828[0]	(1) ADP[c] + (1) Gln-tRNA(Gln)[c] + (1) L-Glutamate[c] + (1) Phosphate[c] <=> (1) ATP[c] + (1) Glu-tRNA(Gln)[c] + (1) L-Glutamine[c]	MI:C10/O12/P2/R1|CI:-2|HI:-13	
rxn06521	Latia-luciferin, hydrogen-donor:oxygen oxidoreductase	(2) cpd00007[0] + (1) cpd01543[0] + (1) cpd11610[0] <=> (1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00047[0] + (1) cpd02224[0] + (1) cpd11609[0] + (1) cpd11632[0]	(1) AH2[c] + (1) Latia luciferin[c] + (2) O2[c] <=> (1) A[c] + (1) CO2[c] + (1) Formate[c] + (1) H2O[c] + (1) Oxidized Latia luciferin[c] + (1) hn[c]	MI:N1/R1|CI:-1|HI:-1	
rxn06522	Monocarboxylic acid amide amidohydrolase	(1) cpd00001[0] + (1) cpd12354[0] <=> (1) cpd00013[0] + (1) cpd00049[0]	(1) H2O[c] + (1) Monocarboxylic acid amide[c] <=> (1) Carboxylic acid[c] + (1) NH3[c]	OK	
rxn06523	Acetyl-CoA:alkane-alpha,omega-diamine N-acetyltransferase	(1) cpd00022[0] + (1) cpd12369[0] <=> (1) cpd00010[0] + (1) cpd01546[0]	(1) Acetyl-CoA[c] + (1) Alkane-alpha,omega-diamine[c] <=> (1) CoA[c] + (1) N-Acetyldiamine[c]	MI:C-1|HI:2	
rxn06524	Peptidylglycine,ascorbate:oxygen oxidoreductase (2-hydroxylating)	(1) cpd00007[0] + (1) cpd00059[0] + (1) cpd00067[0] + (1) cpd12066[0] <=> (1) cpd00001[0] + (1) cpd00335[0] + (1) cpd12288[0]	(1) H+[c] + (1) L-Ascorbate[c] + (1) O2[c] + (1) Peptidylglycine[c] <=> (1) Dehydroascorbate[c] + (1) H2O[c] + (1) Peptidylamidoglycolate[c]	OK	
rxn06525	NADH:protein-disulfide oxidoreductase	(1) cpd00003[0] + (1) cpd12072[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd12139[0]	(1) NAD[c] + (1) Protein dithiol[c] <=> (1) H+[c] + (1) NADH[c] + (1) Protein disulfide[c]	OK	
rxn06526	NADPH:protein-disulfide oxidoreductase	(1) cpd00006[0] + (1) cpd12072[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd12139[0]	(1) NADP[c] + (1) Protein dithiol[c] <=> (1) H+[c] + (1) NADPH[c] + (1) Protein disulfide[c]	OK	
rxn06527	Glutathione:protein-disulfide oxidoreductase	(1) cpd00111[0] + (1) cpd12072[0] <=> (2) cpd00042[0] + (1) cpd12139[0]	(1) Oxidized glutathione[c] + (1) Protein dithiol[c] <=> (2) GSH[c] + (1) Protein disulfide[c]	OK	
rxn06528	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase	(1) cpd00001[0] + (1) cpd12076[0] <=> (1) cpd00023[0] + (1) cpd12762[0]	(1) H2O[c] + (1) R-S-Glutathione[c] <=> (1) L-Glutamate[c] + (1) R-S-Alanylglycine[c]	OK	
rxn06529	poly-cis-Polyprenyl-diphosphate:isopentenyl-diphosphate	(1) cpd00113[0] + (1) cpd12460[0] <=> (1) cpd00012[0] + (1) cpd12077[0]	(1) Isopentenyldiphosphate[c] + (1) poly-cis-Polyprenyl diphosphate[c] <=> (1) PPi[c] + (1) Rubber[c]	MI:C-15/O-7/P-2|CI:2|HI:26	
rxn06530	Donor:hydrogen-peroxide oxidoreductase	(1) cpd01554[0] <=> (1) cpd14542[0]	(1) Sinapyl alcohol[c] <=> (1) Syringyl lignin[c]	MI:C-11/O-4|HI:14	
rxn06531	S-Adenosyl-L-methionine:mRNA (nucleoside-2'-O-)-methyltransferase	(1) cpd00017[0] + (1) cpd12082[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd12622[0]	(1) S-Adenosyl-L-methionine[c] + (1) m7G(5')pppR-RNA[c] <=> (1) H+[c] + (1) S-Adenosyl-homocysteine[c] + (1) m7G(5')pppRm-RNA (mRNA containing a 2'-O-methylpurine cap)[c]	OK	
rxn06532	L-Cysteine:tRNA sulfurtransferase	(1) cpd00084[0] + (1) cpd12083[0] <=> (1) cpd00054[0] + (1) cpd12487[0]	(1) 'Activated' tRNA[c] + (1) L-Cysteine[c] <=> (1) L-Serine[c] + (1) tRNA containing a thionucleotide[c]	MI:O1/S-1	
rxn06533	GDPmannose:phosphomannan mannosephosphotransferase	(1) cpd00083[0] <=> (1) cpd00126[0]	(1) GDP-mannose[c] <=> (1) GMP[c]	MI:C-6/O-8/P-1|CI:1|HI:10	
rxn06534	rxn06534	(1) cpd00644[0] + (1) cpd11609[0] <=> (1) cpd03534[0] + (1) cpd11610[0]	(1) A[c] + (1) PAN[c] <=> (1) AH2[c] + (1) Pantol[c]	MI:N-1/O-1/R-1|CI:1|HI:-3	
rxn06535	UDP-D-xylose:1,4-beta-D-xylan 4-beta-D-xylosyltransferase	(1) cpd00163[0] <=> (1) cpd00014[0]	(1) UDP-xylose[c] <=> (1) UDP[c]	MI:C-5/O-4|HI:8	
rxn06536	20alpha,22beta-Dihydroxycholesterol,ferredoxin:oxygen oxidoreductase	(1) cpd00007[0] + (1) cpd03275[0] <=> (1) cpd01342[0] + (1) cpd01585[0]	(1) 20alpha,22beta-Dihydroxycholesterol[c] + (1) O2[c] <=> (1) Isohexanal[c] + (1) Pregnenolone[c]	MI:O-2|HI:2	
rxn06537	S-Adenosyl-L-methionine:histone-L-lysine N6-methyltransferase	(1) cpd00017[0] + (1) cpd12101[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd12372[0]	(1) Histone-L-lysine[c] + (1) S-Adenosyl-L-methionine[c] <=> (1) H+[c] + (1) Histone N6-methyl-L-lysine[c] + (1) S-Adenosyl-homocysteine[c]	OK	
rxn06538	10-Formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase	(1) cpd00201[0] + (1) cpd12105[0] <=> (1) cpd00067[0] + (1) cpd00087[0] + (1) cpd12285[0]	(1) 10-Formyltetrahydrofolate[c] + (1) L-Methionyl-tRNA[c] <=> (1) H+[c] + (1) N-Formylmethionyl-tRNA[c] + (1) Tetrahydrofolate[c]	OK	
rxn06539	ATP:O-alkylglycerone phosphotransferase	(1) cpd00002[0] + (1) cpd12109[0] <=> (1) cpd00008[0] + (1) cpd12375[0]	(1) ATP[c] + (1) O-Alkylglycerone[c] <=> (1) ADP[c] + (1) O-Alkylglycerone phosphate[c]	OK	
rxn06540	Glutathione:poly(4-glutamyl-cysteinyl)glycine	(1) cpd00042[0] + (1) cpd12113[0] <=> (1) cpd00033[0] + (1) cpd12176[0]	(1) GSH[c] + (1) [Glu(-Cys)]n-Gly[c] <=> (1) Glycine[c] + (1) [Glu(-Cys)]n+1-Gly[c]	OK	
rxn06541	rxn06541	(1) cpd00012[0] + (1) cpd01628[0] <=> (1) cpd00067[0] + (1) cpd03214[0] + (1) cpd12727[0]	(1) PPi[c] + (1) Vitamin E[c] <=> (1) H+[c] + (1) Phytyl diphosphate[c] + (1) RING[c]	MI:O-2/C-9|CI:1|HI:11	
rxn06542	Iodide:hydrogen-peroxide oxidoreductase	(1) cpd00067[0] + (1) cpd00779[0] + (1) cpd12742[0] <=> (1) cpd00994[0] + (1) cpd01654[0]	(1) H+[c] + (1) HI[c] + (1) L-Diiodotyrosine[c] <=> (1) 3-Iodo-L-tyrosine[c] + (1) I2[c]	OK	
rxn06543	rxn06543	(1) cpd00001[0] + (1) cpd12278[0] <=> (1) cpd00067[0] + (1) cpd11971[0] + (1) cpd12127[0]	(1) Aryl dialkyl phosphate[c] + (1) H2O[c] <=> (1) Aryl alcohol[c] + (1) Dialkyl phosphate[c] + (1) H+[c]	MI:R5|HI:5	
rxn06544	UDPgalactose:glycosaminoglycan D-galactosyltransferase	(1) cpd00043[0] + (1) cpd12130[0] <=> (1) cpd00014[0] + (1) cpd12432[0]	(1) Glycosaminoglycan[c] + (1) UDP-galactose[c] <=> (1) D-Galactosylglycosaminoglycan[c] + (1) UDP[c]	MI:C-6/O-5|HI:10	
rxn06545	Pentachlorophenol,NADPH:oxygen oxidoreductase (hydroxylating,	(2) cpd00005[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd01685[0] <=> (1) cpd00001[0] + (2) cpd00006[0] + (1) cpd00099[0] + (1) cpd02174[0]	(1) H+[c] + (2) NADPH[c] + (1) O2[c] + (1) PCP[c] <=> (1) Cl-[c] + (1) H2O[c] + (2) NADP[c] + (1) Tetrachlorohydroquinone[c]	OK	
rxn06546	Protein-glutamine:amine gamma-glutamyltransferase	(1) cpd00067[0] + (1) cpd11929[0] + (1) cpd12140[0] <=> (1) cpd00013[0] + (1) cpd12360[0]	(1) Alkylamine[c] + (1) H+[c] + (1) Protein glutamine[c] <=> (1) NH3[c] + (1) Protein N5-alkylglutamine[c]	OK	
rxn06547	pyrimidodiazepine:glutathione-disulfide oxidoreductase	(1) cpd00001[0] + (1) cpd00111[0] + (1) cpd01690[0] <=> (2) cpd00042[0] + (1) cpd02315[0]	(1) H2O[c] + (1) Oxidized glutathione[c] + (1) Pyrimidodiazepine[c] <=> (1) 6-Pyruvoyltetrahydropterin[c] + (2) GSH[c]	OK	
rxn06548	UDP-sugar sugarphosphohydrolase	(1) cpd00001[0] + (1) cpd12681[0] <=> (1) cpd00091[0] + (1) cpd11794[0]	(1) H2O[c] + (1) UDP-sugar[c] <=> (1) UMP[c] + (1) beta-L-Aldose 1-phosphate[c]	MI:O17/C15/N2/P2|CI:-2|HI:-22	
rxn06549	Tetradecanoyl-CoA:glycylpeptide N-tetradecanoyltransferase	(1) cpd01695[0] + (1) cpd12002[0] <=> (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd12415[0]	(1) Glycylpeptide[c] + (1) Myristoyl-CoA[c] <=> (1) CoA[c] + (1) H+[c] + (1) N-Tetradecanoylglycylpeptide[c]	OK	
rxn06550	[Pyruvate kinase] phosphate phosphohydrolase	(1) cpd00001[0] + (1) cpd12396[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd12143[0]	(1) H2O[c] + (1) [Pyruvate kinase] phosphate[c] <=> (1) H+[c] + (1) Phosphate[c] + (1) [Pyruvate kinase][c]	OK	
rxn06551	3-Chloro-L-alanine chloride-lyase (adding thioglycolate)	(1) cpd01415[0] + (1) cpd01714[0] <=> (1) cpd00067[0] + (1) cpd00099[0] + (1) cpd02336[0]	(1) 3-Chloro-L-alanine[c] + (1) Thioglycolate[c] <=> (1) Cl-[c] + (1) H+[c] + (1) L-Carbocisteine[c]	OK	
rxn06552	Donor:hydrogen-peroxide oxidoreductase	(1) cpd01722[0] <=> (1) cpd14540[0]	(1) p-Coumaryl alcohol[c] <=> (1) p-Hydroxyphenyl lignin[c]	MI:C-9/O-2|HI:10	
rxn06553	rxn06553	(1) cpd00011[0] + (1) cpd01729[0] <=> (1) cpd12756[0]	(1) Aldoxime[c] + (1) CO2[c] <=> (1) 2-Oxoacid oxime[c]	MI:C-1/R1|CI:-1|HI:4	
rxn06554	L-Glutamine:D-glutamyl-peptide 5-glutamyltransferase	(1) cpd00053[0] + (1) cpd12155[0] <=> (1) cpd00013[0] + (1) cpd12429[0]	(1) D-Glutamyl-peptide[c] + (1) L-Glutamine[c] <=> (1) 5-Glutamyl-D-glutamyl-peptide[c] + (1) NH3[c]	OK	
rxn06555	D-Glutamine:D-glutamyl-peptide 5-glutamyltransferase	(1) cpd00610[0] + (1) cpd12155[0] <=> (1) cpd00013[0] + (1) cpd12429[0]	(1) D-Glutamine[c] + (1) D-Glutamyl-peptide[c] <=> (1) 5-Glutamyl-D-glutamyl-peptide[c] + (1) NH3[c]	OK	
rxn06556	Dodecanoyl-[acyl-carrier-protein] hydrolase	(1) cpd00001[0] + (1) cpd11468[0] <=> (1) cpd00067[0] + (1) cpd01741[0] + (1) cpd11493[0]	(1) Dodecanoyl-ACP[c] + (1) H2O[c] <=> (1) ACP[c] + (1) H+[c] + (1) ddca[c]	OK	
rxn06557	Hydrogen:ferricytochrome-c3 oxidoreductase	(2) cpd11640[0] + (1) cpd12157[0] <=> (4) cpd00067[0] + (1) cpd12159[0]	(1) Ferricytochrome c3[c] + (2) H2[c] <=> (1) Ferrocytochrome c3[c] + (4) H+[c]	CI:4	
rxn06558	3'-Phosphoadenylylsulfate:galactosylceramide 3'-sulfotransferase	(1) cpd00044[0] + (1) cpd01743[0] <=> (1) cpd00045[0] + (1) cpd12830[0]	(1) 3-phosphoadenylylsulfate[c] + (1) Cerebroside[c] <=> (1) Adenosine 3-5-bisphosphate[c] + (1) Sulfatide[c]	OK	
rxn06559	Palmitoyl-CoA:myelin-proteolipid O-palmitoyltransferase	(1) cpd00134[0] + (1) cpd12165[0] <=> (1) cpd00010[0] + (1) cpd12534[0]	(1) Myelin proteolipid[c] + (1) Palmitoyl-CoA[c] <=> (1) CoA[c] + (1) O-Palmitoyl-[myelin proteolipid][c]	OK	
rxn06560	ATP:myosin-heavy-chain O-phosphotransferase	(1) cpd00002[0] + (1) cpd12166[0] <=> (1) cpd00008[0] + (1) cpd12411[0]	(1) ATP[c] + (1) Myosin heavy chain[c] <=> (1) ADP[c] + (1) Myosin heavy-chain phosphate[c]	OK	
rxn06561	Peptide-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)	(1) cpd00007[0] + (1) cpd12168[0] <=> (1) cpd12339[0]	(1) O2[c] + (1) Peptide tryptophan[c] <=> (1) Peptide formylkynurenine[c]	OK	
rxn06562	Phosphatidylserine 1-acylhydrolase	(1) cpd00001[0] + (1) cpd11455[0] <=> (1) cpd00049[0] + (1) cpd03558[0]	(1) H2O[c] + (1) ps_BS[c] <=> (1) 2-Acyl-sn-glycero-3-phosphoserine[c] + (1) Carboxylic acid[c]	MI:O1/C1|CI:-1|HI:1	
rxn06563	Photinus-luciferin:oxygen	(1) cpd00002[0] + (1) cpd00007[0] + (1) cpd01776[0] <=> (1) cpd00011[0] + (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd02378[0] + (1) cpd11632[0]	(1) ATP[c] + (1) O2[c] + (1) Photinus luciferin[c] <=> (1) AMP[c] + (1) CO2[c] + (1) Oxidized Photinus luciferin[c] + (1) PPi[c] + (1) hn[c]	OK	
rxn06564	[xanthine-dehydrogenase]:glutathione-disulfide S-oxidoreductase	(1) cpd00111[0] + (1) cpd12346[0] <=> (2) cpd00042[0] + (1) cpd12177[0]	(1) Oxidized glutathione[c] + (1) [Xanthine dehydrogenase][c] <=> (2) GSH[c] + (1) [Xanthine oxidase][c]	OK	
rxn06565	UDPglucose:poly(glycerol-phosphate) alpha-D-glucosyltransferase	(1) cpd00026[0] + (1) cpd12183[0] <=> (1) cpd00014[0] + (1) cpd12563[0]	(1) (Glycerophosphate)n[c] + (1) UDP-glucose[c] <=> (1) UDP[c] + (1) alpha-D-Glucosylpoly(glycerol phosphate)[c]	OK	
rxn06566	CDPglycerol:poly(glycerophosphate) glycerophosphotransferase	(1) cpd00402[0] <=> (1) cpd00046[0]	(1) CDPglycerol[c] <=> (1) CMP[c]	MI:C-3/O-5/P-1|CI:1|HI:6	
rxn06567	2-Acetyl-1-alkyl-sn-glycerol acetylhydrolase	(1) cpd00001[0] + (1) cpd12400[0] <=> (1) cpd00029[0] + (1) cpd00067[0] + (1) cpd12184[0]	(1) 1-Alkyl-2-acetyl-sn-glycerol[c] + (1) H2O[c] <=> (1) 1-Alkyl-sn-glycerol[c] + (1) Acetate[c] + (1) H+[c]	OK	
rxn06568	1-Alkyl-sn-glycerol,tetrahydrobiopterin:oxygen oxidoreductase	(1) cpd00007[0] + (1) cpd00233[0] + (1) cpd12184[0] <=> (1) cpd00001[0] + (1) cpd00231[0] + (1) cpd12365[0]	(1) 1-Alkyl-sn-glycerol[c] + (1) O2[c] + (1) Tetrahydrobiopterin[c] <=> (1) 1-Hydroxyalkyl-sn-glycerol[c] + (1) Dihydrobiopterin[c] + (1) H2O[c]	MI:C1|HI:-2	
rxn06569	Triacylglycerol:3beta-hydroxysterol O-acyltransferase	(1) cpd01808[0] + (1) cpd11677[0] <=> (1) cpd02256[0] + (1) cpd11423[0]	(1) 3beta-Hydroxysterol[c] + (1) Triglyceride[c] <=> (1) 1,2-Diacyl-sn-glycerol[c] + (1) 3beta-Hydroxysterol ester[c]	MI:C10/O-1|HI:-14	
rxn06570	S-Adenosyl-L-methionine:calmodulin-L-lysine N6-methyltransferase	(1) cpd00017[0] + (1) cpd12190[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd12431[0]	(1) Calmodulin L-lysine[c] + (1) S-Adenosyl-L-methionine[c] <=> (1) Calmodulin N6-methyl-L-lysine[c] + (1) H+[c] + (1) S-Adenosyl-homocysteine[c]	OK	
rxn06571	Cypridina-luciferin:oxygen 2-oxidoreductase(decarboxylating)	(1) cpd00007[0] + (1) cpd01828[0] <=> (1) cpd00011[0] + (1) cpd02420[0] + (1) cpd11632[0]	(1) Cypridina luciferin[c] + (1) O2[c] <=> (1) CO2[c] + (1) Oxidized Cypridina luciferin[c] + (1) hn[c]	OK	
rxn06572	3'-Phosphoadenylylsulfate:heparin-glucosamine 3-O-sulfotransferase	(1) cpd00044[0] + (1) cpd12193[0] <=> (1) cpd00045[0] + (1) cpd12454[0]	(1) 3-phosphoadenylylsulfate[c] + (1) Heparin-glucosamine[c] <=> (1) Adenosine 3-5-bisphosphate[c] + (1) Heparin-glucosamine 3-O-sulfate[c]	MI:O-3/S-1|HI:-1	
rxn06573	N5-Acyl-L-ornithine-ester hydrolase	(1) cpd00001[0] + (1) cpd12355[0] <=> (1) cpd00057[0] + (1) cpd00067[0] + (1) cpd12203[0]	(1) H2O[c] + (1) N5-Acyl-L-ornithine ester[c] <=> (1) Alcohol[c] + (1) H+[c] + (1) N5-Acyl-L-ornithine[c]	OK	
rxn06574	UDPglucose:zeatin 7-glucosyltransferase	(1) cpd00026[0] + (1) cpd12204[0] <=> (1) cpd00014[0] + (1) cpd12544[0]	(1) N6-Alkylaminopurine[c] + (1) UDP-glucose[c] <=> (1) N6-Alkylaminopurine-7-beta-D-glucoside[c] + (1) UDP[c]	OK	
rxn06575	Dolichyl-phosphate-D-mannose:protein O-D-mannosyltransferase	(1) cpd00067[0] + (1) cpd11463[0] + (1) cpd12407[0] <=> (1) cpd11619[0] + (1) cpd12205[0]	(1) Dolichyl phosphate D-mannose[c] + (1) H+[c] + (1) Protein[c] <=> (1) Dolichyl phosphate[c] + (1) O-D-Mannosylprotein[c]	OK	
rxn06576	Peptide-L-aspartate,2-oxoglutarate:oxygen oxidoreductase	(1) cpd00007[0] + (1) cpd00024[0] + (1) cpd12208[0] <=> (1) cpd00011[0] + (1) cpd00036[0] + (1) cpd12435[0]	(1) 2-Oxoglutarate[c] + (1) O2[c] + (1) Peptide L-aspartate[c] <=> (1) CO2[c] + (1) Peptide 3-hydroxy-L-aspartate[c] + (1) Succinate[c]	OK	
rxn06577	NAD+:peptide-diphthamide N-(ADP-D-ribosyl)transferase	(1) cpd00003[0] + (1) cpd11953[0] <=> (1) cpd00067[0] + (1) cpd00133[0] + (1) cpd12522[0]	(1) Diphthamide[c] + (1) NAD[c] <=> (1) EF-2 N-(ADP-D-ribosyl)diphthamide[c] + (1) H+[c] + (1) Nicotinamide[c]	OK	
rxn06578	Protein-N(pai)-phosphohistidine:sugar N(pai)-phosphotransferase	(1) cpd00067[0] + (1) cpd00212[0] + (1) cpd12508[0] <=> (1) cpd01850[0] + (1) cpd11712[0]	(1) H+[c] + (1) L-Sorbose[c] + (1) Protein N-pros-phosphohistidine[c] <=> (1) L-Sorbose 1P[c] + (1) Protein histidine[c]	OK	
rxn06579	Watasenia-luciferin:oxygen 2-oxidoreductase (decarboxylating)	(1) cpd00007[0] + (1) cpd01854[0] <=> (1) cpd00011[0] + (1) cpd02421[0] + (1) cpd11632[0]	(1) O2[c] + (1) Watasenia luciferin[c] <=> (1) CO2[c] + (1) Oxidized Watasenia luciferin[c] + (1) hn[c]	OK	
rxn06580	beta-Cyclopiazonate:(acceptor) oxidoreductase (cyclizing)	(1) cpd01856[0] + (1) cpd11609[0] <=> (1) cpd01940[0] + (1) cpd11610[0]	(1) A[c] + (1) beta-Cyclopiazonate[c] <=> (1) AH2[c] + (1) alpha-Cyclopiazonate[c]	MI:N-1/R-1|HI:2	
rxn06581	GDP-L-fucose:beta-D-galactosyl-R 2-fucosyltransferase	(1) cpd00272[0] + (1) cpd12218[0] <=> (1) cpd00031[0] + (1) cpd12552[0]	(1) GDP-L-fucose[c] + (1) beta-D-Galactosyl-R[c] <=> (1) GDP[c] + (1) alpha-L-Fucosyl-1,2-beta-D-galactosyl-R[c]	OK	
rxn06582	GDPmannose:tRNA(Asp)-quenosine O-5''-beta-D-mannosyltransferase	(1) cpd00083[0] + (1) cpd12220[0] <=> (1) cpd00031[0] + (1) cpd12565[0]	(1) GDP-mannose[c] + (1) tRNA(Asp)-queuosine[c] <=> (1) GDP[c] + (1) tRNA(Asp)-O-5''-beta-D-mannosylqueuosine[c]	OK	
rxn06583	CDPribitol:poly(ribitol phosphate) ribitolphosphotransferase	(1) cpd00584[0] <=> (1) cpd00046[0]	(1) CDP-ribitol[c] <=> (1) CMP[c]	MI:C-5/O-7/P-1|CI:1|HI:10	
rxn06584	S-(2-Hydroxyacyl)glutathione hydrolase	(1) cpd00001[0] + (1) cpd12422[0] <=> (1) cpd00042[0] + (1) cpd12221[0]	(1) H2O[c] + (1) S-(2-Hydroxyacyl)glutathione[c] <=> (1) 2-Hydroxy carboxylate[c] + (1) GSH[c]	OK	
rxn06585	3-Methylbutanoyl-CoA:(acceptor) oxidoreductase	(1) cpd01882[0] + (1) cpd11609[0] <=> (1) cpd01966[0] + (1) cpd11610[0]	(1) A[c] + (1) Isovaleryl-CoA[c] <=> (1) AH2[c] + (1) Dimethylacryloyl-CoA[c]	MI:N-1/R-1|HI:2	
rxn06586	3-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine	(1) cpd00449[0] + (1) cpd01882[0] <=> (1) cpd00010[0] + (1) cpd14699[0]	(1) Dihydrolipoamide[c] + (1) Isovaleryl-CoA[c] <=> (1) CoA[c] + (1) S-(3-Methylbutanoyl)-dihydrolipoamide-E[c]	OK	
rxn06587	rxn06587	(1) cpd01882[0] <=> (1) cpd12803[0]	(1) Isovaleryl-CoA[c] <=> (1) Branched chain fatty acid[c]	MI:C-26/N-7/O-17/P-3/S-1|CI:3|HI:41	
rxn06588	4-Chlorobenzoyl CoA chlorohydrolase	(1) cpd00001[0] + (1) cpd03822[0] <=> (1) cpd00067[0] + (1) cpd00099[0] + (1) cpd01892[0]	(1) 4-Chlorobenzoyl-CoA[c] + (1) H2O[c] <=> (1) 4-Hydroxybenzoyl-CoA[c] + (1) Cl-[c] + (1) H+[c]	OK	
rxn06589	(+)-Camphor,reduced-rubredoxin:oxygen oxidoreductase	(1) cpd00007[0] + (1) cpd01943[0] + (1) cpd11651[0] <=> (1) cpd00001[0] + (1) cpd01894[0] + (1) cpd11681[0]	(1) 2,5-Diketocamphane[c] + (1) O2[c] + (1) Reduced rubredoxin[c] <=> (1) 5-Oxo-1,2-campholide[c] + (1) H2O[c] + (1) Oxidized rubredoxin[c]	OK	
rxn06590	Chondroitin-D-glucuronate 5-epimerase	(1) cpd11670[0] <=> (1) cpd11678[0]	(1) Chondroitin[c] <=> (1) Dermatan[c]	OK	
