id	name	source	features	aliases
ftr31420	oxoglutarate dehydrogenase (succinyl-transferring) (EC 1.2.4.2)	KEGG	null	searchname:oxoglutaratedehydrogenase(succinyl-transferring)(ec);kegg:2-ketoglutarate dehydrogenase (EC 1.2.4.2);kegg:2-oxoglutarate dehydrogenase (EC 1.2.4.2);kegg:2-oxoglutarate: lipoate oxidoreductase (EC 1.2.4.2);kegg:2-oxoglutarate:lipoamide 2-oxidoreductase (decarboxylating and acceptor-succinylating) (EC 1.2.4.2);kegg:alpha-ketoglutarate dehydrogenase (EC 1.2.4.2);kegg:alphaketoglutaric acid dehydrogenase (EC 1.2.4.2);kegg:alpha-ketoglutaric dehydrogenase (EC 1.2.4.2);kegg:alpha-oxoglutarate dehydrogenase (EC 1.2.4.2);kegg:AKGDH (EC 1.2.4.2);kegg:OGDC (EC 1.2.4.2);kegg:ketoglutaric dehydrogenase (EC 1.2.4.2);kegg:oxoglutarate decarboxylase (EC 1.2.4.2);kegg:oxoglutarate dehydrogenase (EC 1.2.4.2);kegg:oxoglutarate dehydrogenase (lipoamide) (EC 1.2.4.2)
ftr31421	pyruvate dehydrogenase (acetyl-transferring) (EC 1.2.4.1)	KEGG	null	searchname:pyruvatedehydrogenase(acetyl-transferring)(ec);kegg:MtPDC (mitochondrial pyruvate dehydogenase complex) (EC 1.2.4.1);kegg:pyruvate decarboxylase (EC 1.2.4.1);kegg:pyruvate dehydrogenase (EC 1.2.4.1);kegg:pyruvate dehydrogenase (lipoamide) (EC 1.2.4.1);kegg:pyruvate dehydrogenase complex (EC 1.2.4.1);kegg:pyruvate:lipoamide 2-oxidoreductase (decarboxylating and acceptor-acetylating) (EC 1.2.4.1);kegg:pyruvic acid dehydrogenase (EC 1.2.4.1);kegg:pyruvic dehydrogenase (EC 1.2.4.1)
ftr31422	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) (EC 1.2.4.4)	KEGG	null	searchname:3-methyl-2-oxobutanoatedehydrogenase(2-methylpropanoyl-transferring)(ec);kegg:2-oxoisocaproate dehydrogenase (EC 1.2.4.4);kegg:2-oxoisovalerate (lipoate) dehydrogenase (EC 1.2.4.4);kegg:3-methyl-2-oxobutanoate dehydrogenase (lipoamide) (EC 1.2.4.4);kegg:3-methyl-2-oxobutanoate:lipoamide oxidoreductase (decarboxylating and acceptor-2-methylpropanoylating) (EC 1.2.4.4);kegg:alpha-keto-alpha-methylvalerate dehydrogenase (EC 1.2.4.4);kegg:alpha-ketoisocaproate dehydrogenase (EC 1.2.4.4);kegg:alpha-ketoisocaproic dehydrogenase (EC 1.2.4.4);kegg:alpha-ketoisocaproic-alpha-keto-alpha-methylvaleric dehydrogenase (EC 1.2.4.4);kegg:alpha-ketoisovalerate dehydrogenase (EC 1.2.4.4);kegg:alpha-oxoisocaproate dehydrogenase (EC 1.2.4.4);kegg:BCKDH (EC 1.2.4.4);kegg:BCOAD (EC 1.2.4.4);kegg:branched chain keto acid dehydrogenase (EC 1.2.4.4);kegg:branched-chain (-2-oxoacid) dehydrogenase (BCD) (EC 1.2.4.4);kegg:branched-chain 2-keto acid dehydrogenase (EC 1.2.4.4);kegg:branched-chain 2-oxo acid dehydrogenase (EC 1.2.4.4);kegg:branched-chain alpha-keto acid dehydrogenase (EC 1.2.4.4);kegg:branched-chain alpha-oxo acid dehydrogenase (EC 1.2.4.4);kegg:branched-chain keto acid dehydrogenase (EC 1.2.4.4);kegg:branched-chain ketoacid dehydrogenase (EC 1.2.4.4);kegg:dehydrogenase, 2-oxoisovalerate (lipoate) (EC 1.2.4.4);kegg:dehydrogenase, branched chain alpha-keto acid (EC 1.2.4.4)
ftr31423	pyridoxal oxidase (EC 1.2.3.8)	KEGG	null	searchname:pyridoxaloxidase(ec)
ftr31424	indole-3-acetaldehyde oxidase (EC 1.2.3.7)	KEGG	null	searchname:indole-3-acetaldehydeoxidase(ec);kegg:indoleacetaldehyde oxidase (EC 1.2.3.7);kegg:IAAld oxidase (EC 1.2.3.7);kegg:AO1 (EC 1.2.3.7);kegg:indole-3-acetaldehyde:oxygen oxidoreductase (EC 1.2.3.7)
ftr31425	aryl-aldehyde oxidase (EC 1.2.3.9)	KEGG	null	searchname:aryl-aldehydeoxidase(ec)
ftr31426	exo-(1->4)-alpha-D-glucan lyase (EC 4.2.2.13)	KEGG	null	searchname:exo-(1->4)-alpha-d-glucanlyase(ec);kegg:alpha-(1->4)-glucan 1,5-anhydro-D-fructose eliminase (EC 4.2.2.13);kegg:alpha-1,4-glucan exo-lyase (EC 4.2.2.13);kegg:alpha-1,4-glucan lyase (EC 4.2.2.13);kegg:GLase (EC 4.2.2.13)
ftr31427	glucuronan lyase (EC 4.2.2.14)	KEGG	null	searchname:glucuronanlyase(ec);kegg:(1,4)-beta-D-glucuronan lyase (EC 4.2.2.14)
ftr31428	poly(alpha-L-guluronate) lyase (EC 4.2.2.11)	KEGG	null	searchname:poly(alpha-l-guluronate)lyase(ec);kegg:alginase II (EC 4.2.2.11);kegg:guluronate lyase (EC 4.2.2.11);kegg:L-guluronan lyase (EC 4.2.2.11);kegg:L-guluronate lyase (EC 4.2.2.11);kegg:poly-alpha-L-guluronate lyase (EC 4.2.2.11);kegg:polyguluronate-specific alginate lyase (EC 4.2.2.11);kegg:poly(alpha-L-1,4-guluronide) exo-lyase (EC 4.2.2.11)
ftr31429	xanthan lyase (EC 4.2.2.12)	KEGG	null	searchname:xanthanlyase(ec)
ftr31430	inulin fructotransferase (DFA-I-forming) (EC 4.2.2.17)	KEGG	null	searchname:inulinfructotransferase(dfa-i-forming)(ec);kegg:inulin fructotransferase (DFA-I-producing) (EC 4.2.2.17);kegg:inulin fructotransferase (depolymerizing, difructofuranose-1,2':2',1-dianhydride-forming) (EC 4.2.2.17);kegg:inulin D-fructosyl-D-fructosyltransferase (1,2':1',2-dianhydride-forming) (EC 4.2.2.17);kegg:inulin D-fructosyl-D-fructosyltransferase (forming alpha-D-fructofuranose beta-D-fructofuranose 1,2':1',2-dianhydride) (EC 4.2.2.17);kegg:2,1-beta-D-fructan lyase (alpha-D-fructofuranose-beta-D-fructofuranose-1,2':2,1'-dianhydride-forming) (EC 4.2.2.17)
ftr31431	inulin fructotransferase (DFA-III-forming) (EC 4.2.2.18)	KEGG	null	searchname:inulinfructotransferase(dfa-iii-forming)(ec);kegg:inulin fructotransferase (DFA-III-producing) (EC 4.2.2.18);kegg:inulin fructotransferase (depolymerizing) (EC 4.2.2.18);kegg:inulase II (EC 4.2.2.18);kegg:inulinase II (EC 4.2.2.18);kegg:inulin fructotransferase (depolymerizing, difructofuranose-1,2':2,3'-dianhydride-forming) (EC 4.2.2.18);kegg:inulin D-fructosyl-D-fructosyltransferase (1,2':2,3'-dianhydride-forming) (EC 4.2.2.18);kegg:inulin D-fructosyl-D-fructosyltransferase (forming alpha-D-fructofuranose beta-D-fructofuranose 1,2':2,3'-dianhydride) (EC 4.2.2.18);kegg:2,1-beta-D-fructan lyase (alpha-D-fructofuranose-beta-D-fructofuranose-1,2':2,3'-dianhydride-forming) (EC 4.2.2.18)
ftr31432	anhydrosialidase (EC 4.2.2.15)	KEGG	null	searchname:anhydrosialidase(ec);kegg:anhydroneuraminidase (EC 4.2.2.15);kegg:sialglycoconjugate N-acylneuraminylhydrolase (2,7-cyclizing) (EC 4.2.2.15);kegg:sialidase L (EC 4.2.2.15)
ftr31433	levan fructotransferase (DFA-IV-forming) (EC 4.2.2.16)	KEGG	null	searchname:levanfructotransferase(dfa-iv-forming)(ec);kegg:2,6-beta-D-fructan D-fructosyl-D-fructosyltransferase (forming di-beta-D-fructofuranose 2,6':2',6-dianhydride) (EC 4.2.2.16);kegg:levan fructotransferase (EC 4.2.2.16);kegg:2,6-beta-D-fructan lyase (di-beta-D-fructofuranose-2,6':2',6-dianhydride-forming) (EC 4.2.2.16)
ftr31434	microsomal epoxide hydrolase (EC 3.3.2.9)	KEGG	null	searchname:microsomalepoxidehydrolase(ec);kegg:epoxide hydratase (ambiguous) (EC 3.3.2.9);kegg:microsomal epoxide hydratase (ambiguous) (EC 3.3.2.9);kegg:epoxide hydrase (EC 3.3.2.9);kegg:microsomal epoxide hydrase (EC 3.3.2.9);kegg:arene-oxide hydratase (ambiguous) (EC 3.3.2.9);kegg:benzo[a]pyrene-4,5-oxide hydratase (EC 3.3.2.9);kegg:benzo(a)pyrene-4,5-epoxide hydratase (EC 3.3.2.9);kegg:aryl epoxide hydrase (ambiguous) (EC 3.3.2.9);kegg:cis-epoxide hydrolase (EC 3.3.2.9);kegg:mEH (EC 3.3.2.9)
ftr31435	hepoxilin-epoxide hydrolase (EC 3.3.2.7)	KEGG	null	searchname:hepoxilin-epoxidehydrolase(ec);kegg:hepoxilin epoxide hydrolase (EC 3.3.2.7);kegg:hepoxylin hydrolase (EC 3.3.2.7);kegg:hepoxilin A3 hydrolase (EC 3.3.2.7)
ftr31436	limonene-1,2-epoxide hydrolase (EC 3.3.2.8)	KEGG	null	searchname:limonene-1,2-epoxidehydrolase(ec);kegg:limonene oxide hydrolase (EC 3.3.2.8);kegg:limonene-1,2-epoxide hydrolase (EC 3.3.2.8)
ftr31437	alkenylglycerophosphoethanolamine hydrolase (EC 3.3.2.5)	KEGG	null	searchname:alkenylglycerophosphoethanolaminehydrolase(ec)
ftr31438	isoflavone 3'-hydroxylase (EC 1.14.13.52)	KEGG	null	searchname:isoflavone3'-hydroxylase(ec);kegg:isoflavone 3'-monooxygenase (EC 1.14.13.52)
ftr31439	trans-epoxysuccinate hydrolase (EC 3.3.2.4)	KEGG	null	searchname:trans-epoxysuccinatehydrolase(ec);kegg:trans-epoxysuccinate hydratase (EC 3.3.2.4);kegg:tartrate epoxydase (EC 3.3.2.4)
ftr31440	succinate---CoA ligase (GDP-forming) (EC 6.2.1.4)	KEGG	null	searchname:succinate---coaligase(gdp-forming)(ec);kegg:succinyl-CoA synthetase (GDP-forming) (EC 6.2.1.4);kegg:succinyl coenzyme A synthetase (guanosine diphosphate-forming) (EC 6.2.1.4);kegg:succinate thiokinase (EC 6.2.1.4);kegg:succinic thiokinase (EC 6.2.1.4);kegg:succinyl coenzyme A synthetase (EC 6.2.1.4);kegg:succinate-phosphorylating enzyme (EC 6.2.1.4);kegg:P-enzyme (EC 6.2.1.4);kegg:SCS (EC 6.2.1.4);kegg:G-STK (EC 6.2.1.4);kegg:succinyl coenzyme A synthetase (GDP-forming) (EC 6.2.1.4);kegg:succinyl CoA synthetase (EC 6.2.1.4);kegg:succinyl coenzyme A synthetase (EC 6.2.1.4)
ftr31441	hydroxyethylthiazole kinase (EC 2.7.1.50)	KEGG	null	searchname:hydroxyethylthiazolekinase(ec);kegg:hydroxyethylthiazole kinase (phosphorylating) (EC 2.7.1.50);kegg:4-methyl-5-(beta-hydroxyethyl)thiazole kinase (EC 2.7.1.50)
ftr31442	glutarate---CoA ligase (EC 6.2.1.6)	KEGG	null	searchname:glutarate---coaligase(ec);kegg:glutaryl-CoA synthetase (EC 6.2.1.6);kegg:glutaryl coenzyme A synthetase (EC 6.2.1.6)
ftr31443	6-oxocineole dehydrogenase (EC 1.14.13.51)	KEGG	null	searchname:6-oxocineoledehydrogenase(ec);kegg:6-oxocineole oxygenase (EC 1.14.13.51)
ftr31444	oxalate---CoA ligase (EC 6.2.1.8)	KEGG	null	searchname:oxalate---coaligase(ec);kegg:oxalyl-CoA synthetase (EC 6.2.1.8);kegg:oxalyl coenzyme A synthetase (EC 6.2.1.8)
ftr31445	malate---CoA ligase (EC 6.2.1.9)	KEGG	null	searchname:malate---coaligase(ec);kegg:malyl-CoA synthetase (EC 6.2.1.9);kegg:malyl coenzyme A synthetase (EC 6.2.1.9);kegg:malate thiokinase (EC 6.2.1.9)
ftr31446	aspartate---ammonia ligase (EC 6.3.1.1)	KEGG	null	searchname:aspartate---ammonialigase(ec);kegg:asparagine synthetase (EC 6.3.1.1);kegg:L-asparagine synthetase (EC 6.3.1.1)
ftr31447	adenosylcobinamide-phosphate synthase (EC 6.3.1.10)	KEGG	null	searchname:adenosylcobinamide-phosphatesynthase(ec);kegg:CbiB (EC 6.3.1.10)
ftr31448	glutamate---putrescine ligase (EC 6.3.1.11)	KEGG	null	searchname:glutamate---putrescineligase(ec);kegg:gamma-glutamylputrescine synthetase (EC 6.3.1.11);kegg:YcjK (EC 6.3.1.11)
ftr31449	hydroxymethylpyrimidine kinase (EC 2.7.1.49)	KEGG	null	searchname:hydroxymethylpyrimidinekinase(ec);kegg:hydroxymethylpyrimidine kinase (phosphorylating) (EC 2.7.1.49)
ftr31450	uridine kinase (EC 2.7.1.48)	KEGG	null	searchname:uridinekinase(ec);kegg:pyrimidine ribonucleoside kinase (EC 2.7.1.48);kegg:uridine-cytidine kinase (EC 2.7.1.48);kegg:uridine kinase (phosphorylating) (EC 2.7.1.48);kegg:uridine phosphokinase (EC 2.7.1.48)
ftr31451	2'-hydroxydaidzein reductase (EC 1.3.1.51)	KEGG	null	searchname:2'-hydroxydaidzeinreductase(ec);kegg:NADPH:2'-hydroxydaidzein oxidoreductase (EC 1.3.1.51);kegg:HDR (EC 1.3.1.51);kegg:2'-hydroxydihydrodaidzein:NADP+ 2'-oxidoreductase (EC 1.3.1.51)
ftr31452	L-xylulokinase (EC 2.7.1.53)	KEGG	null	searchname:l-xylulokinase(ec);kegg:L-xylulokinase (phosphorylating) (EC 2.7.1.53)
ftr31453	fucokinase (EC 2.7.1.52)	KEGG	null	searchname:fucokinase(ec);kegg:fucokinase (phosphorylating) (EC 2.7.1.52);kegg:fucose kinase (EC 2.7.1.52);kegg:L-fucose kinase (EC 2.7.1.52);kegg:L-fucokinase (EC 2.7.1.52);kegg:ATP:6-deoxy-L-galactose 1-phosphotransferase (EC 2.7.1.52);kegg:ATP:L-fucose 1-phosphotransferase (EC 2.7.1.52)
ftr31454	shikimate dehydrogenase (EC 1.1.1.25)	KEGG	null	searchname:shikimatedehydrogenase(ec);kegg:dehydroshikimic reductase (EC 1.1.1.25);kegg:shikimate oxidoreductase (EC 1.1.1.25);kegg:shikimate:NADP+ oxidoreductase (EC 1.1.1.25);kegg:5-dehydroshikimate reductase (EC 1.1.1.25);kegg:shikimate 5-dehydrogenase (EC 1.1.1.25);kegg:5-dehydroshikimic reductase (EC 1.1.1.25);kegg:DHS reductase (EC 1.1.1.25);kegg:shikimate:NADP+ 5-oxidoreductase (EC 1.1.1.25);kegg:AroE (EC 1.1.1.25)
ftr31455	L-fuculokinase (EC 2.7.1.51)	KEGG	null	searchname:l-fuculokinase(ec);kegg:L-fuculokinase (phosphorylating) (EC 2.7.1.51);kegg:L-fuculose kinase (EC 2.7.1.51)
ftr31456	zeaxanthin 7,8-dioxygenase (EC 1.14.99.42)	KEGG	null	searchname:zeaxanthin7,8-dioxygenase(ec);kegg:zeaxanthin 7,8(7',8')-cleavage dioxygenase (EC 1.14.99.42);kegg:CsZCD (EC 1.14.99.42)
ftr31457	beta-amyrin 24-hydroxylase (EC 1.14.99.43)	KEGG	null	searchname:beta-amyrin24-hydroxylase(ec);kegg:sophoradiol 24-hydroxylase (EC 1.14.99.43);kegg:CYP93E1 (EC 1.14.99.43)
ftr31458	5,6-dimethylbenzimidazole synthase (EC 1.14.99.40)	KEGG	null	searchname:5,6-dimethylbenzimidazolesynthase(ec);kegg:BluB (EC 1.14.99.40)
ftr31459	all-trans-8'-apo-beta-carotenal 15,15'-oxygenase (EC 1.14.99.41)	KEGG	null	searchname:all-trans-8'-apo-beta-carotenal15,15'-oxygenase(ec);kegg:Diox1 (EC 1.14.99.41);kegg:ACO (EC 1.14.99.41);kegg:8'-apo-beta-carotenal 15,15'-oxygenase (EC 1.14.99.41)
ftr31460	ammonia monooxygenase (EC 1.14.99.39)	KEGG	null	searchname:ammoniamonooxygenase(ec);kegg:AMO (EC 1.14.99.39)
ftr31461	progesterone monooxygenase (EC 1.14.99.4)	KEGG	null	searchname:progesteronemonooxygenase(ec);kegg:progesterone hydroxylase (EC 1.14.99.4)
ftr31462	taxadiene 5alpha-hydroxylase (EC 1.14.99.37)	KEGG	null	searchname:taxadiene5alpha-hydroxylase(ec)
ftr31463	cholesterol 25-hydroxylase (EC 1.14.99.38)	KEGG	null	searchname:cholesterol25-hydroxylase(ec);kegg:cholesterol 25-monooxygenase (EC 1.14.99.38)
ftr31464	N,N'-diacetylchitobiose phosphorylase (EC 2.4.1.280)	KEGG	null	searchname:n,n'-diacetylchitobiosephosphorylase(ec);kegg:chbP (gene name) (EC 2.4.1.280)
ftr31465	benzoyl-CoA reductase (EC 1.3.7.8)	KEGG	null	searchname:benzoyl-coareductase(ec);kegg:benzoyl-CoA reductase (dearomatizing) (EC 1.3.7.8)
ftr31466	tryptophan 2,3-dioxygenase (EC 1.13.11.11)	KEGG	null	searchname:tryptophan2,3-dioxygenase(ec);kegg:tryptophan pyrrolase (ambiguous) (EC 1.13.11.11);kegg:tryptophanase (EC 1.13.11.11);kegg:tryptophan oxygenase (EC 1.13.11.11);kegg:tryptamine 2,3-dioxygenase (EC 1.13.11.11);kegg:tryptophan peroxidase (EC 1.13.11.11);kegg:indoleamine 2,3-dioxygenase (ambiguous) (EC 1.13.11.11);kegg:indolamine 2,3-dioxygenase (ambiguous) (EC 1.13.11.11);kegg:L-tryptophan pyrrolase (EC 1.13.11.11);kegg:TDO (EC 1.13.11.11);kegg:L-tryptophan 2,3-dioxygenase (EC 1.13.11.11)
ftr31467	diapolycopene oxygenase (EC 1.14.99.44)	KEGG	null	searchname:diapolycopeneoxygenase(ec);kegg:crtP (ambiguous) (EC 1.14.99.44)
ftr31468	carotene epsilon-monooxygenase (EC 1.14.99.45)	KEGG	null	searchname:caroteneepsilon-monooxygenase(ec);kegg:CYP97C1 (EC 1.14.99.45);kegg:LUT1 (EC 1.14.99.45)
ftr31469	gamma-glutamyl hydrolase (EC 3.4.19.9)	KEGG	null	searchname:gamma-glutamylhydrolase(ec);kegg:conjugase (EC 3.4.19.9);kegg:folate conjugase (EC 3.4.19.9);kegg:lysosomal gamma-glutamyl carboxypeptidase (EC 3.4.19.9);kegg:gamma-Glu-X carboxypeptidase (EC 3.4.19.9);kegg:pteroyl-poly-gamma-glutamate hydrolase (EC 3.4.19.9);kegg:carboxypeptidase G (EC 3.4.19.9);kegg:folic acid conjugase (EC 3.4.19.9);kegg:poly(gamma-glutamic acid) endohydrolase (EC 3.4.19.9);kegg:polyglutamate hydrolase (EC 3.4.19.9);kegg:poly(glutamic acid) hydrolase II (EC 3.4.19.9);kegg:pteroylpoly-gamma-glutamyl hydrolase (EC 3.4.19.9)
ftr31470	acrosin (EC 3.4.21.10)	KEGG	null	searchname:acrosin(ec);kegg:acrosomal proteinase (EC 3.4.21.10);kegg:acrozonase (EC 3.4.21.10);kegg:alpha-acrosin (EC 3.4.21.10);kegg:beta-acrosin (EC 3.4.21.10);kegg:upsilon-acrosin (EC 3.4.21.10);kegg:acrosomal protease (EC 3.4.21.10);kegg:acrosin amidase (EC 3.4.21.10)
ftr31471	sedolisin (EC 3.4.21.100)	KEGG	null	searchname:sedolisin(ec);kegg:Pseudomonas sp. pepstatin-insensitive carboxyl proteinase (EC 3.4.21.100);kegg:pseudomonapepsin (EC 3.4.21.100);kegg:pseudomonalisin (EC 3.4.21.100);kegg:sedolysin (EC 3.4.21.100)
ftr31472	RNA helicase (EC 3.6.4.13)	KEGG	null	searchname:rnahelicase(ec);kegg:CSFV NS3 helicase (EC 3.6.4.13);kegg:DBP2 (EC 3.6.4.13);kegg:DbpA (EC 3.6.4.13);kegg:DDX17 (EC 3.6.4.13);kegg:DDX25 (EC 3.6.4.13);kegg:DDX3 (EC 3.6.4.13);kegg:DDX3X (EC 3.6.4.13);kegg:DDX3Y (EC 3.6.4.13);kegg:DDX4 (EC 3.6.4.13);kegg:DDX5 (EC 3.6.4.13);kegg:DEAD-box protein DED1 (EC 3.6.4.13);kegg:DEAD-box RNA helicase (EC 3.6.4.13);kegg:DEAH-box protein 2 (EC 3.6.4.13);kegg:DEAH-box RNA helicase (EC 3.6.4.13);kegg:DED1 (EC 3.6.4.13);kegg:Dex(H/D) RNA helicase (EC 3.6.4.13);kegg:EhDEAD1 (EC 3.6.4.13);kegg:EhDEAD1 RNA helicase (EC 3.6.4.13);kegg:eIF4A helicase (EC 3.6.4.13);kegg:KOKV helicase (EC 3.6.4.13);kegg:Mtr4p (EC 3.6.4.13);kegg:nonstructural protein 3 helicase (EC 3.6.4.13);kegg:NPH-II (EC 3.6.4.13);kegg:RHA (EC 3.6.4.13);kegg:RNA helicase A (EC 3.6.4.13);kegg:RNA helicase DDX3 (EC 3.6.4.13);kegg:RNA helicase Hera (EC 3.6.4.13);kegg:RNA-dependent ATPase (EC 3.6.4.13);kegg:TGBp1 NTPase/helicase domain (EC 3.6.4.13);kegg:VRH1 (EC 3.6.4.13);kegg:GRTH/DDX25 (EC 3.6.4.13)
ftr31473	chymotrypsin (EC 3.4.21.1)	KEGG	null	searchname:chymotrypsin(ec);kegg:chymotrypsins A and B (EC 3.4.21.1);kegg:alpha-chymar ophth (EC 3.4.21.1);kegg:avazyme (EC 3.4.21.1);kegg:chymar (EC 3.4.21.1);kegg:chymotest (EC 3.4.21.1);kegg:enzeon (EC 3.4.21.1);kegg:quimar (EC 3.4.21.1);kegg:quimotrase (EC 3.4.21.1);kegg:alpha-chymar (EC 3.4.21.1);kegg:alpha-chymotrypsin A (EC 3.4.21.1);kegg:alpha-chymotrypsin (EC 3.4.21.1)
ftr31474	nucleoplasmin ATPase (EC 3.6.4.11)	KEGG	null	searchname:nucleoplasminatpase(ec)
ftr31475	nicotinate phosphoribosyltransferase (EC 2.4.2.11)	KEGG	null	searchname:nicotinatephosphoribosyltransferase(ec);kegg:niacin ribonucleotidase (EC 2.4.2.11);kegg:nicotinic acid mononucleotide glycohydrolase (EC 2.4.2.11);kegg:nicotinic acid mononucleotide pyrophosphorylase (EC 2.4.2.11);kegg:nicotinic acid phosphoribosyltransferase (EC 2.4.2.11);kegg:nicotinate-nucleotide:diphosphate phospho-alpha-D-ribosyltransferase (EC 2.4.2.11)
ftr31476	myosin ATPase (EC 3.6.4.1)	KEGG	null	searchname:myosinatpase(ec)
ftr31477	Na+/K+-exchanging ATPase (EC 3.6.3.9)	KEGG	null	searchname:na+/k+-exchangingatpase(ec)
ftr31478	Ca2+-transporting ATPase (EC 3.6.3.8)	KEGG	null	searchname:ca2+-transportingatpase(ec);kegg:sarcoplasmic reticulum ATPase (EC 3.6.3.8);kegg:sarco(endo)plasmic reticulum Ca2+-ATPase (EC 3.6.3.8);kegg:calcium pump (EC 3.6.3.8);kegg:Ca2+-pumping ATPase (EC 3.6.3.8);kegg:plasma membrane Ca-ATPase (EC 3.6.3.8)
ftr31479	mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22)	KEGG	null	searchname:mannose-1-phosphateguanylyltransferase(gdp)(ec);kegg:GDP mannose phosphorylase (EC 2.7.7.22);kegg:mannose 1-phosphate (guanosine diphosphate) guanylyltransferase (EC 2.7.7.22);kegg:GDP mannose phosphorylase (EC 2.7.7.22);kegg:GDP-mannose 1-phosphate guanylyltransferase (EC 2.7.7.22);kegg:guanosine diphosphate-mannose 1-phosphate guanylyltransferase (EC 2.7.7.22);kegg:guanosine diphosphomannose phosphorylase (EC 2.7.7.22);kegg:mannose 1-phosphate guanylyltransferase (EC 2.7.7.22);kegg:GDP:D-mannose-1-phosphate guanylyltransferase (EC 2.7.7.22)
ftr31480	dCTP deaminase (dUMP-forming) (EC 3.5.4.30)	KEGG	null	searchname:dctpdeaminase(dump-forming)(ec)
ftr31481	Ag+-exporting ATPase (EC 3.6.3.53)	KEGG	null	searchname:ag+-exportingatpase(ec)
ftr31482	methylaspartate ammonia-lyase (EC 4.3.1.2)	KEGG	null	searchname:methylaspartateammonia-lyase(ec);kegg:beta-methylaspartase (EC 4.3.1.2);kegg:3-methylaspartase (EC 4.3.1.2);kegg:L-threo-3-methylaspartate ammonia-lyase (EC 4.3.1.2)
ftr31483	3-carboxyethylcatechol 2,3-dioxygenase (EC 1.13.11.16)	KEGG	null	searchname:3-carboxyethylcatechol2,3-dioxygenase(ec);kegg:2,3-dihydroxy-beta-phenylpropionic dioxygenase (EC 1.13.11.16);kegg:2,3-dihydroxy-beta-phenylpropionate oxygenase (EC 1.13.11.16);kegg:3-(2,3-dihydroxyphenyl)propanoate:oxygen 1,2-oxidoreductase (EC 1.13.11.16)
ftr31484	nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	KEGG	null	searchname:nicotinate-nucleotideadenylyltransferase(ec);kegg:deamido-NAD+ pyrophosphorylase (EC 2.7.7.18);kegg:nicotinate mononucleotide adenylyltransferase (EC 2.7.7.18);kegg:deamidonicotinamide adenine dinucleotide pyrophosphorylase (EC 2.7.7.18);kegg:NaMN-ATase (EC 2.7.7.18);kegg:nicotinic acid mononucleotide adenylyltransferase (EC 2.7.7.18)
ftr31485	Cd2+-exporting ATPase (EC 3.6.3.3)	KEGG	null	searchname:cd2+-exportingatpase(ec)
ftr31486	polynucleotide adenylyltransferase (EC 2.7.7.19)	KEGG	null	searchname:polynucleotideadenylyltransferase(ec);kegg:NTP polymerase (EC 2.7.7.19);kegg:RNA adenylating enzyme (EC 2.7.7.19);kegg:AMP polynucleotidylexotransferase (EC 2.7.7.19);kegg:ATP-polynucleotide adenylyltransferase (EC 2.7.7.19);kegg:ATP:polynucleotidylexotransferase (EC 2.7.7.19);kegg:poly(A) polymerase (EC 2.7.7.19);kegg:poly(A) synthetase (EC 2.7.7.19);kegg:polyadenylate nucleotidyltransferase (EC 2.7.7.19);kegg:polyadenylate polymerase (EC 2.7.7.19);kegg:polyadenylate synthetase (EC 2.7.7.19);kegg:polyadenylic acid polymerase (EC 2.7.7.19);kegg:polyadenylic polymerase (EC 2.7.7.19);kegg:terminal riboadenylate transferase (EC 2.7.7.19);kegg:poly(A) hydrolase (EC 2.7.7.19);kegg:RNA formation factors, PF1 (EC 2.7.7.19);kegg:adenosine triphosphate:ribonucleic acid adenylyltransferase (EC 2.7.7.19)
ftr31487	helper-component proteinase (EC 3.4.22.45)	KEGG	null	searchname:helper-componentproteinase(ec);kegg:HC-Pro (EC 3.4.22.45)
ftr31488	oxaloacetate decarboxylase (EC 4.1.1.3)	KEGG	null	searchname:oxaloacetatedecarboxylase(ec);kegg:oxaloacetate beta-decarboxylase (EC 4.1.1.3);kegg:oxalacetic acid decarboxylase (EC 4.1.1.3);kegg:oxalate beta-decarboxylase (EC 4.1.1.3);kegg:oxaloacetate carboxy-lyase (EC 4.1.1.3)
ftr31489	FAD synthetase (EC 2.7.7.2)	KEGG	null	searchname:fadsynthetase(ec);kegg:FAD pyrophosphorylase (EC 2.7.7.2);kegg:riboflavin mononucleotide adenylyltransferase (EC 2.7.7.2);kegg:adenosine triphosphate-riboflavin mononucleotide transadenylase (EC 2.7.7.2);kegg:adenosine triphosphate-riboflavine mononucleotide transadenylase (EC 2.7.7.2);kegg:riboflavin adenine dinucleotide pyrophosphorylase (EC 2.7.7.2);kegg:riboflavine adenine dinucleotide adenylyltransferase (EC 2.7.7.2);kegg:flavin adenine dinucleotide synthetase (EC 2.7.7.2);kegg:FADS (EC 2.7.7.2);kegg:FMN adenylyltransferase (EC 2.7.7.2)
ftr31490	polyamine-transporting ATPase (EC 3.6.3.31)	KEGG	null	searchname:polyamine-transportingatpase(ec)
