id	names	equation	enzymes
R04702	dihydrosanguinarine,NADPH:oxygen oxidoreductase (10-hydroxylating)	C05191[0] + C00007[0] + C00005[0] + C00080[0] <=> C05247[0] + C00006[0] + C00001[0]	1.14.13.56
R04703	Dihydrosanguinarine:oxygen oxidoreductase	C05191[0] + C00007[0] + C00080[0] <=> C06162[0] + C00027[0]	1.5.3.12
R04705	S-Adenosyl-L-methionine:12-hydroxydihydrochelirubine 12-O-methyltransferase	C00019[0] + C05193[0] <=> C00021[0] + C05316[0] + C00080[0]	2.1.1.120
R04706	Dihydrochelirubine:oxygen oxidoreductase	C05194[0] + C00007[0] + C00080[0] <=> C06327[0] + C00027[0]	1.5.3.12
R04707	S-Adenosyl-L-methionine:10-hydroxydihydrosanguinarine 10-O-methyltransferase	C00019[0] + C05247[0] <=> C00021[0] + C05194[0] + C00080[0]	2.1.1.119
R04708	Dihydrochelirubine,NADPH:oxygen oxidoreductase (12-hydroxylating)	C05194[0] + C00005[0] + C00080[0] + C00007[0] <=> C05193[0] + C00006[0] + C00001[0]	1.14.13.57
R04709	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	(3) C00083[0] + C05195[0] <=> (4) C00010[0] + C06355[0] + (3) C00011[0]	2.3.1.151
R04710	Protein-glycine,dihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase (S-adenosyl-L-methionine cleaving)	C00019[0] + C05196[0] + C05197[0] <=> C05198[0] + C00073[0] + C05199[0] + C05312[0]	1.97.1.4
R04711	S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase	C00019[0] + C05200[0] <=> C00021[0] + C05313[0] + C00080[0]	2.1.1.114
R04713	S-Adenosyl-L-methionine:(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinolie N- methyltransferase	C00019[0] + C05201[0] <=> C00021[0] + C05314[0] + C00080[0]	2.1.1.115
R04714	S-Adenosyl-L-methionine:6-O-methylnorlaudanosoline 5'-O-methyltransferase	C00019[0] + C05203[0] <=> C00021[0] + C05317[0] + C00080[0]	2.1.1.121
R04715	S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase	C00019[0] + C06350[0] <=> C00021[0] + C05203[0] + C00080[0]	2.1.1.128
R04716	S-Adenosyl-L-methionine:(S)-7,8,13,14-tetrahydroprotoberberine cis-N-methyltransferase	C00019[0] + C05204[0] <=> C00021[0] + C05318[0]	2.1.1.122
R04717	S-Adenosyl-L-methionine:[cytochrome c]-methionine S-methyltransferase	C00019[0] + C05205[0] <=> C00021[0] + C05319[0]	2.1.1.123|2.1.1.124
R04718	S-Adenosyl-L-methionine:histone-arginine Nw-methyltransferase	C00019[0] + C05206[0] <=> C00021[0] + C05320[0]	2.1.1.125
R04719	S-Adenosyl-L-methionine:[myelin-basic-protein]-arginine Nw-methyltransferase	C00019[0] + C05207[0] <=> C00021[0] + C05321[0]	2.1.1.126
R04720	1-Organyl-2-arachidonyl-sn-glycero-3-phosphocholine:1-organyl-2-lyso-sn-glycero-3-phosphoethanolamine arachidonoyltransferase (CoA-independent)	C05208[0] + C05209[0] <=> C05210[0] + C04317[0]	2.3.1.147
R04721	1-Organyl-2-acyl-sn-glycero-3-phosphocholine:1-organyl-2-lyso-sn-glycero-3-phosphoethanolamine acyltransferase (CoA-dependent)	C05212[0] + C05209[0] <=> C04475[0] + C04317[0]	2.3.1.148
R04722	1-Alkyl-2-acyl-sn-glycero-3-phosphocholine:1-organyl-2-lyso-sn-glycero-3-phospholipid acetyltransferase	C04598[0] + C05217[0] <=> C05218[0] + C04317[0]	2.3.1.149
R04723	Acetyl-CoA:salutaridinol 7-O-acetyltransferase	C00024[0] + C05220[0] <=> C00010[0] + C05322[0]	2.3.1.150
R04724	dodecanoyl-[acp]:NAD+ trans-2-oxidoreductase	C05223[0] + C00003[0] <=> C05758[0] + C00004[0] + C00080[0]	1.3.1.9|2.3.1.-
R04725	dodecanoyl-[acp]:NADP+ trans-2-oxidoreductase	C05223[0] + C00006[0] <=> C05758[0] + C00005[0] + C00080[0]	1.3.1.10|1.3.1.39|1.3.1.104|2.3.1.85||2.3.1.86
R04726	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	C05223[0] + C01209[0] <=> C05759[0] + C00011[0] + C00229[0]	2.3.1.41|2.3.1.85|2.3.1.86|2.3.1.179||2.3.1.-
R04727	N- Acetylarylalkylamine amidohydrolase	C02998[0] + C00001[0] <=> C01890[0] + C00033[0]	3.5.1.76
R04728	Phaseollidin-hydrate hydro-lyase|16alpha-Hydroxyprogesterone hydro-lyase	C05229[0] <=> C05230[0] + C00001[0]	4.2.1.97
R04729	(2S)-2-Methylacyl-CoA 2-epimerase	C05232[0] <=> C05329[0]	5.1.99.4
R04730	alpha-tubulin:L-tyrosine ligase (ADP-forming)	C00002[0] + C05234[0] + C00082[0] <=> C01392[0] + C00008[0] + C00009[0]	6.3.2.25
R04731	4-aminoimidazole aminohydrolase	C05239[0] + C00001[0] <=> C06195[0] + C00014[0]	3.5.4.8
R04732		C05239[0] + C00011[0] <=> C05516[0]	4.1.1.-
R04733	UTP:[protein-PII] uridylyltransferase	C00075[0] + C05250[0] <=> C00013[0] + C05326[0]	2.7.7.59
R04734	4a-hydroxytetrahydrobiopterin hydro-lyase	C15522[0] <=> C00268[0] + C00001[0]	4.2.1.96
R04736	L-2-Amino-hexano-6-lactam racemase	C02837[0] <=> C05328[0]	5.1.1.15
R04737	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase	C05258[0] + C00003[0] <=> C05259[0] + C00004[0] + C00080[0]	1.1.1.35|1.1.1.211
R04738	(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase	C05258[0] <=> C05272[0] + C00001[0]	4.2.1.17|4.2.1.74
R04739	(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase	C05260[0] + C00003[0] <=> C05261[0] + C00004[0]	1.1.1.35|1.1.1.211
R04740	(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase	C05260[0] <=> C05273[0] + C00001[0]	4.2.1.17|4.2.1.74
R04741	(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase	C05262[0] + C00003[0] <=> C05263[0] + C00004[0] + C00080[0]	1.1.1.35|1.1.1.211
R04742	Decanoyl-CoA:acetyl-CoA C-acyltransferase	C05274[0] + C00024[0] <=> C00010[0] + C05263[0]	2.3.1.16
R04743	(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase	C05264[0] + C00003[0] <=> C05265[0] + C00004[0] + C00080[0]	1.1.1.35|1.1.1.211
R04744	(S)-Hydroxydecanoyl-CoA hydro-lyase	C05264[0] <=> C05275[0] + C00001[0]	4.2.1.17|4.2.1.74
R04745	(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase	C05266[0] + C00003[0] <=> C05267[0] + C00004[0] + C00080[0]	1.1.1.35|1.1.1.211
R04746	(S)-Hydroxyoctanoyl-CoA hydro-lyase	C05266[0] <=> C05276[0] + C00001[0]	4.2.1.17|4.2.1.74
R04747	Hexanoyl-CoA:acetyl-CoA C-acyltransferase	C05270[0] + C00024[0] <=> C00010[0] + C05267[0]	2.3.1.16
R04748	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase	C05268[0] + C00003[0] <=> C05269[0] + C00004[0] + C00080[0]	1.1.1.35|1.1.1.211
R04749	(S)-Hydroxyhexanoyl-CoA hydro-lyase	C05268[0] <=> C05271[0] + C00001[0]	4.2.1.17|4.2.1.74
R04751	hexanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase	C05270[0] + C00016[0] <=> C05271[0] + C01352[0]	1.3.3.6|1.3.8.1|1.3.8.7|1.3.8.8||1.3.99.-
R04753	trans-Dec-2-enoyl-CoA reductase	C05274[0] + C00006[0] <=> C05275[0] + C00005[0] + C00080[0]	1.3.1.8|1.3.1.38
R04754	decanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase	C05274[0] + C00016[0] <=> C05275[0] + C01352[0]	1.3.3.6|1.3.8.7|1.3.8.8|1.3.99.-
R04756	cis,cis-3,6-Dodecadienoyl-CoA delta3-cis-delta2-trans-isomerase	C05280[0] <=> C05279[0]	5.3.3.8
R04758	11beta-Hydroxyandrost-4-ene-3,17-dione:NADP+ 11-oxidoreductase	C05284[0] + C00006[0] <=> C05285[0] + C00005[0] + C00080[0]	1.1.1.146
R04759	19-hydroxyandrostenedione,reduced-flavoprotein:oxygen 19-oxidoreductase	C05290[0] + C03024[0] + C00007[0] <=> C05297[0] + C03161[0] + (2) C00001[0]	1.14.14.14
R04760		C05291[0] + C00028[0] <=> C05296[0] + C00030[0]	
R04761	19-hydroxytestosterone,reduced-flavoprotein:oxygen 19-oxidoreductase	C05294[0] + C03024[0] + C00007[0] <=> C05295[0] + C03161[0] + (2) C00001[0]	1.14.14.14
R04762	S-adenosyl-L-methionine:2-Hydroxyestrone O-methyltransferase	C05298[0] + C00019[0] <=> C05299[0] + C00021[0]	2.1.1.6
R04763		C01802[0] + C00019[0] <=> C05440[0] + C00021[0]	
R04764		C05301[0] + C00019[0] <=> C05302[0] + C00021[0]	2.1.1.6
R04768	dihydromacarpine:oxygen oxidoreductase	C05316[0] + C00007[0] + C00080[0] <=> C06165[0] + C00027[0]	1.5.3.12
R04769		C05322[0] <=> C06173[0] + C00033[0]	
R04770	Selenomethionine methanethiol-lyase (deaminating)	C05335[0] + C00001[0] <=> C05703[0] + C00014[0] + C00109[0]	4.4.1.1|4.4.1.11
R04771	ATP:L-selenomethione S-adenosyltransferase	C00002[0] + C05335[0] + C00001[0] <=> C00009[0] + C00013[0] + C05691[0]	2.5.1.6
R04772	S-Adenosyl-L-methionine:L-methionine S-methyltransferase	C00019[0] + C05335[0] <=> C00021[0] + C05690[0]	2.1.1.12
R04773	Selenomethionine:tRNAMet ligase (AMP-forming)	C00002[0] + C05335[0] + C01647[0] <=> C00020[0] + C00013[0] + C05336[0]	6.1.1.10
R04774		C05335[0] <=> C05698[0] + C10905[0]	
R04775		C05335[0] <=> C05708[0]	
R04776	Phenylacetyl-CoA:L-glutamine alpha-N-phenylacetyltransferase	C00025[0] + C05338[0] <=> C00010[0] + C05595[0]	2.3.1.14
R04777		C05338[0] + C00037[0] <=> C05596[0] + C00010[0]	2.3.1.-
R04779	ATP:D-fructose-6-phosphate 1-phosphotransferase	C00002[0] + C05345[0] <=> C00008[0] + C05378[0]	2.7.1.11
R04780	beta-D-Fructose 1,6-bisphosphate 1-phosphohydrolase	C05378[0] + C00001[0] <=> C05345[0] + C00009[0]	3.1.3.11
R04781	4-Carboxy-4-hydroxy-2-oxoadipate hydro-lyase	C04115[0] <=> C05364[0] + C00001[0]	4.2.1.80
R04782	Reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)	C05360[0] + (2) C05359[0] + (2) C00080[0] <=> C05361[0]	1.18.6.1
R04783	3-Ketolactose galactohydrolase	C05403[0] + C00001[0] <=> C05394[0] + C00221[0]	3.2.1.23
R04784		C04575[0] + C00001[0] <=> C05412[0] + C00011[0]	4.1.1.-
R04785	L-Dehydroascorbate lactonohydrolase	C05422[0] + C00001[0] <=> C04575[0]	3.1.1.17
R04786	15-cis-phytoene:plastoquinone oxidoreductase	C05413[0] + C00028[0] <=> C05414[0] + C00030[0]	1.3.5.5
R04787	15-cis-phytoene:acceptor oxidoreductase	C05414[0] + C00028[0] <=> C05430[0] + C00030[0]	1.3.5.5|1.3.99.28|1.3.99.29|1.3.99.30||1.3.99.31
R04789		C05416[0] + C00007[0] + C00005[0] + C00080[0] <=> C05417[0] + C00006[0] + C00001[0]	1.14.13.-
R04790		C05416[0] + C00005[0] + C00007[0] + C00080[0] <=> C05423[0] + C00006[0] + C00001[0]	1.14.13.-
R04791		C05417[0] + C00001[0] <=> C05424[0]	3.3.2.-
R04792	5,6beta-epoxy-5beta-cholestan-3beta-ol hydrolase	C05418[0] + C00001[0] <=> C05425[0]	3.3.2.11
R04794		C05423[0] + C00001[0] <=> C05424[0]	3.3.2.-
R04795		C05427[0] + C02139[0] <=> C05798[0] + C00305[0] + C00013[0]	
R04798	zeta-Carotene, hydrogen-donor:oxygen oxidoreductase	C05430[0] + C00030[0] + C00007[0] <=> C05431[0] + (2) C00001[0] + C00028[0]	1.3.5.6|1.3.99.26|1.3.99.28|1.3.99.30||1.3.99.31
R04799		C05430[0] + (2) C00007[0] + (2) C00030[0] <=> C05432[0] + (4) C00001[0] + (2) C00028[0]	
R04800	Neurosporene, hydrogen-donor:oxygen oxidoreductase	C05431[0] + C00030[0] + C00007[0] <=> C05432[0] + C00028[0] + (2) C00001[0]	1.3.5.6|1.3.99.26|1.3.99.30|1.3.99.31
R04801	carotenoid beta-end group lyase (decyclizing)	C05431[0] <=> C05434[0]	5.5.1.19
R04803		C05434[0] + C00007[0] + C00030[0] <=> C05435[0] + (2) C00001[0] + C00028[0]	
R04804	delta8,24-Cholestadien-3beta-ol delta7-delta8-isomerase	C05437[0] <=> C05439[0]	5.3.3.5
R04805		C05444[0] + C00003[0] <=> C05445[0] + C00004[0] + C00080[0]	1.1.1.1
R04806	5beta-cholestane-3alpha,7alpha-diol,NADPH:oxygen oxidoreductase (26-hydroxylating)	C05452[0] + C00005[0] + C00007[0] <=> C05444[0] + C00006[0] + C00001[0]	1.14.13.15
R04807	5beta-Cholestane-3alpha,7alpha,12alpha-triol,NADPH:oxygen oxidoreductase (26-hydroxylating)	C05454[0] + C00007[0] + C00005[0] <=> C05446[0] + C00006[0] + C00001[0]	1.14.13.15
R04808		C05446[0] <=> C05468[0]	
R04809	3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA hydro-lyase [3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA-forming]	C05447[0] + C00001[0] <=> C05448[0]	4.2.1.107
R04810	3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	C05448[0] + C00003[0] <=> C05449[0] + C00004[0] + C00080[0]	1.1.1.35
R04811	Propanoyl-CoA:acetyl-CoA C-acyltransferase|3alpha,7alpha-dihydroxy-5beta-cholanoyl-CoA:propanoyl-CoA|C-acyltransferase	C00100[0] + C05337[0] <=> C00010[0] + C05449[0]	2.3.1.176
R04812	3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	C05450[0] + C00003[0] <=> C05467[0] + C00004[0] + C00080[0]	1.1.1.35
R04813	(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA hydro-lyase	C05450[0] <=> C05460[0] + C00001[0]	4.2.1.107
R04817	7alpha-Hydroxy-5beta-cholestan-3-one:NADP+ delta4-oxidoreductase	C05451[0] + C00006[0] <=> C05455[0] + C00005[0] + C00080[0]	1.3.1.3
R04818	3alpha,7alpha-Dihydroxy-5beta-cholestane:NAD+ oxidoreductase (B-specific)	C05452[0] + C00003[0] <=> C05451[0] + C00004[0] + C00080[0]	1.1.1.50
R04819	3alpha,7alpha-Dihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific)	C05452[0] + C00006[0] <=> C05451[0] + C00005[0] + C00080[0]	1.1.1.50
R04823	7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one:NADP+ delta4-oxidoreductase	C05453[0] + C00006[0] <=> C17339[0] + C00005[0] + C00080[0]	1.3.1.3
R04824	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NAD+ oxidoreductase (B-specific)	C05454[0] + C00003[0] <=> C05453[0] + C00004[0] + C00080[0]	1.1.1.50
R04825	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific)	C05454[0] + C00006[0] <=> C05453[0] + C00005[0] + C00080[0]	1.1.1.50
R04826	7alpha-hydroxycholest-4-en-3-one,NADPH:oxygen oxidoreductase(12alpha-hydroxylating)	C05455[0] + C00080[0] + C00007[0] + C00005[0] <=> C17339[0] + C00006[0] + C00001[0]	1.14.13.95
R04827	3-oxo-5alpha-steroid:(acceptor) delta4-oxidoreductase	C17339[0] + C00030[0] <=> C05458[0] + C00028[0]	1.3.99.5
R04829	Urocortisone:NAD+ oxidoreductase (B-specific)	C05470[0] + C00003[0] <=> C05469[0] + C00004[0] + C00080[0]	1.1.1.50
R04830	Urocortisone:NADP+ oxidoreductase (B-specific)	C05469[0] + C00080[0] + C00005[0] <=> C05470[0] + C00006[0]	1.1.1.50
R04831	Cortolone:NAD+ oxidoreductase	C05481[0] + C00003[0] <=> C05470[0] + C00004[0] + C00080[0]	1.1.1.53
R04832	Urocortisol:NAD+ oxidoreductase (B-specific)	C05472[0] + C00003[0] <=> C05471[0] + C00004[0] + C00080[0]	1.1.1.50
R04833	Urocortisol:NADP+ oxidoreductase (B-specific)	C05472[0] + C00006[0] <=> C05471[0] + C00005[0] + C00080[0]	1.1.1.50
R04834	Cortol:NAD+ oxidoreductase	C05482[0] + C00003[0] <=> C05472[0] + C00004[0] + C00080[0]	1.1.1.53
R04835	3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al:NAD+ oxidoreductase (B-specific)	C05474[0] + C00003[0] <=> C05473[0] + C00004[0] + C00080[0]	1.1.1.50
R04836	3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al:NADP+ oxidoreductase (B-specific)	C05474[0] + C00006[0] <=> C05473[0] + C00005[0] + C00080[0]	1.1.1.50
R04837	Tetrahydrocorticosterone:NAD+ oxidoreductase (B-specific)	C05476[0] + C00003[0] <=> C05475[0] + C00004[0] + C00080[0]	1.1.1.50
R04838	Tetrahydrocorticosterone:NADP+ oxidoreductase (B-specific)	C05476[0] + C00006[0] <=> C05475[0] + C00005[0] + C00080[0]	1.1.1.50
R04840	Tetrahydrocorticosterone:NADP+ 11-oxidoreductase	C05476[0] + C00006[0] <=> C05478[0] + C00005[0] + C00080[0]	1.1.1.146
R04842	3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione:NAD+ oxidoreductase (B-specific)	C05478[0] + C00003[0] <=> C05477[0] + C00004[0] + C00080[0]	1.1.1.50
R04843	3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione:NADP+ oxidoreductase (B-specific)	C05478[0] + C00006[0] <=> C05477[0] + C00005[0] + C00080[0]	1.1.1.50
R04844	3alpha,20alpha,21-Trihydroxy-5beta-pregnane-11-one:NAD+ oxidoreductase	C05483[0] + C00003[0] <=> C05478[0] + C00004[0] + C00080[0]	1.1.1.53
R04845	3alpha-Hydroxy-5beta-pregnane-20-one:NAD+ oxidoreductase (B-specific)	C05480[0] + C00003[0] <=> C05479[0] + C00004[0] + C00080[0]	1.1.1.50
R04846	3alpha-Hydroxy-5beta-pregnane-20-one:NADP+ oxidoreductase (B-specific)	C05480[0] + C00006[0] <=> C05479[0] + C00005[0] + C00080[0]	1.1.1.50
R04847	Pregnanediol:NAD+ oxidoreductase	C05484[0] + C00003[0] <=> C05480[0] + C00004[0] + C00080[0]	1.1.1.53
R04849	11-Deoxycortisol delta5-delat4-isomerase|17alpha,21-Dihydroxypregnenolone:NAD+ 3-oxidoreductase	C05488[0] + C00080[0] + C00004[0] <=> C05487[0] + C00003[0]	1.1.1.145|5.3.3.1
R04850	17alpha,21-dihydroxypregnenolone:oxygen oxidoreductase (11-hydroxylating)	C05487[0] + C00138[0] + C00007[0] <=> C05489[0] + C00139[0] + C00001[0]	1.14.15.4
R04852	Steroid,hydrogen-donor:oxygen oxidoreductase (17-alpha-hydroxylating)	C05497[0] + C00028[0] + C00001[0] <=> C05498[0] + C00030[0] + C00007[0]	1.14.99.9
R04853	20alpha-Hydroxycholesterol,hydrogen-donor:oxygen oxidoreductase (17-alpha-hydroxylating)	C05500[0] + C00005[0] + C00080[0] + C00007[0] <=> C05499[0] + C00006[0] + C00001[0]	1.14.99.9
R04854	20alpha-Hydroxycholesterol:oxygen oxidoreductase (side-chain-cleaving)	C05500[0] + C00007[0] + (2) C00662[0] + (2) C00080[0] <=> C05501[0] + C00001[0] + (2) C00667[0]	1.14.15.6
R04855	22beta-Hydroxycholesterol:oxygen oxidoreductase (side-chain-cleaving)	C05502[0] + C00007[0] + (2) C00662[0] + (2) C00080[0] <=> C05501[0] + C00001[0] + (2) C00667[0]	1.14.15.6
R04856	Sulfatide sulfohydrolase|Cerebroside-3-sulfate 3-sulfohydrolase	C06125[0] + C00001[0] <=> C02686[0] + C00059[0]	3.1.6.1|3.1.6.8
R04857		C05515[0] + C00001[0] <=> C05516[0] + C00014[0] + C00011[0]	3.5.3.-
R04858	S-adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase	C00019[0] + C00856[0] <=> C00021[0] + C02967[0]	2.1.1.37
R04859	O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming)|O3-acetyl-L-serine acetate-lyase (thiosulfate-reducing, L-cysteine-forming)	C00979[0] + C00320[0] + C00342[0] + C00080[0] <=> C00097[0] + C00094[0] + C00343[0] + C00033[0]	2.5.1.47|2.5.1.49
R04860		C05526[0] + C00059[0] <=> C05824[0] + C00051[0]	1.8.4.3
R04861		C05527[0] + C00001[0] <=> C00094[0] + C00022[0]	
R04862	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)	C05662[0] + C00003[0] <=> C05533[0] + C00004[0] + C00080[0]	1.1.1.87|1.1.1.286
R04863	L-2-Aminoadipate-6-semialdehyde:NAD(P)+ 6-oxidoreductase	C05560[0] + C11482[0] <=> C05535[0] + C00020[0]	1.2.1.31
R04864	2-Acyl-sn-glycero-3-phosphoethanolamine O-acyltransferase	C00173[0] + C05973[0] <=> C00229[0] + C00350[0]	2.3.1.40
R04866	S-adenosyl-L-methionine:cytochrome-c-L-lysine N6-methyltransferase	C00019[0] + C05544[0] <=> C00021[0] + C05545[0]	2.1.1.43|2.1.1.59|2.1.1.60
R04867	S-adenosyl-L-methionine:cytochrome-c-L-lysine N6-methyltransferase	C00019[0] + C05545[0] <=> C00021[0] + C05546[0]	2.1.1.43|2.1.1.59|2.1.1.60
R04868	Acyl-CoA:isopenicillin N N-acyltransferase	C05557[0] + C00582[0] + C00001[0] <=> C05551[0] + C00956[0] + C00010[0]	2.3.1.164
R04869		C05552[0] + (2) C00012[0] <=> C06250[0] + (2) C00001[0]	3.4.-.-
R04870	L-2-aminohexanedioate:L-cysteine:L-valine ligase (AMP-forming, valine-inverting)	C00956[0] + C00183[0] + C00097[0] + (3) C00002[0] + C00001[0] <=> C05556[0] + (3) C00020[0] + (3) C00013[0]	6.3.2.26
R04872		C05556[0] + C00007[0] <=> C05557[0] + (2) C00001[0]	1.21.3.1
R04874		C03277[0] <=> C05130[0] + C00011[0]	
R04875		C05565[0] + C00001[0] <=> C05829[0]	
R04876		C03277[0] + C00004[0] + C00080[0] <=> C05568[0] + C00003[0]	
R04877		C05570[0] <=> C05571[0] + C00565[0]	
R04878		C05570[0] <=> C05575[0]	
R04879		C16674[0] + C00001[0] <=> C16673[0]	
R04880	3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase	C05576[0] + C00003[0] <=> C05577[0] + C00004[0] + C00080[0]	1.1.1.1
R04881	S-Adenosyl-L-methionine:catechol O-methyltransferase	C00019[0] + C05576[0] <=> C00021[0] + C05594[0]	2.1.1.6
R04882	3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase	C05577[0] + C00003[0] + C00001[0] <=> C05580[0] + C00004[0] + C00080[0]	1.2.1.5
R04883	3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase	C05577[0] + C00006[0] + C00001[0] <=> C05580[0] + C00005[0] + C00080[0]	1.2.1.5
R04884	5,6-dihydroxyindole:oxygen oxidoreductase	(2) C05578[0] + C00007[0] <=> (2) C05579[0] + (2) C00001[0]	1.14.18.1
R04885		C05578[0] + C00011[0] <=> C05604[0]	4.1.1.-
R04886		C05579[0] + C00007[0] <=> C17937[0] + C00001[0]	
R04887	S-Adenosyl-L-methionine:catechol O-methyltransferase	C00019[0] + C05580[0] <=> C00021[0] + C05584[0]	2.1.1.6
R04888	3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase	C05581[0] + C00003[0] + C00001[0] <=> C05582[0] + C00004[0] + C00080[0]	1.2.1.5
R04889	3-Methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase	C05581[0] + C00006[0] + C00001[0] <=> C05582[0] + C00005[0] + C00080[0]	1.2.1.5
R04890	3-Methoxytyramine:oxygen oxidoreductase (deaminating) (copper-containing)	C05587[0] + C00001[0] + C00007[0] <=> C05581[0] + C00027[0] + C00014[0]	1.4.3.4
R04891	3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase	C05583[0] + C00003[0] + C00001[0] <=> C05584[0] + C00004[0] + C00080[0]	1.2.1.5
R04892	3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase	C05583[0] + C00006[0] + C00001[0] <=> C05584[0] + C00005[0] + C00080[0]	1.2.1.5
R04893	L-Normetanephrine:oxygen oxidoreductase (deaminating) (copper-containing)	C05589[0] + C00001[0] + C00007[0] <=> C05583[0] + C00014[0] + C00027[0]	1.4.3.4
R04894	L-Metanephrine:oxygen oxidoreductase (deaminating) (flavin-containing)	C05588[0] + C00001[0] + C00007[0] <=> C05583[0] + C00027[0] + C00218[0]	1.4.3.4
R04895		C05600[0] + C00001[0] <=> C05601[0]	4.2.1.-
R04899		C01198[0] <=> C05629[0]	
R04900	UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase	C05623[0] + C02199[0] <=> C05625[0] + C00015[0]	2.4.1.159
R04901	(2S)-flavan-4-ol:NADP+ 4-oxidoreductase|cis-3,4-leucopelargonidin:NADP+ 4-oxidoreductase	C05907[0] + C00006[0] <=> C05631[0] + C00005[0] + C00080[0]	1.1.1.234
R04902	eriodictyol,NADPH:oxygen oxidoreductase	C05631[0] + C00005[0] + C00080[0] + C00007[0] <=> C05911[0] + C00006[0] + C00001[0]	1.14.13.88
R04903	5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase	C05634[0] + C00003[0] + C00001[0] <=> C05635[0] + C00080[0] + C00004[0]	1.2.1.3
R04904	5-hydroxyindoleacetaldehyde:oxygen oxidoreductase	C05634[0] + C00007[0] + C00001[0] <=> C05635[0] + C00027[0]	1.2.3.1
R04905	S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase	C00019[0] + C05635[0] <=> C00021[0] + C05660[0]	2.1.1.4
R04906		C05635[0] <=> C05832[0]	6.3.2.-
R04907	3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)	C05636[0] + C00007[0] <=> C05637[0] + C00014[0] + C00027[0]	1.4.3.4
R04908	5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)	C05638[0] + C00001[0] + C00007[0] <=> C05639[0] + C00014[0] + C00027[0] + C00001[0]	1.4.3.4
R04909	5-Hydroxykynurenamine decarboxy-lyase	C05638[0] + C00011[0] <=> C05651[0]	4.1.1.28
R04910		C05641[0] + C00005[0] + C00080[0] <=> C05656[0] + C00006[0]	1.3.1.-
R04911	Aryl-formylamine amidohydrolase	C05648[0] + C00001[0] <=> C05651[0] + C00058[0]	3.5.1.9
R04913	5-Hydroxykynurenine:2-oxoglutarate aminotransferase	C05651[0] + C00161[0] <=> C05652[0] + C00045[0]	2.6.1.-
R04914		C05652[0] <=> C05663[0] + C00001[0]	
R04915	quinoline-3,4-diol 2,4-dioxygenase (carbon monoxide-forming)	C06330[0] + C00007[0] <=> C05653[0] + C00237[0]	1.13.11.47
